species,common_name,family,order,migratory.strategy,breeding.biome,bird.group,abundance.category,ts_source,firstyear,lastyear,year_est1,year_est2,popest,popse,Loss_mean,Loss_sd,Loss_lci95,Loss_med,Loss_uci95,total_proportional_change,annual rate of change
Bubo scandiacus,Snowy Owl,Strigidae,STRIGIFORMES,Partial migrant within Europe,"Tundra, mires and moorland",landbirds,Rare,Article12,1980,2017,2014,2017,5,3.87755102,-1.336004457,11.559215,-28.66842926,0.157354507,14.60755665,0.867132501,0.996154346
Xenus cinereus,Terek Sandpiper,Scolopacidae,CHARADRIIFORMES,Long-distance migrant,"Tundra, mires and moorland",shorebirds,Rare,Article12,1980,2017,2014,2017,13,0.946374509,34.65469489,5.137701225,25.2781416,34.39496531,45.52118214,0.263023757,0.964548763
Anser erythropus,Lesser White-fronted Goose,Anatidae,ANSERIFORMES,Short-distance migrant,"Tundra, mires and moorland",waterfowl,Rare,Article12,1980,2017,2014,2017,41,3.710619596,-21.10507277,7.374290555,-37.43831751,-20.45962339,-8.464499379,1.937648873,1.018038474
Apus affinis,Little Swift,Apodidae,CAPRIMULGIFORMES,Partial migrant within Europe,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2003,2017,45,12.95613553,-96.81110971,46.09209235,-210.3201339,-88.73522544,-30.62647417,13.14214432,1.07209735
Clanga clanga,Greater Spotted Eagle,Accipitridae,ACCIPITRIFORMES,Short-distance migrant,Unclassified,landbirds,Rare,Article12,1980,2017,2014,2017,47,2.136845136,17.94849096,51.0959581,-100.5342631,21.44121325,106.6177874,0.659953184,0.98883078
Fulica cristata,Red-knobbed Coot,Rallidae,GRUIFORMES,Resident,Inland wetlands,waterbirds,Rare,Article12,1980,2017,2014,2017,65,9.425431711,-1.385015501,13.21868412,-29.47476783,-0.738500968,23.31596956,1.006807522,1.00018338
Tringa stagnatilis,Marsh Sandpiper,Scolopacidae,CHARADRIIFORMES,Long-distance migrant,Inland wetlands,shorebirds,Rare,Article12,1980,2017,2014,2017,133,11.39886167,-96.52558422,23.29500903,-147.7335084,-94.34214053,-56.91727094,2.888746159,1.029085846
Spilopelia senegalensis,Laughing Dove,Columbidae,COLUMBIFORMES,Resident,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2014,2017,139,7.809915436,-132.7331647,13.26649673,-160.4132123,-132.0618602,-108.3749274,7.74666197,1.056890817
Pterodroma madeira,Zino's Petrel,Procellariidae,PROCELLARIIFORMES,Short-distance migrant,Marine,waterbirds,Rare,Article12,1980,2017,2014,2017,145,4.59609213,-37.07370381,7.017428674,-51.23290862,-37.03611143,-23.53060001,1.336924837,1.007878769
Marmaronetta angustirostris,Marbled Teal,Anatidae,ANSERIFORMES,Partial migrant within Europe,Unclassified,waterfowl,Rare,Article12,1980,2017,2017,2017,152,1.427347826,75.32379306,3.088319428,69.37767806,75.29924771,81.45409283,0.668818798,0.989187472
Vanellus spinosus,Spur-winged Lapwing,Charadriidae,CHARADRIIFORMES,Partial migrant within Europe,Coastal,shorebirds,Rare,Article12,1980,2017,2014,2017,205,21.28693225,-136.0519898,32.80199367,-208.2474851,-133.4947659,-79.56429125,2.444215541,1.024448797
Falco rusticolus,Gyrfalcon,Falconidae,FALCONIFORMES,Partial migrant within Europe,"Tundra, mires and moorland",landbirds,Rare,Article12,1980,2017,2014,2017,221,7.431350571,143.4510731,24.10865976,96.96533022,143.1112861,191.6485819,0.60161946,0.986360623
Emberiza cineracea,Cinereous Bunting,Emberizidae,PASSERIFORMES,Short-distance migrant,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2015,2015,254,39.4035791,-126.7312539,67.56712693,-290.0192199,-115.2995751,-27.99593347,1.820592594,1.016325395
Falco biarmicus,Lanner Falcon,Falconidae,FALCONIFORMES,Resident,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2014,2016,303,3.155473524,13.39007027,6.069068291,1.442073082,13.48652032,25.33213476,0.957624261,0.99883042
Pterodroma deserta,Desertas Petrel,Procellariidae,PROCELLARIIFORMES,Long-distance migrant,Marine,waterbirds,Rare,Article12,1980,2017,2014,2017,340,7.021683673,-0.018448231,11.92334668,-23.57206973,0.006759408,22.99876014,1.000361578,1.000009771
Gypaetus barbatus,Bearded Vulture,Accipitridae,ACCIPITRIFORMES,Resident,montane grassland,landbirds,Rare,Article12,1980,2017,2017,2017,464,6.22321258,-298.6895991,6.217225426,-311.115168,-298.7109189,-286.5635269,2.808704583,1.028304616
Falco cherrug,Saker Falcon,Falconidae,FALCONIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2014,2017,551,16.76168491,-360.4203438,39.03816812,-440.7194348,-358.8190638,-288.3197683,2.596118097,1.02611954
Apus caffer,White-rumped Swift,Apodidae,CAPRIMULGIFORMES,Short-distance migrant,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2008,2016,593,33.76073011,-249.8284979,53.95328931,-365.0588707,-247.5262747,-151.6046599,1.640966829,1.013476092
Oxyura leucocephala,White-headed Duck,Anatidae,ANSERIFORMES,Partial migrant within Europe,Inland wetlands,waterfowl,Rare,Article12,1980,2017,2014,2017,617,19.29937333,-310.2404057,26.90009215,-364.1936302,-309.8013969,-258.7235389,1.954774268,1.018280615
Aquila heliaca,Eastern Imperial Eagle,Accipitridae,ACCIPITRIFORMES,Partial migrant within Europe,Unclassified,landbirds,Rare,Article12,1980,2017,2014,2017,644,31.10610339,-514.8075868,44.32468193,-605.4241461,-512.9874879,-432.8467826,3.840099984,1.03703411
Phylloscopus borealis,Arctic Warbler,Phylloscopidae,PASSERIFORMES,Long-distance migrant,Boreal and temperate forests,landbirds,Rare,Article12,1980,2017,2014,2017,801,288.3212056,603.4022814,553.4453929,-342.2705667,540.9542957,1860.114161,0.557457208,0.984330296
Tadorna ferruginea,Ruddy Shelduck,Anatidae,ANSERIFORMES,Partial migrant within Europe,Inland wetlands,waterfowl,Rare,Article12,1980,2017,2015,2017,893,160.9154599,-195.8907478,246.3087469,-749.8784855,-173.0732228,235.63658,1.236052695,1.005744083
Otis tarda,Great Bustard,Otididae,OTIDIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2014,2017,941,2904.854291,-1173.137109,1407.85989,-4658.572924,-637.3564837,-0.549531846,2.800125222,1.028219598
Pyrrhula murina,Azores Bullfinch,Fringillidae,PASSERIFORMES,Resident,unknown,landbirds,Rare,Article12,1980,2017,2017,2017,971,233.0115334,-827.8308297,205.4608018,-1238.000448,-825.8143595,-437.0611755,7.423349199,1.05567376
Aquila adalberti,Spanish Imperial Eagle,Accipitridae,ACCIPITRIFORMES,Resident,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2017,2017,1075,14.53612731,-886.9054002,12.68752202,-911.7667831,-886.9743037,-861.9315332,5.720705186,1.048266266
Sitta krueperi,Krueper's Nuthatch,Sittidae,PASSERIFORMES,Resident,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2015,2015,1195,43.54109654,-1161.215567,92.29911891,-1353.208579,-1157.102985,-990.8847661,7.605294119,1.056364861
Motacilla citreola,Citrine Wagtail,Motacillidae,PASSERIFORMES,Long-distance migrant,"Tundra, mires and moorland",landbirds,Rare,Article12,1980,2017,2014,2017,1246,81.6603168,-1402.11581,197.3074621,-1824.04032,-1388.172558,-1058.051154,22.55176462,1.087858593
Oenanthe pleschanka,Pied Wheatear,Muscicapidae,PASSERIFORMES,Long-distance migrant,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2014,2017,1712,236.0591028,-40.50749486,341.9821275,-773.6287118,-23.43840187,598.4031402,1.013808728,1.000370724
Strix nebulosa,Great Grey Owl,Strigidae,STRIGIFORMES,Resident,Boreal and temperate forests,landbirds,Rare,Article12,1980,2017,2014,2017,2108,249.1560025,-168.6347103,368.303505,-931.8365746,-158.8776485,516.7733033,1.077824876,1.002027594
Aquila fasciata,Bonelli's Eagle,Accipitridae,ACCIPITRIFORMES,Resident,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2014,2017,2247,12.35714104,-88.86054916,27.05351257,-142.0603928,-88.50805435,-36.45562926,1.040773503,1.001080697
Aythya marila,Greater Scaup,Anatidae,ANSERIFORMES,Short-distance migrant,"Tundra, mires and moorland",waterfowl,Rare,Article12,1980,2017,2013,2017,2520,84.5239612,14318.26145,1765.754179,11072.83244,14230.02651,18014.77202,0.143287067,0.94884393
Anthus cervinus,Red-throated Pipit,Motacillidae,PASSERIFORMES,Long-distance migrant,"Tundra, mires and moorland",landbirds,Rare,Article12,1980,2017,2014,2017,2601,270.5148629,32528.82464,5073.953496,23475.44885,32177.15923,43517.37116,0.068124686,0.929967325
Tarsiger cyanurus,Orange-flanked Bush-robin,Muscicapidae,PASSERIFORMES,Long-distance migrant,Boreal and temperate forests,landbirds,Rare,Article12,1980,2017,2014,2017,3001,1733.825244,-3935.126005,3373.779001,-12625.15174,-3146.019922,-1.246724223,9.637438934,1.063147587
Buteo socotraensis,Long-legged Buzzard,Accipitridae,ACCIPITRIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2014,2017,3133,301.4397648,-2794.00229,407.6189886,-3656.43069,-2775.218719,-2046.347949,4.978394085,1.044336004
Fringilla teydea,Blue Chaffinch,Fringillidae,PASSERIFORMES,Resident,unknown,landbirds,Rare,Article12,1980,2017,1998,2017,3163,464.0753407,-191.5461487,783.4354594,-1892.929017,-141.8583987,1251.842264,1.044649751,1.001181283
Chlidonias leucopterus,White-winged Tern,Laridae,CHARADRIIFORMES,Long-distance migrant,Inland wetlands,waterbirds,Rare,Article12,1980,2017,2014,2017,3426,2243.85967,-1759.733015,2593.648186,-8624.725095,-1026.067531,1202.670724,1.540856473,1.011753356
Neophron percnopterus,Egyptian Vulture,Accipitridae,ACCIPITRIFORMES,Long-distance migrant,Unclassified,landbirds,Rare,Article12,1980,2017,2014,2017,3598,29.70646261,-293.7350622,59.78668305,-411.2968372,-293.2676174,-176.7644361,1.088405212,1.002292178
Stercorarius parasiticus,Arctic Jaeger,Stercorariidae,CHARADRIIFORMES,Short-distance migrant,Marine,landbirds,Rare,Article12,1980,2017,2014,2017,3753,380.4794195,3399.402174,2370.750803,-1171.18356,3346.915495,8210.735172,0.513357429,0.98214025
Sitta whiteheadi,Corsican Nuthatch,Sittidae,PASSERIFORMES,Resident,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2013,2017,3759,208.2964077,1125.370649,361.9614621,408.9411593,1123.879502,1838.704552,0.765124975,0.992790544
Hydroprogne caspia,Caspian Tern,Laridae,CHARADRIIFORMES,Long-distance migrant,Coastal,waterbirds,Rare,Article12,1980,2017,2014,2017,3768,65.89314521,1405.190487,186.3029277,1043.217748,1403.443828,1773.304903,0.726578993,0.991404504
Limosa lapponica,Bar-tailed Godwit,Scolopacidae,CHARADRIIFORMES,Short-distance migrant,"Tundra, mires and moorland",shorebirds,Rare,Article12,1980,2017,2014,2017,3801,851.0824817,-1276.732317,1284.471312,-4320.624746,-1109.825642,750.3228904,1.390502619,1.008949683
Chersophilus duponti,Dupont's Lark,Alaudidae,PASSERIFORMES,Resident,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2004,2017,4671,428.7450821,12985.02932,1528.799638,10148.81548,12935.6018,16080.92794,0.216905368,0.95953619
Accipiter brevipes,Levant Sparrowhawk,Accipitridae,ACCIPITRIFORMES,Long-distance migrant,Unclassified,landbirds,Rare,Article12,1980,2017,2014,2017,4849,351.1647565,-1630.285421,482.0935528,-2653.068495,-1603.169508,-759.6730489,1.480489196,1.010661093
Arenaria interpres,Ruddy Turnstone,Scolopacidae,CHARADRIIFORMES,Short-distance migrant,Coastal,shorebirds,Rare,Article12,1980,2017,2013,2017,4873,1188.095239,2310.926993,1629.272538,-856.9196442,2244.809273,5668.637882,0.66364446,0.988979855
Pelecanus crispus,Dalmatian Pelican,Pelecanidae,PELECANIFORMES,Partial migrant within Europe,Unclassified,waterbirds,Rare,Article12,1980,2017,2014,2017,4992,270.6210493,-4428.626443,433.1897997,-5329.668984,-4413.56948,-3620.620703,5.477857989,1.047038023
Aegypius monachus,Cinereous Vulture,Accipitridae,ACCIPITRIFORMES,Resident,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2014,2017,5296,98.10087462,-5000.893165,146.9667143,-5297.840094,-4996.509947,-4716.98684,7.481725774,1.055897277
Clangula hyemalis,Long-tailed Duck,Anatidae,ANSERIFORMES,Partial migrant within Europe,"Tundra, mires and moorland",waterfowl,Rare,Article12,1980,2017,2014,2017,5301,499.7634003,-1216.252772,673.3089203,-2617.353707,-1185.555942,28.88975121,1.283013221,1.006758177
Sterna dougallii,Roseate Tern,Laridae,CHARADRIIFORMES,Long-distance migrant,Coastal,waterbirds,Rare,Article12,1980,2017,2015,2017,5527,189.4431639,-2899.022932,394.5171576,-3717.617139,-2884.25222,-2168.38657,2.012986245,1.01908853
Gallinago media,Great Snipe,Scolopacidae,CHARADRIIFORMES,Long-distance migrant,"Tundra, mires and moorland",shorebirds,Rare,Article12,1980,2017,2014,2017,5968,422.9636252,2156.059096,1125.565664,-76.95900131,2156.900473,4355.931512,0.730893317,0.991563149
Falco vespertinus,Red-footed Falcon,Falconidae,FALCONIFORMES,Long-distance migrant,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2014,2017,6298,391.3604586,5587.570976,925.9107713,3845.7059,5570.02535,7459.179873,0.523990478,0.98268459
Pterocles orientalis,Black-bellied Sandgrouse,Pteroclidae,PTEROCLIFORMES,Resident,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2012,2017,6306,919.8507159,10841.16223,2886.455035,5625.611702,10696.98771,17019.58478,0.352278884,0.972195692
Gavia stellata,Red-throated Loon,Gaviidae,GAVIIFORMES,Short-distance migrant,"Tundra, mires and moorland",waterbirds,Rare,Article12,1980,2017,2014,2017,7586,318.2492116,-1579.61415,547.5176548,-2670.065681,-1573.905924,-543.8237061,1.255555994,1.006169725
Puffinus lherminieri,Audubon's Shearwater,Procellariidae,PROCELLARIIFORMES,Long-distance migrant,Marine,waterbirds,Rare,Article12,1980,2017,2013,2015,7665,1032.451648,-176.3930483,1499.623945,-3496.094747,-43.74231602,2445.871726,1.00074797,1.000020208
Buteo lagopus,Rough-legged Buzzard,Accipitridae,ACCIPITRIFORMES,Short-distance migrant,"Tundra, mires and moorland",landbirds,Rare,Article12,1980,2017,2014,2017,8001,2324.158185,9152.209842,6851.62002,-2704.259065,8503.323878,24244.56506,0.456170939,0.979010237
Surnia ulula,Northern Hawk-owl,Strigidae,STRIGIFORMES,Partial migrant within Europe,Boreal and temperate forests,landbirds,Rare,Article12,1980,2017,2014,2017,8601,5084.089291,-1038.135709,7480.849975,-19684.01712,-0.274883486,11472.77379,0.961153438,0.998929729
Eremophila alpestris,Horned Lark,Alaudidae,PASSERIFORMES,Partial migrant within Europe,"Tundra, mires and moorland",landbirds,Rare,Article12,1980,2017,2014,2017,9207,505.0585735,8072.592327,2973.895265,2189.11913,8080.502724,14069.79782,0.528599734,0.982917221
Mergellus albellus,Smew,Anatidae,ANSERIFORMES,Short-distance migrant,Boreal and temperate forests,waterfowl,Rare,Article12,1980,2017,2014,2017,9207,1631.157392,-6376.326404,2521.911043,-12185.71097,-6028.295716,-2509.105201,2.67842065,1.026985452
Podiceps auritus,Horned Grebe,Podicipedidae,PODICIPEDIFORMES,Short-distance migrant,Inland wetlands,waterbirds,Rare,Article12,1980,2017,2014,2017,9872,348.5159983,4121.935133,897.8705339,2351.162272,4120.458177,5874.141064,0.703355065,0.990534449
Francolinus francolinus,Black Francolin,Phasianidae,GALLIFORMES,Resident,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2014,2017,10462,1539.201927,-7864.572563,2941.981996,-14708.14129,-7448.648791,-3302.903778,3.048450827,1.030583587
Sylvia ruppeli,Rueppell's Warbler,Sylviidae,PASSERIFORMES,Long-distance migrant,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2015,2015,10956,2330.499238,-987.5521003,3483.844929,-9260.804442,-511.7002474,4532.670477,1.047860534,1.001264326
Haliaeetus albicilla,White-tailed Sea-eagle,Accipitridae,ACCIPITRIFORMES,Partial migrant within Europe,Unclassified,landbirds,Rare,Article12,1980,2017,2014,2017,10986,350.7254444,-10440.38133,577.2744147,-11610.48477,-10420.72445,-9361.899696,7.184428312,1.054740775
Aquila chrysaetos,Golden Eagle,Accipitridae,ACCIPITRIFORMES,Partial migrant within Europe,Unclassified,landbirds,Rare,Article12,1980,2017,2014,2017,11435,158.7564338,-5774.951871,314.6167929,-6421.570126,-5767.160043,-5179.954123,1.956407564,1.0183036
Glareola pratincola,Collared Pratincole,Glareolidae,CHARADRIIFORMES,Long-distance migrant,Unclassified,landbirds,Rare,Article12,1980,2017,2014,2017,11869,1005.900432,-5978.821406,1441.59759,-9073.837817,-5887.348662,-3396.958621,1.929932364,1.017928687
Eudromias morinellus,Eurasian Dotterel,Charadriidae,CHARADRIIFORMES,Short-distance migrant,"Tundra, mires and moorland",shorebirds,Rare,Article12,1980,2017,2014,2017,12079,923.0654693,10343.7824,2229.491748,6124.140902,10286.9353,14922.14425,0.535772873,0.983275356
Ficedula semitorquata,Semi-collared Flycatcher,Muscicapidae,PASSERIFORMES,Long-distance migrant,Boreal and temperate forests,landbirds,Rare,Article12,1980,2017,2014,2017,13395,2611.413122,-4147.028789,2960.227764,-10975.21299,-3822.799902,727.0906463,1.37301179,1.008604557
Hippolais olivetorum,Olive-tree Warbler,Acrocephalidae,PASSERIFORMES,Long-distance migrant,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2014,2017,13436,2190.924965,-1473.998197,3083.088387,-8215.891039,-1264.980424,4044.3372,1.096380757,1.002489974
Larus genei,Slender-billed Gull,Laridae,CHARADRIIFORMES,Partial migrant within Europe,Marine,waterbirds,Rare,Article12,1980,2017,2014,2017,13753,1024.703418,-11613.51979,1548.870032,-14894.43865,-11516.65993,-8845.584691,4.568938794,1.041916335
Pandion haliaetus,Osprey,Pandionidae,ACCIPITRIFORMES,Long-distance migrant,Inland wetlands,landbirds,Rare,Article12,1980,2017,2014,2017,13974,432.7729659,-6389.890476,746.8541679,-7912.609995,-6371.354967,-4987.550993,1.793815806,1.015918481
Larus cachinnans,Caspian Gull,Laridae,CHARADRIIFORMES,Partial migrant within Europe,Marine,waterbirds,Rare,Article12,1980,2017,2014,2017,14654,1901.341565,-17003.61728,2820.175316,-22894.84981,-16823.24041,-11929.27544,15.07734535,1.076085101
Melanitta nigra,Common Scoter,Anatidae,ANSERIFORMES,Short-distance migrant,"Tundra, mires and moorland",waterfowl,Rare,Article12,1980,2017,2014,2017,15354,1066.017632,-1810.466453,1563.878087,-5032.601081,-1779.29452,1157.238541,1.129360538,1.003293291
Calidris temminckii,Temminck's Stint,Scolopacidae,CHARADRIIFORMES,Long-distance migrant,"Tundra, mires and moorland",shorebirds,Rare,Article12,1980,2017,2013,2017,15601,627.1474875,2891.748457,1281.297107,365.7758975,2881.930822,5388.117086,0.842826688,0.995389205
Pterocles alchata,Pin-tailed Sandgrouse,Pteroclidae,PTEROCLIFORMES,Resident,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2014,2017,16338,1771.074751,-15569.96594,2740.994104,-21535.6044,-15411.13411,-10833.55219,7.206002073,1.054826251
Linaria flavirostris,Twite,Fringillidae,PASSERIFORMES,Partial migrant within Europe,"Tundra, mires and moorland",landbirds,Rare,Article12,1980,2017,2014,2017,16464,2009.736714,56151.1034,10369.73109,37658.76344,55591.49674,78204.02999,0.21827309,0.959699217
Ciconia nigra,Black Stork,Ciconiidae,CICONIIFORMES,Long-distance migrant,Unclassified,waterbirds,Rare,Article12,1980,2017,2014,2017,16618,304.8072393,-6039.920751,4907.068389,-17208.26272,-5475.320866,2342.752072,1.447182303,1.010039751
Circaetus gallicus,Short-toed Snake-eagle,Accipitridae,ACCIPITRIFORMES,Long-distance migrant,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2013,2017,16851,629.441804,-6574.795952,1171.118915,-8962.730068,-6544.971276,-4380.824028,1.59613439,1.012717614
Ardeola ralloides,Squacco Heron,Ardeidae,PELECANIFORMES,Long-distance migrant,Inland wetlands,waterbirds,Rare,Article12,1980,2017,2014,2017,16998,323.8032961,-3445.06021,592.5941319,-4614.444407,-3443.431232,-2303.665304,1.24877757,1.006022526
Asio flammeus,Short-eared Owl,Strigidae,STRIGIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Rare,Article12,1980,2017,2014,2017,17087,13876.32786,7423.298923,25570.95785,-42048.72179,4554.293449,58716.68441,0.620704359,0.98719351
Tichodroma muraria,Wallcreeper,Sittidae,PASSERIFORMES,Partial migrant within Europe,montane grassland,landbirds,Rare,Article12,1980,2017,2014,2017,17319,1901.4084,-870.0633005,2810.828233,-6542.889258,-794.0422272,4435.234738,1.043562985,1.001153119
Gelochelidon nilotica,Common Gull-billed Tern,Laridae,CHARADRIIFORMES,Long-distance migrant,Unclassified,waterbirds,Rare,Article12,1980,2017,2014,2017,18009,1489.552245,-15708.25945,2067.139025,-20119.5279,-15617.09205,-12032.69334,5.054902758,1.044766563
Ardea alba,Great White Egret,Ardeidae,PELECANIFORMES,Partial migrant within Europe,Inland wetlands,waterbirds,Rare,Article12,1980,2017,2014,2017,19113,596.8164894,-19174.45926,1334.395264,-21883.48936,-19136.44498,-16687.15248,6.295655102,1.050983023
Catharacta skua,Great Skua,Stercorariidae,CHARADRIIFORMES,Short-distance migrant,Marine,landbirds,Rare,Article12,1980,2017,2006,2010,19297,390.3164697,-20055.74877,877.6133638,-21794.0224,-20048.61112,-18389.10389,3.900092989,1.03746869
Podiceps nigricollis,Black-necked Grebe,Podicipedidae,PODICIPEDIFORMES,Short-distance migrant,Inland wetlands,waterbirds,Rare,Article12,1980,2017,2014,2017,19568,906.9868155,3854.308377,1716.59808,535.9620854,3818.631781,7214.595578,0.835922327,0.99516794
Podiceps grisegena,Red-necked Grebe,Podicipedidae,PODICIPEDIFORMES,Short-distance migrant,Inland wetlands,waterbirds,Rare,Article12,1980,2017,2014,2017,19626,875.7832275,1491.005307,1418.308226,-1336.054613,1506.071945,4232.857568,0.92871952,0.998003388
Charadrius alexandrinus,Kentish Plover,Charadriidae,CHARADRIIFORMES,Partial migrant within Europe,Coastal,shorebirds,Rare,Article12,1980,2017,2014,2017,19874,1185.533945,6491.673575,3933.189405,-1394.251355,6502.171843,14084.60678,0.749734531,0.992245463
Platalea leucorodia,Eurasian Spoonbill,Threskiornithidae,PELECANIFORMES,Short-distance migrant,Coastal,waterbirds,Rare,Article12,1980,2017,2013,2017,20507,693.1916412,-18396.33074,1544.846013,-21628.60918,-18340.12335,-15518.01908,4.218249003,1.039669887
Falco columbarius,Merlin,Falconidae,FALCONIFORMES,Partial migrant within Europe,"Tundra, mires and moorland",landbirds,Rare,Article12,1980,2017,2014,2017,21108,2490.433941,-2757.988949,3720.405259,-10648.13934,-2586.576161,4020.582224,1.130933654,1.003331037
Anas acuta,Northern Pintail,Anatidae,ANSERIFORMES,Short-distance migrant,Unclassified,waterfowl,Rare,Article12,1980,2017,2014,2017,22494,4298.806922,75452.46493,21188.63134,39415.43784,73637.64478,121586.4381,0.219123336,0.959800062
Falco peregrinus,Peregrine Falcon,Falconidae,FALCONIFORMES,Partial migrant within Europe,Unclassified,landbirds,Rare,Article12,1980,2017,2014,2017,24422,354.9626668,-15541.59444,450.5844265,-16430.577,-15539.64865,-14678.5742,2.500439876,1.025078679
Apus unicolor,Plain Swift,Apodidae,CAPRIMULGIFORMES,Short-distance migrant,Unclassified,landbirds,Rare,Article12,1980,2017,2006,2017,24496,2793.360999,-563.7010679,4053.89179,-9367.456307,-272.6886596,6563.884295,1.009032434,1.000243053
Spatula querquedula,Garganey,Anatidae,ANSERIFORMES,Long-distance migrant,Unclassified,waterfowl,Rare,Article12,1980,2017,2014,2017,25142,1106.32512,28139.05092,3184.190455,22098.92809,28074.64329,34579.97361,0.466379155,0.979596001
Pelecanus onocrotalus,Great White Pelican,Pelecanidae,PELECANIFORMES,Short-distance migrant,Coastal,waterbirds,Rare,Article12,1980,2017,2014,2017,25539,3223.706771,-19808.76506,5133.662199,-31313.50747,-19252.54884,-11348.9604,3.489840743,1.034356914
Alectoris barbara,Barbary Partridge,Phasianidae,GALLIFORMES,Resident,"mediterranean forest, shrubland and rocky habitats",landbirds,Rare,Article12,1980,2017,2014,2017,25614,2826.966154,-9947.945129,5148.949755,-21477.02815,-9529.53583,-954.6166769,1.561131849,1.012110888
Clanga pomarina,Lesser Spotted Eagle,Accipitridae,ACCIPITRIFORMES,Long-distance migrant,Boreal and temperate forests,landbirds,Rare,Article12,1980,2017,2013,2017,25893,731.0296759,-1129.439741,1257.198546,-3639.176698,-1120.32218,1261.929142,1.04528643,1.001197769
Porzana porzana,Spotted Crake,Rallidae,GRUIFORMES,Long-distance migrant,Inland wetlands,waterbirds,Rare,Article12,1980,2017,2014,2017,25949,1792.784492,6026.221349,3489.977785,-953.8837662,6076.591771,12747.28652,0.807814398,0.994248416
Netta rufina,Red-crested Pochard,Anatidae,ANSERIFORMES,Partial migrant within Europe,Unclassified,waterfowl,Scarce,Article12,1980,2017,2014,2017,26370,345.7125562,-10970.7001,405.5081761,-11769.93963,-10971.48344,-10171.03199,1.672072857,1.013990589
Hydrocoloeus minutus,Little Gull,Laridae,CHARADRIIFORMES,Short-distance migrant,Inland wetlands,waterbirds,Scarce,Article12,1980,2017,2014,2017,27714,1180.154039,-11527.17702,1507.203316,-14562.75699,-11484.32466,-8684.258783,1.665921106,1.013889581
Chlidonias niger,Black Tern,Laridae,CHARADRIIFORMES,Long-distance migrant,Inland wetlands,waterbirds,Scarce,Article12,1980,2017,2014,2017,28612,1068.073729,7751.796974,2063.610624,3731.294813,7734.682168,11857.7209,0.786882303,0.99354319
Pinicola enucleator,Pine Grosbeak,Fringillidae,PASSERIFORMES,Partial migrant within Europe,Boreal and temperate forests,landbirds,Scarce,Article12,1980,2017,2014,2017,29659,4494.528308,57721.68525,14573.11151,32142.98287,56708.04622,88785.41055,0.330871412,0.970549784
Ardea purpurea,Purple Heron,Ardeidae,PELECANIFORMES,Long-distance migrant,Inland wetlands,waterbirds,Scarce,Article12,1980,2017,2014,2017,29960,629.1732993,-11093.96105,789.6076977,-12641.68023,-11089.35879,-9568.521175,1.555601657,1.01201382
Bubo bubo,Eurasian Eagle-owl,Strigidae,STRIGIFORMES,Resident,Boreal and temperate forests,landbirds,Scarce,Article12,1980,2017,2014,2017,30700,1066.293249,-11662.7801,2142.14559,-16107.72838,-11594.72692,-7631.219464,1.573807417,1.012332118
Botaurus stellaris,Eurasian Bittern,Ardeidae,PELECANIFORMES,Partial migrant within Europe,Inland wetlands,waterbirds,Scarce,Article12,1980,2017,2014,2017,30826,642.3910993,-12001.15037,944.1647832,-13884.19103,-11995.59642,-10172.04183,1.604964483,1.012868628
Tringa erythropus,Spotted Redshank,Scolopacidae,CHARADRIIFORMES,Short-distance migrant,"Tundra, mires and moorland",shorebirds,Scarce,PECBMS,1998,2017,2014,2017,30913,0,37091.68429,10771.8906,16181.18403,36946.19814,58576.82445,0.447030965,0.95851015
Lymnocryptes minimus,Jack Snipe,Scolopacidae,CHARADRIIFORMES,Short-distance migrant,"Tundra, mires and moorland",shorebirds,Scarce,Article12,1980,2017,2014,2017,31042,12783.42177,-8034.40112,22260.10187,-63473.29719,-3992.610604,24386.45152,1.131280927,1.003339362
