title,type,creator,year
"Bord, plat model, behorend bij een servies met geslingerd lintmotief met bladertakken, bloemboeketten en gestrooide bloemtakken",bord (vaatwerk),"Amstel, Porceleinfabriek aan den",1780
"Bak of schaal, rond, en houten steel, behorend bij een servies met geslingerd lintmotief met bladertakken, bloemboeketten en gestrooide bloemtakken",bak,Manufactuur Oud-Loosdrecht,1780
"Bord, diep model, behorend bij een servies met geslingerd lintmotief met bladertakken, bloemboeketten en gestrooide bloemtakken",bord (vaatwerk),Manufactuur Oud-Loosdrecht,1780
Porseleinkast,porseleinkast,anonymous,1770
Klaptafel,klaptafel,anonymous,1785
"Koe, wit geglazuurd.",decoratief object,anonymous,1725
Veer horend bij een inktstel met wapen Batavia,veer,niet van toepassing,1725
Hangslot met sleutel,hangslot,anonymous,1600
"Presenteerblad van zilver, rond, langs de rand afgezet met een zware kabelrand. Op het plat een ruitvormig wapenschild tussen blad- en cartouchemotieven. Korte, ronde voet.",presenteerblad,"Denny, William",1697
Botervloot op onderschotel,botervloot,anonymous,1740
Servet op het ontzet van Grave door stadhouder Willem III,servet,anonymous,1674
Sprei met chinoiserieën,sprei,anonymous,1700
Bokaal met het opschrift: Syt eens gesint,bokaal,anonymous,1675
Kelkglas met een galopperend paard,kelkglas,anonymous,1722
"Trommel, rond, met geprofileerde randen",trommel (houder),"Bonebakker en Zoon, Fa. As.",1861
Strook kantborduurwerk met voluutranken uit bloembodem en bladrozet,strook,anonymous,1740
Armstoel bekleed met tapisserie met bloemboeketten,zitmeubel,"Gourdin, I.",1750
Servet met het familiewapen Van der Dussen,servet,Firma J. Maas,1870
Hoekétagère,meubilair,anonymous,1700
Servet met een bloempatroon,servet,anonymous,1700
Servet van pellendamast,servet,NA,1675
Servet met een bloemboeket,servet,anonymous,1700
Tafellaken met een bloempatroon,tafellaken,anonymous,1800
Armstoel van notenhout met overhoeks geplaatste S-vormige poten en met rug en zitting van riet. Snijwerk van bloemen en bladeren. Met los kussen. Serie van acht stuks.,meubilair,anonymous,1750
Sgabello van notenhout versierd met intarsia,meubilair,anonymous,1490
Interieuronderdeel,paneel,anonymous,1700
Betimmering van wit met goud beschilderd eikenhout,interieuronderdeel,anonymous,1700
Altaarkruis op standaard,kruisbeeld,anonymous,1150
"Hekdeur, versierd met hartvormige samengestelde voluten en rozetten. Bekroning met geprofileerde knop met spits en S-voluten. Uit verz. Mannheimer.",hekdeur,NA,1600
Schild van een elandgewei,schild,anonymous,1000
"Bord van verguld zilver, met palmetrand. Op het plat het gegraveerde wapen Potemkin.",bord (vaatwerk),anonymous,1809
Oorhanger met lam op het boek met zeven zegels,oorversiering,anonymous,1580
"Kan, geslepen in twaalf verticale facetten",kan,anonymous,1350
"Snuifdoos van goud, in de vorm van een ton",snuifdoos,"Barrièrre, Jean Joseph",1768
Reliekschrijn met zadeldak en opgelegde figuren,reliquiarium,anonymous,1200
Millefleurs met dieren (fragment),wandtapijt,anonymous,1525
Wandbespanning van lampas met tortelduivenpatroon,wandbespanning,"Lasalle, Philippe de",1770
"Theepot, beschilderd met een Imari-decor",eet- en drinkgerei,Meissener Porzellan Manufaktur,1730
Dinerbord,eet- en drinkgerei,Meissener Porzellan Manufaktur,1735
Vaas,vaas,Meissener Porzellan Manufaktur,1735
Suikerpot,suikerpot,Meissener Porzellan Manufaktur,1725
"Kop, veelkleurig beschilderd met chinoiserieën en enkele dieren",kop,Meissener Porzellan Manufaktur,1725
Kop met het wapen van de familie Micheli,eet- en drinkgerei,Meissener Porzellan Manufaktur,1735
"Rond bord, veelkleurig beschilderd met een Kakiemon-decor",eet- en drinkgerei,Meissener Porzellan Manufaktur,1740
"Schotel, veelkleurig beschilderd met een Kakiemon-decor",eet- en drinkgerei,Meissener Porzellan Manufaktur,1740
"Soepbord, veelkleurig beschilderd met een Kakiemon-decor",eet- en drinkgerei,Meissener Porzellan Manufaktur,1740
"Bord, veelkleurig beschilderd met Deutsche Blumen, insekten en vruchten",eet- en drinkgerei,Meissener Porzellan Manufaktur,1750
"Bord, veelkleurig beschilderd met Deutsche Blumen, insekten en vruchten",eet- en drinkgerei,Meissener Porzellan Manufaktur,1750
"Zoutvat, veelkleurig beschilderd met Deutsche Blumen, insekten en vruchten",eet- en drinkgerei,Meissener Porzellan Manufaktur,1750
"Schotel, veelkleurig beschilderd met Deutsche Blumen, insekten en vruchten",eet- en drinkgerei,Meissener Porzellan Manufaktur,1750
Pagode,figuur,Meissener Porzellan Manufaktur,1715
Theepot (théière Calabre),theepot,"Sèvres, Manufacture de",1775
Oosters tapijt,Oosters tapijt,Ersari volk,1800
Onderdeel van Maria met kind,beeldhouwwerk,"Lacomblé, Eugène",1800
Onderdeel van Twee putti,beeldhouwwerk,"Lacomblé, Eugène",1800
"Pet, Baskisch model, van donkerbruine wol met kwast",poppenkleding,anonymous,1880
Zilveren plaquette met voorstelling van Minerva en de Muzen,plaquette,"Vianen, Paulus Willemsz. van",1604
"Tafellaken met Lodewijk XV, koning van Frankrijk, en Maria Lesczinska",tafellaken,anonymous,1725
Wandbespanning van geel zijden damasten met symmetrisch patroon van twee opgaande golvende ranken met onder andere pioenvormige bloemen,wandbespanning,anonymous,1700
Wandarm met S-vormig geslingerde arm van gedreven acanthusblad; tulpvormige vetvanger,wandarm,"Bruyn van Berendrecht, Michiel de",1653
"Wijwateremmer, rond",wijwateremmer,anonymous,1500
Veld van achtenveertig tegels met dieren en jagers,tegel,anonymous,1630
Veld van zestien pompadourtegels met bloempotten,tegelveld,anonymous,1610
Veld van vier tegels met druiventrossen,tegel,anonymous,1600
Veld van vier tegels met bloemen,tegel,anonymous,1640
Veld van zestien tegels met bloemen en insecten,tegel,anonymous,1635
"Tegel met portret Willem II, Prins van Oranje",tegel,anonymous,1650
"Schaal van zilver, met geplooide, gelobde rand, geheel bewerkt met bloemen en rocailles.",schaal,Tiffany & Co.,1906
Tegeltableau met pauw,tegel,anonymous,1750
"Meisjesfiguur, ongedecoreerd",decoratief object,anonymous,1755
Vaas beschilderd met twee vrouwen in een tuin en een vrouw met een hoorn van overvloed,vaas,Het Jonge Moriaanshooft,1685
Deksel met sterren en decoratieve banden,deksel,Kaiserliche Porzellanmanufaktur,1791
"Stoel van beukenhout met gecanneleerde poten en met snijwerk, bekleed met blauwgroen laken met op de rug een geborduurd wapenschild met Hollandse leeuw, kroon en spreuk",meubilair,"Struys, Adam",1773
Schaal met een boeket en bloemtakken,servies,Kaiserliche Porzellanmanufaktur,1800
Bord met een boeket en bloemtakken,servies,Kaiserliche Porzellanmanufaktur,1800
Fragment van guirlande,beeldhouwwerk,"Shee, Michiel Emanuel",1730
Servet met de Kindermoord te Bethlehem en de Vlucht naar Egypte,servet,"Jansz. Damast, Quirijn",1600
Mutsenslip van Brusselse kloskant,dameskleding,anonymous,1735
Val van witte taf afgezet met blauw passement,val,anonymous,1700
Manchet van gemengde kant met hartvormige bladeren afgewisseld door trossen van rozen of bessen,dameskleding,anonymous,1875
"Strook, accoladevormig geschulpt, van crème-witte satijn, kleurig geborduurd met een rozet en slingerende rank",textiel,NA,1750
Stoel met overhoeks geplaatste S-vormige poten op bokshoeven,meubilair,anonymous,1740
Foedraal voor wandelstokknop,foedraal,"Neau, Zacharie",1751
Stertegel met een haas en schrift,stertegel,anonymous,1250
Triomf van de faam over de dood,wandtapijt,anonymous,1510
Borstbeeld van prinses Mary Stuart II,buste,De Grieksche A,1680
Theekop,kop,Manufactuur Oud-Loosdrecht,1774
Dekselkop (crèmepot) met gestileerde bloemranken,servies,anonymous,1800
Bord met boeketten en strooibloemen,servies,"Denuelle, Fabriek Dominique",1839
Deksel van een schaal met boeketten en strooibloemen,servies,"Denuelle, Fabriek Dominique",1839
Servies met boeketten en strooibloemen,servies,"Denuelle, Fabriek Dominique",1839
"Kelkglas, trechtervormig met onversierde cilindervormige stam en ronde voet",kelkglas,anonymous,1800
Mutsenslip (barbe) van Mechelse kant,dameskleding,anonymous,1750
Servet met ananas en diagonale ranken,servet,anonymous,1825
"Fles van olie en azijnstel met vier flessen, met het familiewapen Clifford",olie- en azijnstel,"Diemont, Fa.",1806
Japon van drie lagen crêpe georgette,dameskleding,anonymous,1916
Deksel van terrine,deksel,"Ludwigsburg, Porseleinfabriek",1760
Halsketting van zilver met stras,sieraad,anonymous,1770
Miskelk op zeslobbige voet met engelenhoofden,miskelk,"Warenberg, Christiaan",1719
Kleed van haakwerk met reticella-achtige wielmotieven,kleed,anonymous,1900
Kind met hondje naast een bijenkorf,beeldhouwwerk,"Shee, Michiel Emanuel",1725
Sjaal van nachtblauwe wol aan beide uiteinden voorzien van een rij veelkleurige palmmotieven en franje van geknoopte kettingdraden,sjaal,anonymous,1775
Fragment zijden brokaatweefsel met een patroon van pastelkleurige bloemen op gestreepte grond,zijdebrokaat,NA,1600
Tafellaken van linnendamast met bloempatroon en monogram Van Voorst Van Beest,tafellaken,anonymous,1700
Servet met de verovering van Timisoara en Belgrado door Eugenius van Savoye,servet,anonymous,1717
Ring met dame met de eenhoorn,sieraad,anonymous,1550
"Kop, beschilderd met bloemtakken",kop,Manufactuur Oud-Loosdrecht,1778
"Kop, veelkleurig beschilderd met een landschap met figuren",eet- en drinkgerei,Meissener Porzellan Manufaktur,1777
Vaas met alliantiewapen en het interieur van de Nederlands Hervormde Kerk te Wassenaar,vaas,"Rozenburg, N.V. Haagsche Plateelfabriek",1896
Kop met vogels in een landschap,servies,Ansbach,1765
"Tafel met zeshoekig blad en onderbouw, op S-vormige poten, versierd met bloem- en bladmotieven",meubilair,NA,1850
Strook naaldkant met gestrikt boeket en sneeuwballen,strook,anonymous,1870
Lint van effen goudbrokaat,kleding,anonymous,1920
Staal bespanningsstof,bespanningsstof,"Ramaer & Co., W.G.J.",1909
"Onderdelen behorend bij hemelbed behangen met rode wollen stof, met passementen en franjes",meubilair,anonymous,1775
"Voet, behorende bij een bloembak, met gemarmerde matte grijsgroene glazuur en vergulde ornamenten",voet,anonymous,1900
"Tas in een plat, rechthoekig model, geheel van geslepen blauwe, goud- en zilverkleurige kralen in geometrisch patroon, met koperkleurige beugel in reliëf",beugeltas,anonymous,1900
"Gordel, versierd met renaissance-ornament in reliëf",gordel,anonymous,1550
Monnikbeker,beker,anonymous,1600
Kop met verticale banden,theeservies,Porzellanmanufaktur Frankenthal,1765
"Terrine met deksel en handvat, veelkleurig beschilderd met een Kakiemon-decor",eet- en drinkgerei,Meissener Porzellan Manufaktur,1740
Deksel van kan met de 'drie vrienden van de winter',vaatwerk,anonymous,1700
"Kop met heggen, bamboe, prunus en hoo-vogel",kop,anonymous,1670
Servet met prae-bizar patroon van gestileerde bloem- en bladranken,servet,NA,1685
Gesp met esdoorntak,sieraad,Williams Ltd.,1902
Waaierblad van zwarte kloskant met drie grote bloemtakken,waaierblad,anonymous,1850
Theepot met deksel,theepot,"Rozenburg, N.V. Haagsche Plateelfabriek",1903
Vitrinekast van grenenhout versierd met lakwerk,meubilair,anonymous,1800
Kop met verschillende personen in een landschap,kop,anonymous,1850
Schotel met een gotische boogdecoratie,servies,Perche,1800
Katoenen proeflap batik,proeflap,"Dijsselhof, Gerrit Willem",1890
Avondmaalsschotel,liturgisch vaatwerk,"Wor, Dirk",1736
Lepel met gegraveerde tekst op onderzijde bak.,lepel,"Giffen, Hendrik Willem van",1810
Kinderstoel met gebogen poten en rugstijlen en een zitraam bespannen met matwerk,meubilair,Gebrüder Thonet,1850
Kelkdoek of velum van linnen met rondom een rand kantborduurwerk en een rand kloskant,kelkdoek,anonymous,1600
Strook kloskant met bloemstengel met drie aaneengeschakelde bloemen,strook,anonymous,1700
Kindermitaine van gehaakte kant,kinderkleding,anonymous,1800
"Kraag, geschulpt, met plumetis borduurwerk en ajourwerk",dameskleding,anonymous,1850
Lucretia,beeldhouwwerk,"Xavery, Jan Baptist",1734
Servies met een mensen in een landschap,servies,Kaiserliche Porzellanmanufaktur,1765
Vaas met takken wilde wingerd met blauwzwarte bessen,vaas,Legras & Cie.,1900
Schemerlamp,verlichting,"Nieuwenhuis, Theo",1900
Patroontekening voor damasten tafellaken voor de Provinciale Staten van Zeeland,patroontekening,"Gelder, Dirk van",1960
Patroontekening voor een damasten tafellaken met dessin van margrieten en het wapen van Vlaardingen,patroontekening,"Sluys, Cornelis van der",1913
Wandbespanning,wandbespanning,"Lebeau, Chris",1911
Linnen damasten tafellaken met in het midden het embleem van de Koninklijke Beetwortelzaadcultuur Kuhn & Co. Naarden,tafellaken,"Lebeau, Chris",1888
Tafellaken met de wapens Christiaan IV van Denemarken en vissen en schaaldieren en havengezicht,tafellaken,"Lammertijn, Passchier",1600
Beeldhouwwerkmodel,meubilair,anonymous,1800
Tafellaken met patroon van diverse vruchten,tafellaken,anonymous,1800
Kous van ajour gebreid wit katoen met brede boord,kinderkleding,anonymous,1900
Pot met tekst Oost West Thuis Best,pot,"Brouwer, Willem C.",1899
Meubilair,meubilair,"Jansen & Zonen, H.F.",1905
Manchet van een robe à l'Anglaise van blauwe zijde met ruit- en bloemmotief,dameskleding,anonymous,1760
Kraag van naaldkant met omkrullende ranken waaraan enkele bloemen en een boogjesrand met driedelige boogjes,dameskleding,anonymous,1890
Meisjesjurk bestaande uit een lijf en een rok,kleding,anonymous,1875
Servet van linnendamast met een bloempatroon,servet,anonymous,1740
Vingerdoek van katoenen damast met rozenpatroon en afgezet met rode rand,vingerdoek,NA,1900
Japon van korenblauwe satijn,dameskleding,anonymous,1945
Rijglaars van bruin leer,kleding,Bally,1910
"Hoedenstandaard van gedraaid beukenhout, op een ronde voet staat een bewerkte stam waarop een ronde, met roze fluweel beklede steun zit",kleding,Stockman,1875
"Rok van lichtblauwe satijn, doorgestikt in ruiten en met lijnen binnen een patroon van bladeren en bloemen",dameskleding,anonymous,1750
Zomerjapon van witte batist met Zwitsers borduurwerk en een bijpassende onderjurk,dameskleding,anonymous,1916
"Hoed van stro met bruine, lila, blauw-groene en zwarte pleureuses, struisveren",dameskleding,anonymous,1905
Vaas met bloemdecor in blauw tegen witte grond op donkerbruine scherf,vaas,"Nieuwenhuis, Theo",1920
"Hengselmand van zilver, ovaal, met binnenbak van glas. Rechtwandige mand op vier poten, met gegoten versiering van bladeren en vruchten.",mand,anonymous,1920
Hoedenstandaard bekleed met cretonne,hoedenstandaard,anonymous,1900
Lint van moiré zijde dat over de lengte is verdeeld in een blauwe en een witte baan,lint,anonymous,1900
Ovale boordeknoop van niellozilver versierd met zeven sterren,herenkleding,anonymous,1900
"Sector van een parasoldek van donkerblauwe katoen, versierd met borduurwerk",parasoldek,"Schnitzler, Gustav",1885
Parasolknop of parapluknop van hout; de afgeplatte knop is versierd met geschilderde bloemen,handvat,"Schnitzler, Gustav",1920
"Strook witte etskant, getand en voorzien van picots, op karton",strook,"Schnitzler, Gustav",1925
"Parasol met dek witte katoen bedrukt met roze en blauwe vogeltjes, op een bamboe stok met gebogen handvat",parasol,"Schnitzler, Gustav",1930
Hout waarop een zwart lint van zijden tule,passement,"Schnitzler, Gustav",1900
Lint van crèmekleurig gaas van 15 meter,passement,"Schnitzler, Gustav",1900
"Lint op rol, gestreept, rood met beige, zwart, lila en oranje",lint,"Schnitzler, Gustav",1926
Rol met wit lint met één gerafelde zijde en drie blauwe horizontale strepen,lint,"Schnitzler, Gustav",1930
Rol met wit satijnlint met één gerafelde zijde,lint,"Schnitzler, Gustav",1935
Strook bruine naaldkant bestaande uit twee aan elkaar genaaide stroken met een keizerskroonachtige bloem tussen acanthusbladeren,strook,anonymous,1872
Kom met een grote vogel,kom,anonymous,900
"Servet met de verovering van Neuhäusel, Gran, Buda en Pest door Leopold I, keizer van Duitsland",servet,anonymous,1686
Stel manchetknopen,sieraad,anonymous,1824
Sloop van naald- en kloskant en borduurwerk,beddengoed,NA,1600
"Schotel, beschilderd met het Krokus-decor",eet- en drinkgerei,Meissener Porzellan Manufaktur,1896
Nachtjak van wit batist met kantranden aan de mouwen en de sluiting,kleding,"Glas, G.",1888
"Bidkleed met bovendwarspaneel, LADIK",Oosters tapijt,NA,1800
"Medaillonkleed, KAZAK",Oosters tapijt,NA,1800
Oosters tapijt,Oosters tapijt,anonymous,1800
Tegel met mand met  bloemen op console en uitgespaarde engelenkopjes in de hoeken.,tegel,anonymous,1720
"Muts van linnen glasbatist, de onversierde bol is afgezet met een strook linnen batist, dat langs het voorhoofd geplooid is",streekdracht,anonymous,1800
Kraag van batist met witwerk halfcirkelvormig model dat nog uit het rechthoekige stuk batist geknipt moet worden,dameskleding,anonymous,1860
Manchet van naaldkant met een v-vormig model,dameskleding,anonymous,1900
Handschoen van wit zeemleer,kleding,anonymous,1920
Trektafel met extra bladen onder het tafelblad,meubilair,"Berlage, Hendrik Petrus",1902
Strook geborduurd linnen met open naaldkantsteken afkomstig van een beddenlaken en samengesteld uit verschillende stroken,strook,anonymous,1600
Sits met een patroon van bloeiende twijgen,textiel,NA,1750
"Jasje of kiel in matrozendracht van blauw satinet met rode soutache, waartussen een rode geborduurde rand in rood, langs de hals afgezet met kant",kinderkleding,anonymous,1885
Chemisette van tule met gerimpeld aangezette kraag van Valenciennes-kant en vier koperen knopen,dameskleding,anonymous,1840
Fragmentarisch bord,bord (vaatwerk),anonymous,1650
"Soepbord, beschilderd met het Flügelmuster-decor",eet- en drinkgerei,Meissener Porzellan Manufaktur,1901
Jas of rok van grijsblauwe genopte ripszijde,herenkleding,anonymous,1775
Kom met bloemranken en stippen in blauw en zwart,kom,anonymous,1300
Bonnet-coiffure of kraamvrouwenmuts van kant met blauw lint,dameskleding,anonymous,1800
"Melkkan, behorende bij een theeservies van chromolith steengoed, versierd in blauw en geelbruin",melkkan,Villeroy & Boch Keramische Werke K.G.,1911
Spoelkom met decoratie van trofeeën aan gestrikte linten,spoelkom,Koninklijke Porseleinfabriek Dommer & Co.,1809
Tafellaken van linnendamast met een wapen,tafellaken,anonymous,1700
"Pellenpatroon, z.g. ""fijne molenwiek"". Merk: CH 42.",servet,anonymous,1600
