Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
Jamall 'Pretty Boy' Emmers,Jamall Emmers,Pretty Boy,5.1,145.0,Orthodox,21,8,0,False,2.0,0.25,44.25,1.12,0.25,139.38,0.53,0.42,0.74,0.84,0.5,0.54,0.73,0.12,0.38,Featherweight,Male,Striker
Josh 'CC0' Emmett,Josh Emmett,CC0,5.6,145.0,Orthodox,19,5,0,False,2.75,0.5,56.69,0.94,0.12,63.19,0.35,0.27,0.55,0.78,0.3,0.17,0.32,0.06,0.06,Featherweight,Male,Hybrid
Oliver 'No Nickname' Enkamp,Oliver Enkamp,No Nickname,6.0,170.0,Switch,7,2,0,False,2.0,0.0,32.0,1.0,0.0,35.5,0.45,0.24,0.79,0.64,0.38,0.86,0.0,0.0,0.0,Welterweight,Male,Hybrid
Ian 'Enty' Entwistle,Ian Entwistle,Enty,5.5,135.0,Orthodox,9,3,0,False,1.0,0.0,17.67,0.33,1.0,11.0,0.04,0.0,0.33,0.0,0.0,0.33,0.0,2.33,0.0,Bantamweight,Male,No Clear Style
Andy 'Tank Mode' Enz,Andy Enz,Tank Mode,6.3,185.0,Orthodox,10,4,0,False,2.33,0.0,37.33,0.0,0.0,0.0,0.17,0.14,0.44,0.49,0.18,0.22,0.0,0.0,0.0,Middleweight,Male,No Clear Style
Steve 'Astroboy' Erceg,Steve Erceg,Astroboy,5.8,125.0,Orthodox,13,4,0,False,3.14,0.0,57.86,0.86,0.29,114.57,0.44,0.37,0.62,0.8,0.4,0.73,0.55,0.43,0.29,Bantamweight,Male,Striker
Konstantin 'No Nickname' Erokhin,Konstantin Erokhin,No Nickname,5.11,230.0,Orthodox,9,3,0,False,3.0,0.0,16.0,0.0,0.0,5.0,0.38,0.32,0.84,0.5,0.34,0.69,0.0,0.0,0.0,Heavyweight,Male,Hybrid
Julian 'Juicy J' Erosa,Julian Erosa,Juicy J,6.1,145.0,Southpaw,31,13,0,False,2.0,0.24,48.88,0.76,0.35,76.35,0.49,0.39,0.69,0.8,0.47,0.46,0.41,0.41,0.0,Featherweight,Male,Striker
Jarno 'No Nickname' Errens,Jarno Errens,No Nickname,5.11,145.0,Orthodox,14,6,1,False,2.5,0.5,40.25,0.0,0.25,30.75,0.37,0.28,0.69,0.46,0.37,0.33,0.0,0.25,0.0,Featherweight,Male,Hybrid
Ivan 'No Nickname' Erslan,Ivan Erslan,No Nickname,6.2,205.0,Orthodox,14,5,0,False,2.33,0.0,28.33,0.33,0.0,141.67,0.54,0.5,0.59,1.0,0.54,0.28,0.17,0.0,0.33,Light Heavyweight,Male,Hybrid
Cole 'Apache Kid' Escovedo,Cole Escovedo,Apache Kid,5.7,135.0,Orthodox,17,9,0,False,2.67,0.0,33.0,2.67,0.0,55.67,0.47,0.27,0.83,0.71,0.45,0.34,0.17,0.0,0.0,Bantamweight,Male,Hybrid
Efrain 'Hecho En Mexico' Escudero,Efrain Escudero,Hecho En Mexico,5.9,155.0,Orthodox,28,12,0,False,2.67,0.42,38.5,1.08,0.83,167.42,0.48,0.32,0.55,0.74,0.4,0.57,0.42,0.67,0.08,Lightweight,Male,Wrestler
Carla 'Cookie Monster' Esparza,Carla Esparza,Cookie Monster,5.1,115.0,Orthodox,20,8,0,False,2.94,0.0,42.5,2.69,0.19,238.0,0.43,0.36,0.63,0.47,0.29,0.52,0.55,0.25,0.31,Women's Strawweight,Female,Wrestler
Juan 'El Guapo' Espino,Juan Espino,El Guapo,6.3,255.0,Orthodox,11,2,0,False,1.67,0.0,14.67,3.67,1.0,177.0,0.69,0.69,1.0,0.22,0.23,0.67,0.91,1.0,0.0,Heavyweight,Male,Wrestler
Jordan 'The Gamer' Espinosa,Jordan Espinosa,The Gamer,5.6,125.0,Orthodox,15,9,0,False,2.33,0.0,39.5,0.5,0.33,30.83,0.49,0.37,0.56,0.72,0.45,0.41,0.24,0.0,0.0,Flyweight,Male,Hybrid
Jodie 'No Nickname' Esquibel,Jodie Esquibel,No Nickname,5.1,115.0,Orthodox,6,6,0,False,3.0,0.0,61.5,0.75,0.0,94.25,0.33,0.28,0.53,0.38,0.31,0.61,0.42,0.0,0.0,Women's Strawweight,Female,Hybrid
Rafael 'Macapa' Estevam,Rafael Estevam,Macapa,5.8,125.0,Orthodox,14,0,0,False,3.0,0.0,38.67,5.33,0.0,589.0,0.41,0.37,0.45,0.56,0.37,0.87,0.72,0.33,0.0,Flyweight,Male,Wrestler
Terry 'No Nickname' Etim,Terry Etim,No Nickname,6.1,155.0,Orthodox,16,5,0,False,2.27,0.27,25.55,0.64,0.91,32.18,0.43,0.29,0.54,0.86,0.41,0.6,0.07,0.91,0.09,Lightweight,Male,Hybrid
Fred 'No Nickname' Ettish,Fred Ettish,No Nickname,6.0,180.0,Southpaw,1,1,0,False,1.0,0.0,4.0,0.0,0.0,114.9,0.57,0.0,0.5,1.0,0.57,0.0,0.0,0.0,0.0,Open Weight,Male,Hybrid
Sijara 'SarJ' Eubanks,Sijara Eubanks,SarJ,5.4,125.0,Orthodox,8,7,0,False,2.8,0.2,58.7,1.1,0.0,282.2,0.43,0.4,0.6,0.65,0.38,0.59,0.7,0.3,0.2,Women's Flyweight,Female,Striker
Rashad 'Suga' Evans,Rashad Evans,Suga,6.0,205.0,Orthodox,19,8,1,False,2.7,0.26,28.09,2.09,0.0,210.22,0.38,0.34,0.69,0.4,0.28,0.56,0.33,0.0,0.04,Light Heavyweight,Male,Hybrid
Doug 'No Nickname' Evans,Doug Evans,No Nickname,5.9,155.0,Orthodox,13,10,0,False,2.5,0.0,21.0,2.5,0.5,112.0,0.36,0.26,0.9,0.9,0.26,0.7,0.2,0.5,0.5,Lightweight,Male,Wrestler
Ashlee 'Rebel Girl' Evans-Smith,Ashlee Evans-Smith,Rebel Girl,5.8,135.0,Orthodox,6,6,0,False,2.56,0.11,62.67,1.89,0.11,90.0,0.38,0.26,0.65,0.74,0.23,0.71,0.46,0.0,0.0,Women's Bantamweight,Female,Hybrid
Dan 'The Viking' Evensen,Dan Evensen,The Viking,6.3,250.0,Orthodox,11,4,0,False,1.0,0.0,1.0,0.0,1.0,19.0,0.11,0.0,0.34,0.0,0.0,0.5,0.0,1.0,0.0,Heavyweight,Male,No Clear Style
Tonya 'Triple Threat' Evinger,Tonya Evinger,Triple Threat,5.7,135.0,Orthodox,19,8,0,False,2.33,0.0,30.33,0.67,0.0,152.0,0.49,0.27,0.8,0.4,0.38,0.81,0.33,0.0,0.0,Women's Bantamweight,Female,Hybrid
Movsar 'No Nickname' Evloev,Movsar Evloev,No Nickname,5.7,145.0,Orthodox,19,0,0,False,3.0,0.0,54.67,2.67,0.56,354.67,0.48,0.44,0.85,0.8,0.39,0.61,0.72,0.22,0.11,Featherweight,Male,Striker
Andre 'Mr. Highlight' Ewell,Andre Ewell,Mr. Highlight,5.8,145.0,Southpaw,17,9,0,False,2.89,0.11,60.11,0.56,0.22,30.78,0.38,0.29,0.62,0.74,0.39,0.34,0.06,0.11,0.0,Catch Weight,Male,Hybrid
Jessica 'Evil' Eye,Jessica Eye,Evil,5.6,125.0,Orthodox,15,11,0,False,3.0,0.0,63.69,0.69,0.25,118.69,0.39,0.3,0.61,0.79,0.36,0.51,0.41,0.44,0.0,Women's Flyweight,Female,Striker
Urijah 'The California Kid' Faber,Urijah Faber,The California Kid,5.6,135.0,Orthodox,35,11,0,False,3.0,0.28,42.78,1.44,0.5,154.5,0.46,0.42,0.64,0.73,0.37,0.6,0.51,0.5,0.11,Bantamweight,Male,Striker
Melinda 'No Nickname' Fabian,Melinda Fabian,No Nickname,5.6,125.0,Orthodox,4,4,2,False,3.0,0.5,60.5,0.0,0.0,13.5,0.41,0.33,0.68,0.9,0.39,0.52,0.0,0.0,0.0,Women's Flyweight,Female,Hybrid
Bartosz 'The Butcher' Fabinski,Bartosz Fabinski,The Butcher,6.0,170.0,Orthodox,15,5,0,False,2.0,0.0,14.33,1.83,0.83,401.67,0.57,0.43,0.79,0.5,0.4,0.67,0.25,0.0,0.0,Middleweight,Male,Striker
Ron 'No Nickname' Faircloth,Ron Faircloth,No Nickname,5.9,205.0,Orthodox,33,20,0,False,2.0,0.0,2.0,0.0,0.0,0.0,0.4,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,Light Heavyweight,Male,No Clear Style
Jason 'No Nickname' Fairn,Jason Fairn,No Nickname,6.1,230.0,Orthodox,4,5,0,False,1.0,1.0,9.0,0.0,0.0,40.3,0.75,0.62,1.0,1.0,0.25,1.0,1.0,0.0,0.0,Open Weight,Male,Striker
Zarah 'Infinite' Fairn,Zarah Fairn,Infinite,5.8,135.0,Orthodox,6,6,0,False,2.0,0.0,64.5,0.0,0.0,8.75,0.37,0.34,0.63,0.5,0.36,0.32,0.0,0.0,0.25,Catch Weight,Male,Hybrid
Rinat 'Gladiator' Fakhretdinov,Rinat Fakhretdinov,Gladiator,6.0,170.0,Orthodox,24,1,1,False,2.43,0.14,45.71,1.86,0.0,355.86,0.57,0.51,0.8,0.93,0.54,0.63,0.31,0.14,0.14,Welterweight,Male,Striker
Maiquel 'Big Rig' Falcao,Maiquel Falcao,Big Rig,5.11,185.0,Orthodox,37,10,0,False,3.0,0.0,8.0,2.0,0.0,243.0,0.55,0.49,1.0,0.5,0.41,0.56,0.79,3.0,0.0,Middleweight,Male,Wrestler
Pedro 'Pedrinho' Falcao,Pedro Falcao,Pedrinho,5.6,135.0,Orthodox,16,5,0,False,3.0,0.5,62.5,2.0,0.0,304.0,0.44,0.35,0.68,0.87,0.43,0.64,0.0,0.0,0.0,Bantamweight,Male,Striker
Brodie 'No Nickname' Farber,Brodie Farber,No Nickname,6.1,170.0,Orthodox,16,7,0,False,2.0,0.0,14.0,0.5,0.5,16.5,0.45,0.32,0.38,0.75,0.37,0.68,0.12,0.5,0.0,Catch Weight,Male,Hybrid
Kalindra 'No Nickname' Faria,Kalindra Faria,No Nickname,5.7,125.0,Switch,18,8,1,False,1.67,0.0,12.67,1.33,2.0,115.33,0.43,0.42,0.5,0.33,0.29,0.63,0.59,0.33,0.0,Women's Flyweight,Female,Wrestler
Kelly 'No Nickname' Faszholz,Kelly Faszholz,No Nickname,5.8,135.0,Orthodox,4,2,0,False,3.0,0.0,44.5,2.0,0.0,53.0,0.47,0.39,0.71,0.92,0.45,0.6,0.22,0.0,0.0,Women's Bantamweight,Female,Striker
Paul 'The Irish Dragon' Felder,Paul Felder,The Irish Dragon,5.11,155.0,Orthodox,17,6,0,False,2.87,0.13,47.13,1.53,0.33,102.13,0.46,0.36,0.71,0.86,0.39,0.65,0.52,0.2,0.0,Lightweight,Male,Striker
Carlos 'Boi' Felipe,Carlos Felipe,Boi,6.0,245.0,Orthodox,11,2,0,False,3.0,0.0,73.0,0.6,0.0,42.6,0.45,0.37,0.8,0.72,0.42,0.72,0.14,0.0,0.0,Heavyweight,Male,Hybrid
Feng 'No Nickname' Xiaocan,Feng Xiaocan,No Nickname,5.7,115.0,Southpaw,10,4,0,False,3.0,0.0,48.0,0.0,0.0,65.0,0.47,0.38,0.29,0.94,0.47,0.0,1.0,0.0,1.0,Women's Strawweight,Female,Striker
Kevin 'Kimbo Slice' Ferguson,Kevin Ferguson,Kimbo Slice,6.2,235.0,Orthodox,5,2,0,False,2.5,0.0,35.5,2.0,2.5,206.5,0.32,0.34,0.57,0.0,0.23,0.22,1.0,0.5,0.0,Heavyweight,Male,Wrestler
Tony 'El Cucuy' Ferguson,Tony Ferguson,El Cucuy,5.11,170.0,Orthodox,26,11,0,False,2.46,0.12,56.46,0.67,0.75,20.0,0.45,0.38,0.66,0.76,0.42,0.47,0.46,0.67,0.08,Welterweight,Male,Striker
Josh 'Taz' Ferguson,Josh Ferguson,Taz,5.5,125.0,Orthodox,10,5,0,False,3.0,0.0,27.0,0.5,0.0,265.5,0.44,0.36,0.88,1.0,0.4,0.86,0.5,0.0,0.5,Flyweight,Male,Striker
CJ 'No Nickname' Fernandes,CJ Fernandes,No Nickname,6.2,170.0,Orthodox,14,8,3,False,2.0,0.0,28.0,1.0,0.0,510.0,0.5,0.27,0.94,0.67,0.4,0.68,0.26,0.0,0.0,Welterweight,Male,Striker
Gabriella 'Gabi' Fernandes,Gabriella Fernandes,Gabi,5.6,125.0,Southpaw,11,3,0,False,2.8,0.0,64.6,0.4,0.0,40.4,0.45,0.34,0.8,0.84,0.45,0.54,0.0,0.2,0.0,Women's Flyweight,Female,Hybrid
Kaue 'No Nickname' Fernandes,Kaue Fernandes,No Nickname,5.9,155.0,Orthodox,11,2,0,False,2.0,0.0,13.5,0.75,0.0,53.0,0.56,0.41,0.72,0.92,0.56,0.38,0.32,0.0,0.0,Lightweight,Male,Hybrid
Alexandre 'Cacareco' Ferreira,Alexandre Ferreira,Cacareco,5.7,205.0,Orthodox,18,6,0,False,1.0,0.0,6.0,0.0,0.0,0.0,0.6,0.33,0.6,1.0,0.6,0.6,0.0,0.0,0.0,Light Heavyweight,Male,Hybrid
Cezar 'Mutante' Ferreira,Cezar Ferreira,Mutante,6.1,185.0,Southpaw,13,8,0,False,2.27,0.47,20.6,1.27,0.47,198.0,0.44,0.38,0.48,0.59,0.44,0.38,0.3,0.33,0.0,Middleweight,Male,Hybrid
Diego 'No Nickname' Ferreira,Diego Ferreira,No Nickname,5.9,155.0,Orthodox,19,7,0,False,2.24,0.06,38.12,1.59,0.06,68.41,0.43,0.38,0.56,0.73,0.37,0.55,0.59,0.35,0.29,Lightweight,Male,Striker
Brunno 'The Hulk' Ferreira,Brunno Ferreira,The Hulk,5.1,185.0,Orthodox,14,2,0,False,1.43,0.14,18.14,0.57,0.43,37.14,0.55,0.42,0.53,0.77,0.54,0.41,0.44,0.43,0.14,Middleweight,Male,Striker
Scott 'The Pitbull' Ferrozzo,Scott Ferrozzo,The Pitbull,5.11,323.0,Orthodox,4,2,0,False,1.25,0.0,24.75,1.0,0.5,139.266,0.52,0.44,0.73,0.62,0.39,0.54,0.44,0.5,0.0,Heavyweight,Male,Hybrid
Andre 'No Nickname' Fialho,Andre Fialho,No Nickname,6.0,170.0,Orthodox,16,8,0,False,2.14,0.43,38.0,0.57,0.0,17.86,0.45,0.38,0.71,0.77,0.42,0.63,0.33,0.0,0.0,Welterweight,Male,Hybrid
Drew 'The Master' Fickett,Drew Fickett,The Master,5.1,155.0,Orthodox,42,21,0,False,2.14,0.14,22.14,0.86,1.14,100.86,0.37,0.24,0.6,0.62,0.22,0.72,0.39,1.14,0.14,Welterweight,Male,Wrestler
Scott 'No Nickname' Fiedler,Scott Fiedler,No Nickname,6.4,235.0,Orthodox,0,1,0,False,1.0,0.0,3.0,0.0,0.0,40.3,0.75,0.67,0.0,1.0,1.0,0.0,0.67,0.0,0.0,Open Weight,Male,Striker
Michal 'Mad Dog' Figlak,Michal Figlak,Mad Dog,5.1,155.0,Orthodox,8,2,0,False,3.0,0.0,60.0,0.5,0.0,96.0,0.36,0.26,0.7,0.94,0.36,0.34,0.22,0.0,0.0,Lightweight,Male,Hybrid
Deiveson 'Deus da Guerra' Figueiredo,Deiveson Figueiredo,Deus da Guerra,5.5,135.0,Orthodox,24,5,1,False,2.7,0.2,38.95,1.0,0.85,129.2,0.57,0.48,0.71,0.54,0.52,0.57,0.58,1.1,0.05,Bantamweight,Male,Striker
Francisco 'Sniper' Figueiredo,Francisco Figueiredo,Sniper,5.6,125.0,Southpaw,13,5,1,False,2.0,0.0,22.5,1.75,0.0,170.5,0.72,0.4,0.78,0.88,0.7,0.45,0.33,0.25,0.25,Flyweight,Male,Striker
Edwin 'El Feroz' Figueroa,Edwin Figueroa,El Feroz,5.7,135.0,Orthodox,9,5,0,False,2.67,0.17,39.0,0.5,1.67,139.0,0.41,0.35,0.59,0.54,0.34,0.45,0.58,0.5,0.83,Bantamweight,Male,Wrestler
Jafel 'Pastor' Filho,Jafel Filho,Pastor,5.7,125.0,Orthodox,16,4,0,False,1.8,0.0,13.6,0.8,1.4,165.8,0.41,0.28,0.73,0.41,0.35,0.25,0.33,1.4,0.4,Flyweight,Male,Wrestler
Andre 'Touchy' Fili,Andre Fili,Touchy,5.11,145.0,Orthodox,25,12,0,False,2.32,0.16,40.84,1.08,0.28,101.76,0.37,0.31,0.63,0.64,0.34,0.35,0.3,0.16,0.24,Featherweight,Male,Hybrid
Mirko 'Cro Cop' Filipovic,Mirko Filipovic,Cro Cop,6.2,230.0,Southpaw,35,11,2,False,2.36,0.36,23.18,0.91,0.36,81.55,0.44,0.36,0.82,0.46,0.35,0.58,0.44,0.27,0.0,Heavyweight,Male,Wrestler
Torrez 'The Punisher' Finney,Torrez Finney,The Punisher,5.8,185.0,Orthodox,11,0,0,False,3.0,0.0,4.0,8.0,0.0,796.0,0.5,0.4,0.67,0.0,0.25,0.0,1.0,0.0,0.0,Middleweight,Male,Wrestler
Luigi 'No Nickname' Fioravanti,Luigi Fioravanti,No Nickname,5.8,170.0,Orthodox,26,15,0,False,2.22,0.22,23.78,2.67,0.67,169.33,0.45,0.32,0.71,0.78,0.37,0.55,0.28,0.67,0.11,Catch Weight,Male,Wrestler
Nick 'No Nickname' Fiore,Nick Fiore,No Nickname,5.1,155.0,Orthodox,6,2,0,False,3.0,0.0,42.5,2.5,0.0,160.5,0.46,0.45,0.77,0.75,0.43,0.6,0.93,0.0,0.0,Lightweight,Male,Striker
Manon 'The Beast' Fiorot,Manon Fiorot,The Beast,5.7,125.0,Orthodox,12,2,0,False,3.0,0.11,64.44,0.56,0.11,116.78,0.45,0.37,0.69,0.78,0.42,0.55,0.58,0.0,0.0,Women's Flyweight,Female,Striker
Spencer 'The King' Fisher,Spencer Fisher,The King,5.7,155.0,Southpaw,24,9,0,False,2.47,0.18,38.94,0.53,0.59,89.0,0.46,0.32,0.76,0.81,0.42,0.63,0.52,0.59,0.12,Lightweight,Male,Striker
Chris 'No Nickname' Fishgold,Chris Fishgold,No Nickname,5.8,145.0,Orthodox,18,4,1,False,2.0,0.0,18.25,0.5,0.25,65.75,0.33,0.26,0.64,0.52,0.32,0.42,0.08,0.75,0.25,Featherweight,Male,Hybrid
Jon 'No Nickname' Fitch,Jon Fitch,No Nickname,6.0,170.0,Orthodox,30,7,1,False,2.78,0.17,32.39,3.5,0.89,428.11,0.49,0.41,0.75,0.78,0.38,0.54,0.66,0.78,0.17,Welterweight,Male,Wrestler
Rafael 'Ataman' Fiziev,Rafael Fiziev,Ataman,5.8,155.0,Switch,13,4,0,False,2.73,0.0,58.0,0.91,0.0,55.18,0.58,0.35,0.63,0.86,0.56,0.57,0.36,0.0,0.0,Lightweight,Male,Striker
Colin 'The Freakshow' Fletcher,Colin Fletcher,The Freakshow,6.2,155.0,Orthodox,14,8,0,False,3.0,0.0,39.5,3.0,0.0,55.0,0.34,0.22,0.41,0.57,0.34,0.57,0.34,0.0,0.0,Lightweight,Male,Hybrid
AJ 'The Ghost' Fletcher,AJ Fletcher,The Ghost,5.1,170.0,Switch,10,3,0,False,2.5,0.0,48.75,1.5,0.75,153.0,0.48,0.39,0.46,0.74,0.4,0.56,0.42,0.75,0.75,Welterweight,Male,Wrestler
Nathan 'No Nickname' Fletcher,Nathan Fletcher,No Nickname,5.7,135.0,Orthodox,9,3,0,False,2.0,0.0,13.0,2.0,0.33,148.0,0.57,0.41,0.6,0.8,0.58,0.27,0.32,0.33,0.0,Bantamweight,Male,Striker
Jimmy 'The Brick' Flick,Jimmy Flick,The Brick,5.7,125.0,Orthodox,17,9,0,False,2.0,0.17,36.0,1.17,0.83,129.0,0.47,0.44,0.34,0.67,0.45,0.3,0.17,1.33,0.17,Flyweight,Male,Wrestler
Kenny 'KenFlo' Florian,Kenny Florian,KenFlo,5.1,145.0,Southpaw,14,6,0,False,2.47,0.06,26.76,1.82,0.76,157.76,0.44,0.37,0.7,0.65,0.28,0.55,0.62,0.76,0.06,Featherweight,Male,Wrestler
Darrius 'Beast Mode' Flowers,Darrius Flowers,Beast Mode,5.9,155.0,Orthodox,12,8,1,False,2.33,0.0,31.0,0.67,0.0,44.67,0.49,0.36,0.71,0.76,0.47,0.82,0.33,0.0,0.33,Welterweight,Male,Striker
Caros 'The Future' Fodor,Caros Fodor,The Future,5.9,155.0,Orthodox,11,6,0,False,3.0,0.0,47.0,3.0,0.0,127.0,0.51,0.4,0.6,0.92,0.47,0.62,0.0,0.0,0.0,Lightweight,Male,Striker
Rob 'No Nickname' Font,Rob Font,No Nickname,5.8,135.0,Orthodox,22,9,0,False,2.75,0.4,60.4,0.8,0.35,63.05,0.45,0.41,0.73,0.71,0.43,0.68,0.37,0.3,0.1,Bantamweight,Male,Striker
Jesse 'Kid Hercules' Forbes,Jesse Forbes,Kid Hercules,6.2,185.0,Southpaw,15,5,0,False,1.67,0.0,14.67,0.0,0.33,34.0,0.32,0.26,0.5,0.33,0.29,0.35,0.11,0.33,0.0,Middleweight,Male,No Clear Style
Jussier 'No Nickname' Formiga,Jussier Formiga,No Nickname,5.5,125.0,Orthodox,23,8,0,False,2.38,0.31,22.31,1.25,0.38,197.44,0.39,0.34,0.58,0.61,0.34,0.51,0.45,0.44,0.06,Flyweight,Male,Wrestler
Renee 'No Nickname' Forte,Renee Forte,No Nickname,5.7,155.0,Orthodox,8,4,0,False,2.5,0.0,23.25,0.5,0.0,243.75,0.3,0.22,0.51,0.67,0.24,0.41,0.56,0.0,0.0,Lightweight,Male,Hybrid
Brianna 'The Bull' Fortino,Brianna Fortino,The Bull,5.0,115.0,Southpaw,9,3,0,False,3.0,0.0,28.5,2.0,0.0,277.0,0.44,0.28,0.8,0.68,0.34,0.74,0.4,0.0,0.0,Women's Strawweight,Female,Striker
Marcel 'No Nickname' Fortuna,Marcel Fortuna,No Nickname,6.1,205.0,Orthodox,9,3,0,False,2.33,0.0,42.0,0.33,0.33,23.0,0.48,0.41,0.81,0.58,0.45,0.79,0.0,0.33,0.0,Light Heavyweight,Male,Hybrid
Brian 'The Foster Boy' Foster,Brian Foster,The Foster Boy,5.9,170.0,Orthodox,27,10,0,False,1.6,0.2,13.8,0.8,0.4,81.2,0.39,0.36,0.63,0.53,0.38,0.34,0.53,0.6,0.2,Welterweight,Male,Wrestler
Xavier 'Professor X' Foupa-Pokam,Xavier Foupa-Pokam,Professor X,6.1,185.0,Open Stance,32,22,0,False,2.0,0.0,11.5,0.0,0.0,3.0,0.43,0.12,0.4,0.38,0.2,0.34,0.25,0.0,0.5,Middleweight,Male,No Clear Style
Hermes 'No Nickname' Franca,Hermes Franca,No Nickname,5.6,155.0,Orthodox,24,17,0,False,2.91,0.36,23.45,1.45,2.09,100.0,0.39,0.33,0.63,0.59,0.36,0.49,0.28,2.09,0.45,Lightweight,Male,Wrestler
Glaico 'Nego' Franca Moreira,Glaico Franca Moreira,Nego,6.0,155.0,Orthodox,15,5,0,False,3.0,0.0,52.67,3.0,0.33,243.33,0.5,0.38,0.65,0.54,0.41,0.61,0.74,0.33,0.0,Lightweight,Male,Striker
Rich 'Ace' Franklin,Rich Franklin,Ace,6.1,185.0,Southpaw,29,7,0,False,2.3,0.55,39.05,0.7,0.1,112.9,0.46,0.36,0.76,0.87,0.41,0.53,0.43,0.1,0.15,Middleweight,Male,Striker
Zane 'Nasty' Frazier,Zane Frazier,Nasty,6.5,250.0,Orthodox,4,11,0,False,1.0,0.0,1.0,0.0,0.0,163.266,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,Open Weight,Male,No Clear Style
Justin 'The Grizzly Bear' Frazier,Justin Frazier,The Grizzly Bear,6.0,265.0,Southpaw,10,3,0,False,1.0,0.0,4.0,0.0,0.0,0.0,0.66,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Ian 'The Machine' Freeman,Ian Freeman,The Machine,5.11,225.0,Orthodox,20,7,1,False,1.83,0.0,16.5,0.5,0.33,173.17,0.46,0.36,0.43,0.5,0.18,0.49,0.4,0.33,0.33,Heavyweight,Male,Wrestler
Willamy 'Chiquerim' Freire,Willamy Freire,Chiquerim,5.8,155.0,Orthodox,26,6,0,False,3.0,0.0,23.0,1.0,0.0,88.0,0.46,0.4,0.6,0.8,0.21,1.0,0.93,0.0,0.0,Lightweight,Male,Striker
Patricio 'Pitbull' Freire,Patricio Freire,Pitbull,5.6,145.0,Orthodox,37,8,0,False,3.0,0.0,32.0,0.5,0.5,113.5,0.45,0.36,0.7,0.84,0.43,0.41,0.5,0.5,0.0,Featherweight,Male,Striker
Josh 'No Nickname' Fremd,Josh Fremd,No Nickname,6.4,185.0,Orthodox,11,6,0,False,2.5,0.0,23.67,1.17,0.83,160.17,0.49,0.37,0.74,0.72,0.45,0.72,0.57,0.83,0.5,Middleweight,Male,Wrestler
Matt 'The SteamRolla' Frevola,Matt Frevola,The SteamRolla,5.9,155.0,Orthodox,11,5,1,False,2.0,0.75,28.58,0.75,0.25,75.42,0.4,0.29,0.54,0.6,0.31,0.56,0.28,0.33,0.42,Lightweight,Male,Hybrid
Jinh 'No Nickname' Yu Frey,Jinh Yu Frey,No Nickname,5.3,115.0,Southpaw,11,10,0,False,2.75,0.0,39.25,0.62,0.0,159.5,0.42,0.29,0.55,0.83,0.4,0.67,0.33,0.25,0.0,Women's Strawweight,Female,Hybrid
Sarah 'A Treta' Frota,Sarah Frota,A Treta,5.6,125.0,Southpaw,9,2,0,False,2.5,0.0,20.5,0.0,0.0,137.5,0.4,0.37,0.79,0.16,0.34,0.5,0.66,0.0,0.0,Women's Flyweight,Female,Hybrid
Daniel 'No Nickname' Frunza,Daniel Frunza,No Nickname,6.1,170.0,Orthodox,9,3,0,False,1.0,0.0,43.0,0.0,0.0,0.0,0.36,0.32,0.33,0.9,0.35,0.6,0.0,0.0,0.0,Welterweight,Male,Hybrid
Don 'The Predator' Frye,Don Frye,The Predator,6.1,219.0,Orthodox,20,9,1,False,1.0,0.1,12.7,0.4,0.3,126.2,0.59,0.49,0.36,0.1,0.22,0.27,0.64,0.3,0.2,Open Weight,Male,Wrestler
Tony 'The Freak' Fryklund,Tony Fryklund,The Freak,6.0,185.0,Orthodox,14,9,1,False,1.25,0.25,17.25,0.25,0.5,209.0,0.46,0.41,0.75,0.34,0.21,0.36,0.31,0.5,0.0,Middleweight,Male,Wrestler
Adam 'No Nickname' Fugitt,Adam Fugitt,No Nickname,6.1,170.0,Southpaw,10,5,0,False,2.0,0.2,31.4,0.2,0.0,70.0,0.48,0.36,0.64,0.7,0.47,0.37,0.17,0.0,0.0,Welterweight,Male,Hybrid
Katsuhisa 'Shamoji' Fujii,Katsuhisa Fujii,Shamoji,6.0,205.0,Orthodox,9,18,1,False,2.0,0.5,22.5,1.0,0.0,264.5,0.42,0.36,1.0,1.0,0.7,0.9,0.2,0.0,0.0,Open Weight,Male,Striker
Riki 'No Nickname' Fukuda,Riki Fukuda,No Nickname,6.0,185.0,Southpaw,24,9,0,False,3.0,0.0,79.4,2.4,0.0,220.8,0.44,0.33,0.67,0.74,0.4,0.69,0.4,0.0,0.0,Middleweight,Male,Striker
Masio 'Lobo' Fullen,Masio Fullen,Lobo,5.1,145.0,Orthodox,11,7,0,False,2.33,0.0,26.0,0.33,0.0,34.67,0.54,0.16,0.78,0.3,0.53,0.31,0.17,0.0,0.0,Featherweight,Male,Hybrid
Travis 'The Ironman' Fulton,Travis Fulton,The Ironman,6.0,240.0,Orthodox,253,53,10,False,1.5,0.5,15.5,0.5,0.0,461.0,0.52,0.43,0.5,0.5,0.08,0.38,0.75,0.0,0.0,Heavyweight,Male,Wrestler
