Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
Antonina 'La Pantera' Shevchenko,Antonina Shevchenko,La Pantera,5.8,125.0,Southpaw,10,4,0,False,2.5,0.0,38.38,0.5,0.38,167.38,0.56,0.46,0.8,0.85,0.47,0.8,0.36,0.38,0.25,Women's Flyweight,Female,Striker
Shi 'No Nickname' Ming,Shi Ming,No Nickname,5.2,115.0,Orthodox,17,6,0,False,3.0,1.0,30.0,1.0,0.0,55.0,0.27,0.17,0.46,0.75,0.28,0.0,0.67,0.0,0.0,Women's Strawweight,Female,Hybrid
Jake 'No Nickname' Shields,Jake Shields,No Nickname,6.0,170.0,Orthodox,31,9,1,False,3.25,0.12,38.88,2.12,0.0,274.0,0.34,0.21,0.68,0.5,0.29,0.42,0.46,0.12,0.12,Welterweight,Male,Wrestler
Shunichi 'No Nickname' Shimizu,Shunichi Shimizu,No Nickname,5.5,135.0,Orthodox,30,18,11,False,3.0,0.0,2.0,0.0,0.0,108.0,0.33,0.0,0.0,0.67,0.33,0.0,0.0,0.0,1.0,Bantamweight,Male,No Clear Style
Wade 'The Nightmare' Shipp,Wade Shipp,The Nightmare,6.3,245.0,Orthodox,11,5,0,False,1.0,0.0,20.0,0.0,0.0,44.0,0.86,0.79,1.0,1.0,0.67,0.94,1.0,0.0,0.0,Heavyweight,Male,Striker
Josh 'No Nickname' Shockley,Josh Shockley,No Nickname,6.1,155.0,Orthodox,11,4,0,False,2.0,0.0,14.0,0.0,0.5,57.0,0.4,0.32,0.46,0.5,0.35,0.44,0.5,0.5,0.0,Lightweight,Male,Hybrid
Josh 'The War Hammer' Shockman,Josh Shockman,The War Hammer,6.4,235.0,Southpaw,6,3,0,False,3.0,0.0,13.0,0.0,0.0,26.0,0.32,0.05,0.29,0.91,0.33,0.0,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Liudvik 'Palmeyros' Sholinian,Liudvik Sholinian,Palmeyros,5.1,135.0,Orthodox,9,4,1,False,3.0,0.0,48.5,1.0,0.0,88.0,0.28,0.23,0.89,0.5,0.25,1.0,1.0,0.0,0.0,Bantamweight,Male,Striker
Jack 'Tank' Shore,Jack Shore,Tank,5.8,145.0,Orthodox,17,3,0,False,2.44,0.33,41.33,1.67,0.67,209.89,0.56,0.51,0.83,0.62,0.5,0.74,0.62,0.44,0.11,Featherweight,Male,Striker
Sam 'No Nickname' Sicilia,Sam Sicilia,No Nickname,5.8,145.0,Orthodox,15,8,0,False,2.08,0.0,27.0,0.92,0.5,122.42,0.37,0.32,0.51,0.67,0.26,0.43,0.41,0.5,0.08,Featherweight,Male,Hybrid
Serhiy 'No Nickname' Sidey,Serhiy Sidey,No Nickname,5.11,135.0,Switch,12,2,0,False,3.0,0.33,62.67,0.0,1.0,107.67,0.41,0.32,0.65,0.86,0.4,0.64,0.33,1.33,0.33,Bantamweight,Male,Striker
Steven 'Super' Siler,Steven Siler,Super,5.11,145.0,Orthodox,29,16,0,False,2.33,0.0,34.78,1.44,1.78,96.11,0.44,0.36,0.75,0.66,0.35,0.46,0.59,1.11,0.11,Featherweight,Male,Wrestler
Assuerio 'No Nickname' Silva,Assuerio Silva,No Nickname,5.1,241.0,Orthodox,16,8,0,False,2.33,0.0,19.33,2.33,0.0,177.67,0.5,0.21,0.89,0.86,0.48,0.64,0.67,0.0,0.0,Heavyweight,Male,Striker
Anderson 'The Spider' Silva,Anderson Silva,The Spider,6.2,185.0,Southpaw,34,11,0,False,2.52,0.76,34.68,0.16,0.32,33.16,0.63,0.52,0.67,0.67,0.56,0.63,0.54,0.24,0.04,Middleweight,Male,Striker
Wanderlei 'The Axe Murderer' Silva,Wanderlei Silva,The Axe Murderer,5.11,205.0,Orthodox,35,13,1,False,2.33,0.75,32.92,0.25,0.08,25.9,0.41,0.32,0.44,0.53,0.31,0.47,0.36,0.08,0.0,Light Heavyweight,Male,Hybrid
Thiago 'No Nickname' Silva,Thiago Silva,No Nickname,6.2,205.0,Orthodox,19,6,0,False,1.92,0.33,34.33,0.5,0.33,100.83,0.54,0.38,0.65,0.62,0.46,0.52,0.44,0.33,0.0,Light Heavyweight,Male,Striker
Jean 'White Bear' Silva,Jean Silva,White Bear,5.6,160.0,Orthodox,19,12,3,False,1.83,0.17,31.67,0.67,0.0,7.5,0.56,0.49,0.73,0.62,0.51,0.69,0.38,0.5,0.17,Featherweight,Male,Striker
Jay 'No Nickname' Silva,Jay Silva,No Nickname,6.2,185.0,Southpaw,10,11,1,False,3.0,0.0,17.0,0.0,1.0,63.0,0.35,0.32,0.69,0.0,0.34,0.36,0.38,1.0,0.5,Middleweight,Male,Wrestler
Antonio 'Bigfoot' Silva,Antonio Silva,Bigfoot,6.4,264.0,Orthodox,19,12,1,False,1.73,0.45,22.36,0.09,0.0,29.36,0.44,0.28,0.46,0.69,0.45,0.37,0.22,0.0,0.0,Heavyweight,Male,Hybrid
Erick 'No Nickname' Silva,Erick Silva,No Nickname,6.0,170.0,Orthodox,19,9,0,False,1.87,0.4,17.27,0.53,0.67,66.67,0.53,0.44,0.62,0.5,0.46,0.55,0.38,0.67,0.07,Welterweight,Male,Striker
Leandro 'Buscape' Silva,Leandro Silva,Buscape,5.9,155.0,Orthodox,20,6,1,False,2.62,0.0,29.12,1.75,0.38,145.12,0.5,0.4,0.64,0.69,0.48,0.68,0.07,0.38,0.0,Welterweight,Male,Striker
Claudio 'Hannibal' Silva,Claudio Silva,Hannibal,5.11,170.0,Southpaw,14,4,0,False,2.5,0.0,38.88,0.88,0.5,240.0,0.49,0.39,0.68,0.78,0.44,0.51,0.45,0.88,0.0,Welterweight,Male,Striker
Wagner 'Wagnao' Silva,Wagner Silva,Wagnao,6.0,170.0,Orthodox,6,3,0,False,2.5,0.0,20.0,2.5,0.5,1.0,0.3,0.16,0.56,0.95,0.28,0.5,0.5,0.0,0.0,Welterweight,Male,Hybrid
Joaquim 'Netto BJJ' Silva,Joaquim Silva,Netto BJJ,5.8,155.0,Southpaw,14,6,0,False,2.5,0.42,39.58,1.17,0.0,38.08,0.47,0.37,0.6,0.69,0.4,0.42,0.44,0.58,0.0,Lightweight,Male,Hybrid
Felipe 'No Nickname' Silva,Felipe Silva,No Nickname,6.0,155.0,Orthodox,8,2,0,False,1.67,0.33,26.33,0.33,0.0,58.67,0.32,0.27,0.5,0.61,0.29,0.42,0.34,0.0,0.0,Lightweight,Male,Hybrid
Bruno 'Bulldog' Silva,Bruno Silva,Bulldog,5.4,125.0,Orthodox,14,7,2,False,2.29,0.43,36.9,1.29,0.24,94.62,0.51,0.44,0.67,0.67,0.44,0.75,0.33,0.1,0.0,Flyweight,Male,Striker
Bruno 'Blindado' Silva,Bruno Silva,Blindado,6.0,185.0,Orthodox,23,13,0,False,2.29,0.43,36.9,1.29,0.24,94.62,0.51,0.44,0.67,0.67,0.44,0.75,0.33,0.1,0.0,Flyweight,Male,Striker
Gabriel 'No Nickname' Silva,Gabriel Silva,No Nickname,5.6,135.0,Orthodox,8,2,0,False,3.0,0.0,48.5,1.5,0.5,207.0,0.4,0.38,0.34,1.0,0.4,0.42,0.3,0.5,0.5,Bantamweight,Male,Striker
Natalia 'No Nickname' Silva,Natalia Silva,No Nickname,5.4,125.0,Southpaw,19,5,1,False,2.71,0.29,37.14,0.14,0.0,40.0,0.46,0.37,0.73,0.91,0.46,0.4,0.35,0.0,0.14,Women's Flyweight,Female,Hybrid
Karine 'Killer' Silva,Karine Silva,Killer,5.5,125.0,Orthodox,19,5,0,False,2.0,0.17,29.33,0.83,1.0,164.0,0.38,0.27,0.48,0.72,0.33,0.55,0.67,1.0,0.17,Women's Flyweight,Female,Wrestler
Erik 'The King' Silva,Erik Silva,The King,5.9,145.0,Orthodox,9,3,0,False,2.0,0.0,11.0,2.0,0.0,84.0,0.36,0.32,0.43,0.5,0.32,0.5,0.25,0.0,0.5,Featherweight,Male,Hybrid
Jean 'Lord' Silva,Jean Silva,Lord,5.7,145.0,Orthodox,16,3,0,False,1.83,0.17,31.67,0.67,0.0,7.5,0.56,0.49,0.73,0.62,0.51,0.69,0.38,0.5,0.17,Featherweight,Male,Striker
Danny 'El Puma' Silva,Danny Silva,El Puma,5.11,145.0,Switch,10,2,0,False,3.0,0.0,86.33,1.0,0.0,133.0,0.48,0.4,0.7,0.79,0.48,0.42,0.17,0.33,0.0,Featherweight,Male,Striker
Douglas 'D Silva' Silva de Andrade,Douglas Silva de Andrade,D Silva,5.7,135.0,Orthodox,29,6,0,False,2.62,0.46,49.85,0.92,0.23,44.08,0.39,0.3,0.56,0.74,0.38,0.6,0.33,0.15,0.08,Bantamweight,Male,Hybrid
Marcus 'Conan' Silveira,Marcus Silveira,Conan,6.3,242.0,Orthodox,6,4,0,False,1.0,0.0,2.5,1.0,1.0,82.97,0.45,0.45,0.0,0.0,0.0,0.72,0.0,1.0,0.0,Heavyweight,Male,No Clear Style
Elias 'Xuxu' Silverio,Elias Silverio,Xuxu,5.11,155.0,Orthodox,13,3,0,False,3.0,0.4,42.0,1.0,0.2,283.0,0.51,0.38,0.69,0.78,0.46,0.77,0.42,0.2,0.0,Lightweight,Male,Striker
Jamey 'The Afro Samurai' Simmons,Jamey Simmons,The Afro Samurai,5.6,135.0,Orthodox,7,4,0,False,1.5,0.0,4.5,0.0,0.0,22.0,0.34,0.32,0.16,0.34,0.26,0.5,0.0,0.0,0.0,Bantamweight,Male,No Clear Style
Ricky 'No Nickname' Simon,Ricky Simon,No Nickname,5.6,135.0,Orthodox,22,6,0,False,2.67,0.2,44.67,3.2,0.2,236.07,0.47,0.38,0.78,0.87,0.42,0.53,0.58,0.27,0.07,Bantamweight,Male,Striker
Aaron 'A-Train' Simpson,Aaron Simpson,A-Train,6.0,170.0,Orthodox,12,5,0,False,2.55,0.45,36.45,1.64,0.09,291.45,0.56,0.46,0.74,0.86,0.38,0.79,0.7,0.36,0.0,Welterweight,Male,Striker
Wes 'The Project' Sims,Wes Sims,The Project,6.1,260.0,Orthodox,24,14,1,False,1.33,0.0,6.33,0.0,1.0,21.0,0.57,0.37,0.33,0.0,0.07,0.33,0.67,1.0,0.0,Heavyweight,Male,Wrestler
Tony 'No Nickname' Sims,Tony Sims,No Nickname,5.11,155.0,Southpaw,12,4,0,False,1.67,0.0,12.33,0.33,0.33,33.33,0.57,0.56,0.33,0.33,0.42,0.11,0.65,0.33,0.0,Lightweight,Male,Hybrid
Lodune 'No Nickname' Sincaid,Lodune Sincaid,No Nickname,5.9,185.0,Orthodox,15,9,0,False,1.0,0.0,10.0,0.0,0.0,0.0,0.29,0.12,0.0,0.88,0.29,0.0,0.0,0.0,0.0,Middleweight,Male,No Clear Style
Rory 'Outburst' Singer,Rory Singer,Outburst,6.2,185.0,Orthodox,11,9,0,False,2.25,0.0,24.25,0.25,0.5,38.75,0.47,0.34,1.0,0.72,0.26,0.53,0.12,0.5,0.0,Middleweight,Male,Hybrid
Elvis 'The King of Rock n' Rumble' Sinosic,Elvis Sinosic,The King of Rock n' Rumble,6.3,205.0,Orthodox,7,11,2,False,1.71,0.14,7.86,0.0,0.57,10.71,0.39,0.2,0.71,0.72,0.35,0.52,0.12,0.57,0.0,Middleweight,Male,Hybrid
Dennis 'No Nickname' Siver,Dennis Siver,No Nickname,5.6,145.0,Orthodox,23,11,0,False,2.38,0.38,36.14,0.81,0.24,108.9,0.34,0.23,0.53,0.64,0.33,0.31,0.33,0.24,0.24,Featherweight,Male,Hybrid
Chas 'The Scrapper' Skelly,Chas Skelly,The Scrapper,5.11,145.0,Orthodox,19,3,0,False,2.25,0.33,23.25,0.67,0.92,217.67,0.44,0.36,0.5,0.42,0.35,0.64,0.57,1.42,0.5,Featherweight,Male,Wrestler
Joe 'No Nickname' Slick,Joe Slick,No Nickname,6.0,199.0,Orthodox,16,5,3,False,2.0,0.0,5.0,0.5,2.0,84.5,0.75,0.72,1.0,0.0,0.12,0.5,0.84,2.0,0.5,Middleweight,Male,Wrestler
Maurice 'No Nickname' Smith,Maurice Smith,No Nickname,6.2,221.0,Orthodox,12,14,0,False,2.29,0.0,19.57,0.0,0.43,120.0,0.72,0.56,0.64,0.93,0.71,0.47,0.54,0.43,0.14,Heavyweight,Male,Striker
Patrick 'No Nickname' Smith,Patrick Smith,No Nickname,6.2,225.0,Orthodox,20,17,0,False,1.0,0.2,5.2,0.4,0.6,95.758,0.68,0.3,0.9,0.07,0.26,1.0,0.25,0.6,0.0,Open Weight,Male,Wrestler
Scott 'Hands of Steel' Smith,Scott Smith,Hands of Steel,6.0,185.0,Orthodox,18,11,0,False,2.0,0.5,16.5,0.0,0.5,69.5,0.41,0.37,0.35,0.36,0.32,0.22,0.33,0.5,0.0,Middleweight,Male,Hybrid
Trevor 'Hot Sauce' Smith,Trevor Smith,Hot Sauce,6.3,185.0,Orthodox,15,10,0,False,2.67,0.25,39.83,1.17,0.42,287.08,0.54,0.43,0.72,0.74,0.43,0.66,0.5,0.5,0.25,Middleweight,Male,Striker
Anthony 'Lionheart' Smith,Anthony Smith,Lionheart,6.4,205.0,Orthodox,38,22,0,False,2.4,0.24,44.52,0.44,0.16,39.32,0.5,0.42,0.52,0.8,0.47,0.46,0.39,0.32,0.08,Light Heavyweight,Male,Striker
Colton 'No Nickname' Smith,Colton Smith,No Nickname,6.0,155.0,Orthodox,7,4,0,False,2.25,0.5,20.5,2.5,1.0,237.0,0.52,0.22,0.68,0.75,0.25,0.86,0.22,0.75,0.0,Lightweight,Male,Wrestler
Gilbert 'No Nickname' Smith,Gilbert Smith,No Nickname,5.9,185.0,Southpaw,12,6,0,False,3.0,0.0,14.0,3.0,1.0,229.0,0.41,0.25,0.75,1.0,0.41,0.4,0.0,1.0,1.0,Middleweight,Male,Wrestler
Leslie 'The Peacemaker' Smith,Leslie Smith,The Peacemaker,5.9,135.0,Orthodox,10,7,1,False,2.14,0.14,65.29,0.0,0.0,33.71,0.39,0.34,0.54,0.65,0.34,0.61,0.13,0.0,0.0,Women's Bantamweight,Female,Hybrid
Devonte 'King Kage' Smith,Devonte Smith,King Kage,5.9,155.0,Orthodox,11,4,0,False,1.67,0.67,33.67,0.33,0.17,34.5,0.53,0.41,0.66,0.94,0.49,0.35,0.36,0.17,0.0,Lightweight,Male,Hybrid
Cole 'The Cole Train' Smith,Cole Smith,The Cole Train,5.11,135.0,Orthodox,7,2,0,False,3.0,0.67,29.33,2.0,0.67,396.33,0.33,0.26,0.38,0.43,0.28,0.6,0.67,1.67,0.0,Bantamweight,Male,Wrestler
Braxton 'The Beautiful Monster' Smith,Braxton Smith,The Beautiful Monster,5.11,257.0,Orthodox,5,2,0,False,1.0,0.0,25.0,0.0,0.0,0.0,0.48,0.46,0.0,1.0,0.48,0.0,0.0,0.0,0.0,Heavyweight,Male,Hybrid
Elijah 'Swift' Smith,Elijah Smith,Swift,5.9,135.0,Orthodox,9,1,0,False,2.0,0.0,38.5,1.0,1.5,201.0,0.6,0.58,0.84,0.34,0.36,0.5,0.42,0.5,1.5,Bantamweight,Male,Wrestler
Jacobe 'Cobe' Smith,Jacobe Smith,Cobe,5.1,170.0,Southpaw,11,0,0,False,1.5,0.0,20.5,0.0,0.0,177.0,0.57,0.53,0.74,0.84,0.53,0.5,0.6,0.5,0.0,Welterweight,Male,Striker
Dmitrii 'The Lifeguard' Smoliakov,Dmitrii Smoliakov,The Lifeguard,6.2,253.0,Switch,9,3,0,False,1.33,0.0,11.33,0.33,0.0,0.0,0.41,0.35,0.47,0.22,0.37,0.21,0.33,0.0,0.0,Heavyweight,Male,Hybrid
Louis 'Da Last Samurai' Smolka,Louis Smolka,Da Last Samurai,5.9,135.0,Orthodox,17,9,0,False,2.18,0.35,44.0,2.53,1.29,159.65,0.49,0.41,0.71,0.57,0.4,0.61,0.5,1.12,0.76,Bantamweight,Male,Wrestler
Cameron 'The Baby-Faced Killa' Smotherman,Cameron Smotherman,The Baby-Faced Killa,5.9,135.0,Orthodox,12,6,0,False,3.0,0.0,48.0,2.0,0.33,0.67,0.36,0.29,0.66,0.61,0.36,0.43,0.0,0.0,0.0,Bantamweight,Male,Hybrid
Richie 'No Nickname' Smullen,Richie Smullen,No Nickname,5.9,155.0,Orthodox,3,1,1,False,1.0,0.0,7.0,2.0,0.0,100.0,0.77,0.6,1.0,1.0,0.6,0.0,1.0,0.0,0.0,Lightweight,Male,Striker
Peter 'No Nickname' Sobotta,Peter Sobotta,No Nickname,6.0,170.0,Southpaw,17,7,1,False,2.5,0.4,25.1,1.2,0.4,218.7,0.4,0.29,0.62,0.85,0.38,0.43,0.26,0.4,0.1,Welterweight,Male,Hybrid
Renato 'Babalu' Sobral,Renato Sobral,Babalu,6.1,205.0,Orthodox,37,11,0,False,2.0,0.0,16.2,1.6,1.7,248.6,0.5,0.36,0.54,0.84,0.39,0.46,0.45,1.7,0.1,Light Heavyweight,Male,Wrestler
Rameau 'The African Assassin' Thierry Sokoudjou,Rameau Thierry Sokoudjou,The African Assassin,5.1,205.0,Orthodox,18,18,0,False,1.67,0.33,20.0,0.67,0.67,8.33,0.38,0.24,0.63,0.72,0.35,0.58,0.5,0.67,0.0,Light Heavyweight,Male,Hybrid
Axel 'No Nickname' Sola,Axel Sola,No Nickname,6.2,170.0,Southpaw,11,0,1,False,3.0,1.0,45.0,1.0,0.0,185.0,0.42,0.43,0.45,0.0,0.38,0.71,1.0,0.0,0.0,Welterweight,Male,Striker
Joe 'No Nickname' Solecki,Joe Solecki,No Nickname,5.9,155.0,Orthodox,13,6,0,False,2.44,0.0,22.56,1.11,0.89,306.33,0.57,0.53,0.51,0.86,0.54,0.57,0.5,1.0,0.0,Lightweight,Male,Striker
Joe 'No Nickname' Son,Joe Son,No Nickname,5.4,236.0,Orthodox,0,4,0,False,1.0,0.0,0.0,1.0,1.0,123.13869442198869,0.44064717348927873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Open Weight,Male,No Clear Style
Song 'The Assassin' Kenan,Song Kenan,The Assassin,6.0,170.0,Orthodox,22,9,0,False,2.18,0.55,54.27,0.45,0.0,18.73,0.52,0.44,0.7,0.65,0.5,0.53,0.37,0.0,0.09,Welterweight,Male,Striker
Song 'Kung Fu Kid' Yadong,Song Yadong,Kung Fu Kid,5.8,135.0,Orthodox,22,8,1,False,2.8,0.27,55.33,0.67,0.07,109.2,0.41,0.34,0.64,0.79,0.38,0.53,0.52,0.13,0.13,Bantamweight,Male,Striker
Chael 'No Nickname' Sonnen,Chael Sonnen,No Nickname,6.1,205.0,Southpaw,29,15,1,False,2.29,0.0,28.93,2.5,0.14,423.86,0.47,0.39,0.75,0.5,0.29,0.53,0.48,0.29,0.07,Middleweight,Male,Wrestler
Jin 'No Nickname' Soo Son,Jin Soo Son,No Nickname,5.6,135.0,Orthodox,9,4,0,False,3.0,0.0,76.5,1.5,0.0,126.5,0.36,0.34,0.52,0.76,0.33,0.74,0.34,0.0,0.0,Bantamweight,Male,Hybrid
Benardo 'Lion King' Sopaj,Benardo Sopaj,Lion King,5.6,135.0,Orthodox,12,3,0,False,3.0,0.0,61.5,2.0,0.0,209.0,0.55,0.54,0.53,0.91,0.43,0.4,0.84,0.0,0.0,Bantamweight,Male,Striker
Sean 'No Nickname' Soriano,Sean Soriano,No Nickname,5.9,145.0,Orthodox,14,8,0,False,2.6,0.0,33.8,1.8,1.4,95.8,0.62,0.52,0.78,0.97,0.58,0.64,0.59,0.0,1.0,Featherweight,Male,Striker
Punahele 'Puna' Soriano,Punahele Soriano,Puna,5.11,170.0,Southpaw,11,4,0,False,2.1,0.7,40.1,2.1,0.6,165.7,0.57,0.53,0.69,0.43,0.43,0.74,0.56,0.1,0.1,Welterweight,Male,Striker
Dmitry 'Wicked Machine' Sosnovskiy,Dmitry Sosnovskiy,Wicked Machine,6.3,240.0,Orthodox,11,0,0,False,2.0,0.0,24.0,0.0,0.0,252.0,0.7,0.69,0.71,1.0,0.56,0.62,0.93,2.0,1.0,Heavyweight,Male,Striker
Ben 'Combat Wombat' Sosoli,Ben Sosoli,Combat Wombat,6.0,265.0,Southpaw,7,3,0,False,2.0,0.5,22.5,0.0,0.0,0.0,0.28,0.22,0.78,0.5,0.28,0.0,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Krzysztof 'The Polish Experiment' Soszynski,Krzysztof Soszynski,The Polish Experiment,6.1,205.0,Open Stance,26,12,1,False,2.11,0.33,30.22,0.78,0.67,142.11,0.4,0.29,0.61,0.68,0.34,0.55,0.37,0.67,0.0,Light Heavyweight,Male,Wrestler
George 'No Nickname' Sotiropoulos,George Sotiropoulos,No Nickname,5.1,155.0,Orthodox,14,7,0,False,2.27,0.55,30.82,1.36,1.09,174.0,0.32,0.29,0.44,0.42,0.22,0.25,0.49,1.09,0.18,Lightweight,Male,Wrestler
Greg 'No Nickname' Soto,Greg Soto,No Nickname,5.11,170.0,Orthodox,9,4,0,False,2.33,0.0,18.67,0.0,0.67,244.33,0.56,0.48,0.82,0.56,0.34,0.83,0.94,0.67,0.0,Welterweight,Male,Striker
Alex 'Extremo' Soto,Alex Soto,Extremo,5.8,135.0,Southpaw,8,3,1,False,2.0,0.5,37.0,0.0,0.0,27.0,0.49,0.44,0.54,0.92,0.48,0.25,0.5,0.0,0.0,Bantamweight,Male,Hybrid
Joe 'One Bad Mofo' Soto,Joe Soto,One Bad Mofo,5.6,135.0,Orthodox,18,7,0,False,2.25,0.25,34.38,0.5,0.12,56.38,0.48,0.35,0.39,0.48,0.41,0.09,0.37,1.12,0.0,Bantamweight,Male,Hybrid
Andre 'The Asian Sensation' Soukhamthath,Andre Soukhamthath,The Asian Sensation,5.9,135.0,Orthodox,13,8,0,False,2.86,0.71,38.43,1.14,0.14,123.43,0.42,0.27,0.71,0.85,0.36,0.73,0.53,0.14,0.0,Bantamweight,Male,Striker
Bobby 'No Nickname' Southworth,Bobby Southworth,No Nickname,6.2,205.0,Orthodox,10,6,0,False,3.0,0.0,21.0,1.0,0.0,81.0,0.25,0.09,0.5,0.88,0.23,1.0,0.5,0.0,0.0,Light Heavyweight,Male,Hybrid
Jacare 'No Nickname' Souza,Jacare Souza,No Nickname,6.1,185.0,Orthodox,26,10,0,False,2.19,0.25,32.31,1.12,0.56,174.81,0.54,0.49,0.55,0.54,0.39,0.48,0.78,0.5,0.12,Middleweight,Male,Striker
Edimilson 'Kevin' Souza,Edimilson Souza,Kevin,6.0,145.0,Orthodox,15,5,0,False,2.0,0.25,31.5,1.25,0.75,32.25,0.52,0.52,0.66,0.12,0.48,0.3,0.66,0.0,0.0,Featherweight,Male,Striker
Livinha 'The Brazilian Gangsta' Souza,Livinha Souza,The Brazilian Gangsta,5.3,115.0,Orthodox,14,4,0,False,2.33,0.33,38.5,1.33,0.67,112.83,0.4,0.29,0.65,0.73,0.39,0.58,0.57,1.0,0.0,Women's Strawweight,Female,Striker
Bruno 'The Tiger' Souza,Bruno Souza,The Tiger,5.1,145.0,Orthodox,10,3,0,False,3.0,0.0,56.0,0.5,0.0,28.5,0.4,0.34,0.55,0.76,0.4,0.6,0.0,0.0,0.0,Featherweight,Male,Hybrid
Ketlen 'Esquentadinha' Souza,Ketlen Souza,Esquentadinha,5.3,115.0,Orthodox,15,6,0,False,2.2,0.0,38.4,0.4,0.2,62.0,0.58,0.37,0.66,0.73,0.44,0.68,0.4,0.2,0.2,Women's Strawweight,Female,Striker
Chris 'The Kiss' Spang,Chris Spang,The Kiss,6.2,170.0,Orthodox,6,3,0,False,3.0,0.0,38.0,6.0,0.0,0.0,0.08,0.02,0.25,0.33,0.08,0.25,0.0,0.0,0.0,Welterweight,Male,No Clear Style
Ryan 'Superman' Spann,Ryan Spann,Superman,6.5,205.0,Orthodox,23,11,0,False,1.6,0.2,17.87,0.67,0.53,81.2,0.42,0.37,0.64,0.33,0.34,0.41,0.5,0.67,0.2,Heavyweight,Male,Wrestler
Tommy 'No Nickname' Speer,Tommy Speer,No Nickname,5.1,170.0,Orthodox,21,7,0,False,1.0,0.0,2.0,0.0,0.0,14.0,0.28,0.0,0.34,0.5,0.0,0.4,0.0,0.0,0.0,Welterweight,Male,No Clear Style
Sean 'Black Magic' Spencer,Sean Spencer,Black Magic,5.1,170.0,Orthodox,12,6,0,False,2.88,0.38,50.25,1.12,0.0,52.5,0.3,0.26,0.51,0.66,0.28,0.66,0.36,0.0,0.12,Welterweight,Male,Hybrid
Felicia 'FeeNom' Spencer,Felicia Spencer,FeeNom,5.6,145.0,Orthodox,9,3,0,False,2.67,0.0,41.17,1.0,0.0,237.67,0.53,0.5,0.65,0.63,0.32,0.71,0.62,0.17,0.17,Women's Featherweight,Female,Striker
Eric 'Zebrinha' Spicely,Eric Spicely,Zebrinha,6.1,185.0,Orthodox,12,6,0,False,1.71,0.29,29.43,0.29,0.29,75.71,0.51,0.51,0.33,0.43,0.33,0.51,0.52,0.43,0.0,Middleweight,Male,Hybrid
Daniel 'No Nickname' Spitz,Daniel Spitz,No Nickname,6.7,245.0,Orthodox,6,3,0,False,2.25,0.0,40.25,0.25,0.0,16.25,0.47,0.4,0.39,0.57,0.39,0.16,0.25,0.0,0.0,Heavyweight,Male,Hybrid
Serghei 'Polar Bear' Spivac,Serghei Spivac,Polar Bear,6.3,260.0,Orthodox,17,6,0,False,1.86,0.0,25.71,0.57,0.07,163.79,0.46,0.42,0.46,0.33,0.31,0.28,0.44,0.29,0.07,Heavyweight,Male,Hybrid
Daniel 'Dragon' Spohn,Daniel Spohn,Dragon,6.4,205.0,Southpaw,15,6,0,False,3.0,0.0,24.0,0.0,2.0,64.0,0.47,0.43,1.0,0.75,0.42,0.6,1.0,2.0,0.0,Light Heavyweight,Male,Wrestler
Pete 'The Secret Weapon' Spratt,Pete Spratt,The Secret Weapon,5.9,170.0,Orthodox,25,23,0,False,1.57,0.0,8.71,0.14,0.14,66.14,0.5,0.32,0.62,0.66,0.5,0.5,0.17,0.14,0.43,Welterweight,Male,Hybrid
Austin 'No Nickname' Springer,Austin Springer,No Nickname,5.8,145.0,Orthodox,12,4,0,False,1.0,0.0,14.0,0.0,0.0,3.0,0.43,0.18,0.4,0.9,0.42,1.0,0.0,0.0,0.0,Featherweight,Male,Hybrid
Georges 'Rush' St-Pierre,Georges St-Pierre,Rush,5.11,185.0,Orthodox,26,2,0,False,3.23,0.36,58.23,3.95,1.05,441.91,0.56,0.49,0.72,0.65,0.5,0.62,0.6,1.09,0.23,Welterweight,Male,Wrestler
Andreas 'Real Steel' Stahl,Andreas Stahl,Real Steel,5.11,170.0,Orthodox,10,4,0,False,2.0,0.0,29.0,2.0,0.0,99.5,0.38,0.26,0.78,0.82,0.36,0.31,0.5,0.0,0.0,Welterweight,Male,Hybrid
Ron 'The Choir Boy' Stallings,Ron Stallings,The Choir Boy,6.2,170.0,Southpaw,14,8,0,False,2.0,0.0,28.0,0.0,0.0,24.67,0.6,0.48,0.74,0.89,0.59,0.48,0.33,0.0,0.0,Middleweight,Male,Striker
Cody 'The Spartan' Stamann,Cody Stamann,The Spartan,5.6,135.0,Orthodox,21,8,1,False,2.53,0.0,48.07,1.53,0.27,139.87,0.45,0.36,0.68,0.79,0.4,0.49,0.42,0.0,0.07,Bantamweight,Male,Striker
Cristina 'Barbie' Stanciu,Cristina Stanciu,Barbie,5.3,115.0,Orthodox,5,2,0,False,2.0,0.0,22.0,0.5,1.0,99.0,0.46,0.29,0.85,0.84,0.42,0.62,0.44,1.0,0.0,Women's Strawweight,Female,Striker
