Full Name,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Yuta Sasaki,Ulka,5.1,125.0,71.0,Southpaw,21,6,2,False
Paul Sass,No Nickname,6.0,155.0,73.0,Orthodox,14,2,0,False
Keisuke Sasu,Sasuke,5.5,145.0,69.0,Switch,11,3,1,False
Masaaki Satake,No Nickname,6.1,220.0,,Orthodox,1,8,1,False
Takenori Sato,No Nickname,5.1,170.0,,Southpaw,19,11,7,False
Takashi Sato,Ten,5.1,170.0,73.0,Southpaw,16,7,0,False
Shogo Sato,Tora,5.7,170.0,66.0,Southpaw,5,1,0,False
Uran Satybaldiev,Gorilla,6.4,205.0,79.0,Orthodox,9,1,0,False
Jeimeson Saudino,The Minion,5.6,135.0,,Orthodox,8,5,0,False
Tom Sauer,No Nickname,6.1,263.0,,Orthodox,25,12,0,False
Townsend Saunders,No Nickname,5.5,170.0,,Orthodox,0,2,0,False
Ben Saunders,Killa B,6.2,170.0,77.0,Orthodox,22,13,2,False
Chad W. Saunders,No Nickname,5.1,170.0,,Orthodox,7,2,0,False
Chris Saunders,The So Cal Kid,5.8,155.0,,Orthodox,16,8,0,False
Christien Savoie,The Tiger,5.11,170.0,72.0,Orthodox,10,2,1,False
Lumumba Sayers,No Nickname,6.0,185.0,,Orthodox,6,5,0,False
Matt Sayles,No Nickname,5.7,155.0,68.0,Orthodox,8,4,0,False
Brandon Sayles,Man of War,6.5,265.0,,Orthodox,5,1,0,False
Mikheil Sazhiniani,Spartan,6.0,205.0,71.0,Orthodox,13,3,0,False
Mark Scanlon,No Nickname,5.9,170.0,,Orthodox,9,2,0,False
Eric Schafer,Red,6.3,185.0,76.0,Orthodox,14,8,2,False
Kerry Schall,Meat Truck,6.2,265.0,,Orthodox,24,13,0,False
Eric Schambari,No Nickname,5.11,185.0,,Orthodox,15,6,0,False
Brendan Schaub,Big Brown,6.4,245.0,78.0,Orthodox,10,5,0,False
Matheus Scheffel,Buffa,6.2,205.0,75.0,Orthodox,14,7,0,False
Antonio Schembri,Nino,5.9,205.0,,Orthodox,5,5,0,False
Fabiano Scherner,Pegaleve,6.3,257.0,,Orthodox,11,10,0,False
Samy Schiavo,No Nickname,5.8,155.0,,Orthodox,10,6,0,False
Pat Schilling,Thrilling,5.8,145.0,,Orthodox,5,2,0,False
Joe Schilling,No Nickname,6.3,185.0,,Orthodox,2,5,0,False
Semmy Schilt,Hightower,6.1,265.0,,Orthodox,26,14,1,False
Adam Schindler,No Nickname,5.8,155.0,,Orthodox,10,6,0,False
Daniel Schmitt,No Nickname,,185.0,,Orthodox,2,3,0,False
Colleen Schneider,No Nickname,,135.0,,Orthodox,11,7,0,False
Matt Schnell,Danger,5.8,125.0,70.0,Orthodox,17,9,0,False
Alex Schoenauer,No Nickname,6.3,185.0,,Orthodox,15,10,0,False
Bailey Schoenfelder,Berserk,6.3,265.0,76.0,Orthodox,5,1,0,False
Darrill Schoonover,The Boss,6.2,220.0,,Orthodox,14,8,0,False
Bob Schrijber,Dirty,6.0,240.0,,Orthodox,20,17,1,False
Nate Schroeder,No Nickname,6.1,230.0,,Orthodox,11,10,0,False
Lacey Schuckman,No Nickname,5.3,125.0,,Orthodox,11,10,0,False
Mark Schultz,No Nickname,5.9,200.0,,Orthodox,1,1,0,False
Wes Schultz,Party Time,6.2,185.0,77.0,Orthodox,6,2,0,False
Brian Schwartz,No Nickname,6.3,170.0,,Orthodox,1,1,0,False
Eric Schwartz,No Nickname,,205.0,,Orthodox,2,0,0,False
Justin Scoggins,No Nickname,5.7,125.0,66.0,Southpaw,11,5,0,False
Brad Scott,Bear,6.1,170.0,76.0,Orthodox,11,6,0,False
Greg Scott,No Nickname,5.9,145.0,,Orthodox,3,4,0,False
Louis Lee Scott,Lightning,5.8,135.0,70.0,Orthodox,10,0,0,False
Zachary Scroggin,No Nickname,6.3,170.0,74.0,Orthodox,7,1,0,False
Mike Seal,Crazy Boy,6.4,185.0,,Orthodox,13,15,1,False
Demba Seck,Black Tiger,,145.0,,Orthodox,10,2,0,False
Matt Secor,No Nickname,6.0,170.0,,Orthodox,8,4,0,False
Kenneth Seegrist,No Nickname,6.0,185.0,,Orthodox,4,7,0,False
Neil Seery,2Tap,5.4,125.0,64.0,Orthodox,16,13,0,False
Rony Sefo,No Nickname,5.9,225.0,,Orthodox,0,2,0,False
Ray Sefo,Sugarfoot,6.0,240.0,,Orthodox,2,2,0,False
Brendan Seguin,No Nickname,6.0,185.0,,Orthodox,23,19,1,False
Tetsuya Seki,No Nickname,5.1,155.0,,Orthodox,14,8,1,False
Stefan Sekulic,No Nickname,6.0,170.0,75.0,Southpaw,12,4,0,False
Pete Sell,Drago,5.11,170.0,75.0,Orthodox,10,7,0,False
Matthew Semelsberger,Semi The Jedi,6.1,170.0,75.0,Switch,11,8,0,False
Andrei Semenov,No Nickname,6.0,185.0,,Orthodox,34,9,2,False
Mackens Semerzier,Da Menace,5.9,145.0,72.0,Orthodox,8,4,0,False
Brandon Sene,No Nickname,5.11,205.0,,Orthodox,2,2,0,False
YeDam Seo,No Nickname,5.3,115.0,63.0,Orthodox,7,4,0,False
DongHyun Seo,Pinnacle,5.7,145.0,67.0,Orthodox,7,3,1,False
Kim In Seok,No Nickname,5.6,145.0,,Orthodox,3,6,0,False
Ray Seraille,No Nickname,6.3,246.0,,Orthodox,8,9,0,False
Ivan Serati,No Nickname,6.0,205.0,,Orthodox,12,4,0,False
Alex Serdyukov,The Russian Crusher,6.2,170.0,74.0,Orthodox,8,5,0,False
Nicholas Sergiacomi,No Nickname,,170.0,,Orthodox,1,1,0,False
Matt Serra,The Terra,5.6,170.0,68.0,Orthodox,11,7,0,False
Nick Serra,The Mad Monkey,5.9,170.0,,Orthodox,7,3,0,False
Adrian Serrano,No Nickname,5.8,170.0,,Orthodox,56,29,4,False
Fredy Serrano,El Profe,5.3,125.0,65.0,Orthodox,3,2,0,False
Carl Seumanutafa,No Nickname,6.1,255.0,,Orthodox,10,8,0,False
Igor Severino,No Nickname,5.7,125.0,69.0,Orthodox,8,1,0,False
Dan Severn,The Beast,6.2,250.0,,Southpaw,101,19,1,False
Rosi Sexton,The Surgeon,5.3,135.0,,Orthodox,13,5,0,False
Rodrigo Sezinando,No Nickname,5.9,170.0,71.0,Orthodox,9,2,0,False
Scott Shaffer,No Nickname,5.7,145.0,,Orthodox,0,1,0,False
Edmen Shahbazyan,The Golden Boy,6.2,185.0,75.0,Orthodox,15,5,0,False
Leon Shahbazyan,No Nickname,6.4,170.0,74.0,Orthodox,7,2,0,False
Don Shainis,Shameless,5.6,145.0,67.0,Orthodox,12,5,0,False
Liliya Shakirova,No Nickname,5.4,125.0,65.0,Orthodox,8,2,0,False
Kamal Shalorus,Prince of Persia,5.8,155.0,68.0,Orthodox,9,5,2,False
Ken Shamrock,The World's Most Dangerous Man,6.1,205.0,72.0,Orthodox,28,17,2,False
Frank Shamrock,No Nickname,5.1,185.0,,Orthodox,23,10,2,False
Shang Zhifa,Northeast Flying Tiger,5.7,125.0,63.0,Orthodox,32,8,0,False
Sean Sharaf,The Smoke,6.3,252.0,77.0,Orthodox,4,1,0,False
Priya Sharma,The Catwoman,5.1,115.0,59.0,Orthodox,5,2,0,False
Jason Sharp,No Nickname,,205.0,,Orthodox,3,3,0,False
Eric Shelton,Showtime,5.6,125.0,68.0,Orthodox,12,6,0,False
Sean Sherk,The Muscle Shark,5.6,155.0,67.0,Orthodox,36,4,1,False
Chase Sherman,The Vanilla Gorilla,6.4,250.0,78.0,Orthodox,16,12,0,False
Valentina Shevchenko,Bullet,5.5,125.0,66.0,Southpaw,25,4,1,True
Antonina Shevchenko,La Pantera,5.8,125.0,67.0,Southpaw,10,4,0,False
Shi Ming,No Nickname,5.2,115.0,60.0,Orthodox,17,6,0,False
Katsuyori Shibata,No Nickname,6.0,168.0,,Orthodox,4,11,1,False
Jake Shields,No Nickname,6.0,170.0,72.0,Orthodox,31,9,1,False
Henrique Shiguemoto,No Nickname,5.11,185.0,72.0,Orthodox,13,4,1,False
Shunichi Shimizu,No Nickname,5.5,135.0,,Orthodox,30,18,11,False
Wade Shipp,The Nightmare,6.3,245.0,,Orthodox,11,5,0,False
Raja Shippen,No Nickname,5.6,145.0,,Orthodox,18,11,1,False
Yuya Shirai,No Nickname,5.8,168.0,,Orthodox,26,14,2,False
Wes Shivers,No Nickname,6.8,,,Orthodox,7,1,0,False
Alexander Shlemenko,Storm,5.11,185.0,,Orthodox,56,9,0,False
Josh Shockley,No Nickname,6.1,155.0,,Orthodox,11,4,0,False
Josh Shockman,The War Hammer,6.4,235.0,,Southpaw,6,3,0,False
Akira Shoji,No Nickname,5.8,195.0,,Orthodox,14,17,5,False
Liudvik Sholinian,Palmeyros,5.1,135.0,71.0,Orthodox,9,4,1,False
Jack Shore,Tank,5.8,145.0,71.0,Orthodox,17,3,0,False
Landon Showalter,The Show,6.0,185.0,,Orthodox,11,19,1,False
Ivan Shtyrkov,Ural Hulk,6.0,205.0,74.0,Orthodox,15,0,1,False
Brandon Shuey,Big Dawg,5.7,155.0,,Orthodox,7,6,0,False
Ronal Siahaan,Naga Sakti,5.7,125.0,71.0,Southpaw,7,1,0,False
Sam Sicilia,No Nickname,5.8,145.0,67.0,Orthodox,15,8,0,False
Kiril Sidelnikov,No Nickname,5.11,230.0,,Orthodox,11,4,0,False
Serhiy Sidey,No Nickname,5.11,135.0,72.0,Switch,12,2,0,False
Steven Siler,Super,5.11,145.0,70.0,Orthodox,29,16,0,False
Siala Siliga,Mighty Mo,6.1,290.0,,Orthodox,12,5,0,False
Xavier Siller,Young Guns,5.5,125.0,,Orthodox,5,5,0,False
Assuerio Silva,No Nickname,5.1,241.0,,Orthodox,16,8,0,False
Anderson Silva,The Spider,6.2,185.0,77.0,Southpaw,34,11,0,False
Wanderlei Silva,The Axe Murderer,5.11,205.0,74.0,Orthodox,35,13,1,False
Thiago Silva,No Nickname,6.2,205.0,74.0,Orthodox,19,6,0,False
Paulo Cesar Silva,Giant,7.5,385.0,,Orthodox,2,6,0,False
Jean Silva,White Bear,5.6,160.0,,Orthodox,19,12,3,False
Edson Silva,Paredao,,205.0,,Orthodox,14,12,0,False
Sidney Silva,No Nickname,6.3,170.0,,Southpaw,8,4,0,False
Jay Silva,No Nickname,6.2,185.0,,Southpaw,10,11,1,False
Antonio Silva,Bigfoot,6.4,264.0,82.0,Orthodox,19,12,1,False
Fabio Silva,No Nickname,5.11,205.0,,Orthodox,1,8,0,False
Erick Silva,No Nickname,6.0,170.0,74.0,Orthodox,19,9,0,False
Leandro Silva,Buscape,5.9,155.0,72.0,Orthodox,20,6,1,False
Claudio Silva,Hannibal,5.11,170.0,71.0,Southpaw,14,4,0,False
Wagner Silva,Wagnao,6.0,170.0,,Orthodox,6,3,0,False
Rafael Silva,Morcego,5.7,135.0,,Orthodox,28,6,0,False
Joaquim Silva,Netto BJJ,5.8,155.0,69.0,Southpaw,14,6,0,False
Felipe Silva,No Nickname,6.0,155.0,77.0,Orthodox,8,2,0,False
Dayana Silva,No Nickname,5.7,135.0,,Orthodox,7,4,0,False
Bruno Silva,Bulldog,5.4,125.0,65.0,Orthodox,14,7,2,False
Bruno Silva,Blindado,6.0,185.0,74.0,Orthodox,23,13,0,False
Gabriel Silva,No Nickname,5.6,135.0,71.0,Orthodox,8,2,0,False
Jacob Silva,Lil Animal,5.5,125.0,67.0,Orthodox,6,4,0,False
Natalia Silva,No Nickname,5.4,125.0,65.0,Southpaw,19,5,1,False
Jansey Silva,Jones,6.2,185.0,67.0,Orthodox,7,2,0,False
Maria Silva,Viuva Negra,5.3,115.0,64.0,Orthodox,8,1,0,False
Karine Silva,Killer,5.5,125.0,67.0,Orthodox,19,5,0,False
Erik Silva,The King,5.9,145.0,71.0,Orthodox,9,3,0,False
Janaina Silva,Jana-Iron-Hand,5.1,115.0,60.0,Orthodox,5,1,0,False
Jhonata Silva,No Nickname,5.5,125.0,66.0,Orthodox,8,2,0,False
Jean Silva,Lord,5.7,145.0,69.0,Orthodox,16,3,0,False
Danny Silva,El Puma,5.11,145.0,70.0,Switch,10,2,0,False
Frank Silva,De Black,,125.0,,Orthodox,7,1,0,False
Samuel Silva,Caveira,6.0,155.0,72.0,Orthodox,13,5,1,False
Douglas Silva de Andrade,D Silva,5.7,135.0,68.0,Orthodox,29,6,0,False
Leonardo Silva de Oliveira,Cabecao,6.2,185.0,,Orthodox,12,4,0,False
Marcus Silveira,Conan,6.3,242.0,,Orthodox,6,4,0,False
Elias Silverio,Xuxu,5.11,155.0,73.0,Orthodox,13,3,0,False
Sim Kai Xiong,Kobra,5.6,135.0,67.0,Orthodox,7,2,0,False
Jamey Simmons,The Afro Samurai,5.6,135.0,70.0,Orthodox,7,4,0,False
Ricky Simon,No Nickname,5.6,135.0,69.0,Orthodox,22,6,0,False
Aaron Simpson,A-Train,6.0,170.0,73.0,Orthodox,12,5,0,False
Wes Sims,The Project,6.1,260.0,,Orthodox,24,14,1,False
Marlon Sims,No Nickname,,170.0,,Orthodox,3,4,0,False
Tony Sims,No Nickname,5.11,155.0,70.0,Southpaw,12,4,0,False
Everett Sims,Sexual Chocolate,6.5,260.0,77.0,Southpaw,4,1,0,False
Lodune Sincaid,No Nickname,5.9,185.0,,Orthodox,15,9,0,False
Rob Sinclair,No Nickname,5.8,155.0,,Orthodox,13,5,0,False
Rory Singer,Outburst,6.2,185.0,77.0,Orthodox,11,9,0,False
Rana Rudra Pratap Singh,Ashwathama,5.1,135.0,69.0,Orthodox,11,2,0,False
Kiran Singh,Stubborn,5.1,115.0,65.0,Orthodox,7,4,0,False
Elvis Sinosic,The King of Rock n' Rumble,6.3,205.0,77.0,Orthodox,7,11,2,False
Mitchell Sipe,No Dice,6.2,245.0,,Orthodox,4,1,0,False
Gian Siqueira,Pitbull,6.1,170.0,74.0,Orthodox,19,5,0,False
Jeremia Siregar,The Teacher,5.2,125.0,63.0,Orthodox,6,3,0,False
AJ Siscoe,Let's Go,5.7,135.0,,Orthodox,1,2,0,False
Yokthai Sithoar,No Nickname,5.7,143.0,,Orthodox,0,1,0,False
Jeri Sitzes,No Nickname,5.5,125.0,,Orthodox,3,1,0,False
Dennis Siver,No Nickname,5.6,145.0,70.0,Orthodox,23,11,0,False
Chas Skelly,The Scrapper,5.11,145.0,72.0,Orthodox,19,3,0,False
Matt Skelton,No Nickname,6.3,265.0,,Orthodox,0,1,0,False
Zach Skinner,No Nickname,5.6,145.0,,Orthodox,10,11,0,False
Brian Sleeman,No Nickname,5.8,185.0,,Orthodox,9,9,1,False
Joe Slick,No Nickname,6.0,199.0,,Orthodox,16,5,3,False
Ray Sloan,No Nickname,6.1,205.0,,Orthodox,8,1,0,False
Kestutis Smirnovas,No Nickname,5.1,200.0,,Orthodox,24,8,2,False
Maurice Smith,No Nickname,6.2,221.0,,Orthodox,12,14,0,False
Patrick Smith,No Nickname,6.2,225.0,,Orthodox,20,17,0,False
Scott Smith,Hands of Steel,6.0,185.0,70.0,Orthodox,18,11,0,False
Eric Smith,No Nickname,,,,Southpaw,1,1,0,False
Josh Smith,No Nickname,6.0,155.0,,Orthodox,9,8,0,False
David Smith,No Nickname,,155.0,,Orthodox,5,1,0,False
Adam Smith,No Nickname,,,,Orthodox,0,3,0,False
Dillon Smith,No Nickname,6.0,170.0,,Orthodox,0,0,0,False
Trevor Smith,Hot Sauce,6.3,185.0,75.0,Orthodox,15,10,0,False
Anthony Smith,Lionheart,6.4,205.0,76.0,Orthodox,38,22,0,False
Colton Smith,No Nickname,6.0,155.0,71.0,Orthodox,7,4,0,False
Gilbert Smith,No Nickname,5.9,185.0,,Southpaw,12,6,0,False
Leslie Smith,The Peacemaker,5.9,135.0,66.0,Orthodox,10,7,1,False
Devonte Smith,King Kage,5.9,155.0,76.0,Orthodox,11,4,0,False
Cole Smith,The Cole Train,5.11,135.0,67.0,Orthodox,7,2,0,False
Nate Smith,The Savage,5.6,125.0,69.0,Switch,6,1,0,False
Braxton Smith,The Beautiful Monster,5.11,257.0,72.0,Orthodox,5,2,0,False
Elijah Smith,Swift,5.9,135.0,71.0,Orthodox,9,1,0,False
Jacobe Smith,Cobe,5.1,170.0,72.0,Southpaw,11,0,0,False
Walter Smith-Cotito,No Nickname,5.8,135.0,,Orthodox,4,5,0,False
Justin Smitley,No Nickname,,145.0,,Orthodox,10,7,1,False
Dmitrii Smoliakov,The Lifeguard,6.2,253.0,74.0,Switch,9,3,0,False
Louis Smolka,Da Last Samurai,5.9,135.0,68.0,Orthodox,17,9,0,False
Cameron Smotherman,The Baby-Faced Killa,5.9,135.0,69.0,Orthodox,12,6,0,False
Shimon Smotritsky,The Assassin,6.2,170.0,74.0,Orthodox,8,2,0,False
Richie Smullen,No Nickname,5.9,155.0,68.0,Orthodox,3,1,1,False
Devin Smyth,No Nickname,5.1,170.0,72.0,Switch,4,2,0,False
Denis Sobolev,No Nickname,6.3,216.0,,Orthodox,4,7,0,False
Peter Sobotta,No Nickname,6.0,170.0,75.0,Southpaw,17,7,1,False
Renato Sobral,Babalu,6.1,205.0,75.0,Orthodox,37,11,0,False
Rameau Thierry Sokoudjou,The African Assassin,5.1,205.0,78.0,Orthodox,18,18,0,False
Axel Sola,No Nickname,6.2,170.0,74.0,Southpaw,11,0,1,False
Alexander Soldatkin,No Nickname,6.2,250.0,75.0,Orthodox,14,4,0,False
Joe Solecki,No Nickname,5.9,155.0,70.0,Orthodox,13,6,0,False
Chris Solomon,No Nickname,5.11,155.0,,Orthodox,0,0,0,False
Joe Son,No Nickname,5.4,236.0,,Orthodox,0,4,0,False
Paul Song,No Nickname,,185.0,,Orthodox,2,2,0,False
Song Kenan,The Assassin,6.0,170.0,71.0,Orthodox,22,9,0,False
Song Yadong,Kung Fu Kid,5.8,135.0,67.0,Orthodox,22,8,1,False
YoungJae Song,Super Rookie,5.7,145.0,70.0,Orthodox,6,1,1,False
Hyeonjong Song,No Nickname,,135.0,,Orthodox,8,1,0,False
Emrah Sonmez,Anatolian Wolf,5.1,145.0,71.0,Orthodox,14,5,0,False
Chael Sonnen,No Nickname,6.1,205.0,73.0,Southpaw,29,15,1,False
Cody Sons,No Nickname,5.9,205.0,,Orthodox,3,7,0,False
Jin Soo Son,No Nickname,5.6,135.0,69.0,Orthodox,9,4,0,False
Benardo Sopaj,Lion King,5.6,135.0,66.0,Orthodox,12,3,0,False
Emiliano Sordi,He-Man,6.2,205.0,,Orthodox,16,7,0,False
Sean Soriano,No Nickname,5.9,145.0,70.0,Orthodox,14,8,0,False
Punahele Soriano,Puna,5.11,170.0,72.0,Southpaw,11,4,0,False
Hecher Sosa,Guanche Warrior,5.9,135.0,70.0,Orthodox,13,1,0,False
Dmitry Sosnovskiy,Wicked Machine,6.3,240.0,77.0,Orthodox,11,0,0,False
Ben Sosoli,Combat Wombat,6.0,265.0,72.0,Southpaw,7,3,0,False
Krzysztof Soszynski,The Polish Experiment,6.1,205.0,77.0,Open Stance,26,12,1,False
George Sotiropoulos,No Nickname,5.1,155.0,71.0,Orthodox,14,7,0,False
Greg Soto,No Nickname,5.11,170.0,73.0,Orthodox,9,4,0,False
Alex Soto,Extremo,5.8,135.0,,Southpaw,8,3,1,False
Joe Soto,One Bad Mofo,5.6,135.0,65.0,Orthodox,18,7,0,False
Mario Soto,Dr. Mario,6.0,145.0,,Orthodox,7,2,0,False
Andre Soukhamthath,The Asian Sensation,5.9,135.0,70.0,Orthodox,13,8,0,False
Mario Sousa,Coracao Valente,6.3,185.0,79.0,Orthodox,15,3,0,False
Manoel Sousa,Manumito,5.9,155.0,70.0,Orthodox,13,1,0,False
Bobby Southworth,No Nickname,6.2,205.0,,Orthodox,10,6,0,False
Jacare Souza,No Nickname,6.1,185.0,72.0,Orthodox,26,10,0,False
Edimilson Souza,Kevin,6.0,145.0,74.0,Orthodox,15,5,0,False
Livinha Souza,The Brazilian Gangsta,5.3,115.0,63.0,Orthodox,14,4,0,False
Bruno Souza,The Tiger,5.1,145.0,70.0,Orthodox,10,3,0,False
Ketlen Souza,Esquentadinha,5.3,115.0,63.0,Orthodox,15,6,0,False
Heraldo Souza,Savage,5.11,185.0,73.0,Orthodox,9,2,1,False
Charon Spain,No Nickname,5.9,155.0,,Orthodox,14,26,0,False
Chris Spang,The Kiss,6.2,170.0,,Orthodox,6,3,0,False
Andreas Spang,Sweet Swede,6.1,185.0,,Orthodox,9,3,0,False
Ryan Spann,Superman,6.5,205.0,79.0,Orthodox,23,11,0,False
Ron Sparks,The Monster,6.5,265.0,,Orthodox,8,3,0,False
Tommy Speer,No Nickname,5.1,170.0,71.0,Orthodox,21,7,0,False
Patrick Speight,No Nickname,6.1,170.0,,Orthodox,7,3,0,False
Sean Spencer,Black Magic,5.1,170.0,74.0,Orthodox,12,6,0,False
Felicia Spencer,FeeNom,5.6,145.0,68.0,Orthodox,9,3,0,False
Sam Spengler,The Ram,5.11,185.0,,Orthodox,9,5,0,False
Nick Sperling,No Nickname,,135.0,,Orthodox,3,4,0,False
Mario Sperry,Zen Machine,6.2,205.0,,Orthodox,13,4,0,False
Eric Spicely,Zebrinha,6.1,185.0,73.0,Orthodox,12,6,0,False
Waachiim Spiritwolf,Native Warrior,5.8,170.0,,Orthodox,12,13,1,False
Daniel Spitz,No Nickname,6.7,245.0,82.0,Orthodox,6,3,0,False
Serghei Spivac,Polar Bear,6.3,260.0,78.0,Orthodox,17,6,0,False
Daniel Spohn,Dragon,6.4,205.0,79.0,Southpaw,15,6,0,False
Pete Spratt,The Secret Weapon,5.9,170.0,,Orthodox,25,23,0,False
Austin Springer,No Nickname,5.8,145.0,71.0,Orthodox,12,4,0,False
Georges St-Pierre,Rush,5.11,185.0,76.0,Orthodox,26,2,0,False
Bobby Stack,No Nickname,5.9,155.0,,Orthodox,8,3,0,False
Andreas Stahl,Real Steel,5.11,170.0,,Orthodox,10,4,0,False
Ron Stallings,The Choir Boy,6.2,170.0,75.0,Southpaw,14,8,0,False
Cody Stamann,The Spartan,5.6,135.0,64.0,Orthodox,21,8,1,False
Cristina Stanciu,Barbie,5.3,115.0,,Orthodox,5,2,0,False
Brian Stann,All American,6.1,205.0,74.0,Orthodox,12,6,0,False
Josh Stansbury,The Sandman,6.2,205.0,74.0,Orthodox,4,8,0,False
Dion Staring,Soldier,6.1,235.0,,Orthodox,35,14,0,False
Lucas Stark,No Nickname,,155.0,,Orthodox,1,5,0,False
Clifford Starks,No Nickname,6.0,185.0,78.0,Orthodox,13,3,0,False
Kalib Starnes,No Nickname,6.3,185.0,74.0,Orthodox,17,11,1,False
Laureano Staropoli,Pepi,6.1,185.0,71.0,Orthodox,9,5,0,False
Damian Stasiak,Webster,5.5,135.0,70.0,Orthodox,10,6,0,False
Adam Steele,No Nickname,,170.0,,Orthodox,0,1,0,False
Dominique Steele,Non-Stop Action-Packed,5.1,170.0,74.0,Orthodox,14,9,0,False
Ricky Steele,The Karate Kid,5.9,135.0,74.0,Orthodox,6,0,0,False
Kody Steele,No Nickname,5.9,155.0,71.0,Orthodox,7,1,0,False
Eric Steenberg,No Nickname,,155.0,,Orthodox,5,1,0,False
Steve Steinbeiss,The Hooligan,6.3,185.0,75.0,Orthodox,9,4,0,False
Ray Steinbeiss,Ipswitch Cobra,5.11,170.0,,Orthodox,14,7,0,False
Dmitri Stepanov,No Nickname,6.3,217.0,,Orthodox,0,1,0,False
Jeremy Stephens,Lil' Heathen,5.9,155.0,71.0,Orthodox,28,20,0,False
Aljamain Sterling,Funk Master,5.7,145.0,71.0,Orthodox,25,5,0,False
Marc Stevens,No Nickname,5.9,155.0,,Orthodox,21,10,0,False
Joe Stevenson,Daddy,5.7,145.0,70.0,Orthodox,33,16,0,False
Maia Stevenson,No Nickname,5.4,115.0,62.0,Orthodox,6,5,0,False
Luke Stewart,No Nickname,5.11,170.0,,Orthodox,6,3,0,False
Darren Stewart,The Dentist,6.0,205.0,74.0,Orthodox,12,8,0,False
Kyle Stewart,Gunz Up,6.0,170.0,76.0,Orthodox,11,3,0,False
Alex Stiebling,The Brazilian Killa,6.2,205.0,,Southpaw,19,11,1,False
Tyler Stinson,The Evolution,6.3,170.0,,Orthodox,30,10,0,False
Navajo Stirling,No Nickname,6.4,205.0,79.0,Orthodox,7,0,0,False
Dan Stittgen,The Anvil,6.1,170.0,,Orthodox,12,5,0,False
Lazar Stojadinovic,The Bronx Bomber,5.7,145.0,68.0,Southpaw,12,5,0,False
Denis Stojnic,No Nickname,6.0,245.0,,Orthodox,13,3,0,False
Julija Stoliarenko,No Nickname,5.7,125.0,66.0,Orthodox,11,10,2,False
Dustin Stoltzfus,No Nickname,6.0,185.0,75.0,Orthodox,16,8,0,False
Niklas Stolze,Green Mask,6.1,155.0,74.0,Switch,12,6,0,False
Ken Stone,No Nickname,5.8,135.0,71.0,Southpaw,11,4,0,False
Ryan Stonitsch,No Nickname,5.9,170.0,,Southpaw,8,1,0,False
George Stork,No Nickname,5.1,185.0,,Orthodox,7,9,0,False
Rick Story,The Horror,5.9,170.0,71.0,Southpaw,19,9,0,False
Darko Stosic,No Nickname,6.0,205.0,76.0,Orthodox,13,4,0,False
Greg Stott,Ranger,5.7,220.0,,Southpaw,0,1,0,False
Curtis Stout,No Nickname,6.1,185.0,,Southpaw,11,12,1,False
Sam Stout,Hands of Stone,5.9,155.0,70.0,Orthodox,20,12,1,False
Tim Stout,No Nickname,5.11,185.0,,Orthodox,12,10,0,False
Jesse Strader,Sui Generis,5.7,135.0,70.0,Orthodox,5,3,0,False
Gennaro Strangis,No Nickname,,,,Orthodox,0,1,0,False
Dave Strasser,No Nickname,5.1,170.0,,Orthodox,25,8,0,False
Daniel Straus,No Nickname,5.7,145.0,71.0,Orthodox,24,7,0,False
Gerald Strebendt,The Finishing Machine,5.9,155.0,,Orthodox,9,7,0,False
Sean Strickland,No Nickname,6.1,185.0,76.0,Orthodox,29,7,0,False
Mark Striegl,Mugen,5.8,145.0,70.0,Southpaw,18,4,0,False
Hans Stringer,No Nickname,6.3,205.0,,Orthodox,22,8,3,False
Stefan Struve,Skyscraper,6.11,265.0,84.0,Orthodox,33,13,0,False
Josh Stuart,No Nickname,5.9,160.0,,Orthodox,1,4,0,False
Mike Stumpf,No Nickname,5.1,170.0,,Orthodox,11,4,0,False
Kyle Sturgeon,No Nickname,6.3,225.0,,Switch,0,1,0,False
Tatiana Suarez,No Nickname,5.5,115.0,66.0,Southpaw,12,1,0,False
Masanori Suda,No Nickname,5.9,183.0,,Orthodox,22,11,3,False
Genki Sudo,Neo-Samurai,5.9,155.0,,Orthodox,15,4,2,False
Lucasz Sudolski,No Nickname,6.4,205.0,75.0,Orthodox,8,1,0,False
Daisuke Sugie,Amazon,5.6,160.0,,Orthodox,10,8,1,False
Takashi Sugiura,No Nickname,5.11,225.0,,Southpaw,1,3,0,False
Naho Sugiyuma,Sugi Rock,5.1,105.0,,Orthodox,12,5,0,False
 Sulangrangbo,No Nickname,5.9,135.0,66.0,Southpaw,10,3,0,False
George Sullivan,The Silencer,6.0,170.0,73.0,Orthodox,17,7,0,False
Amar Suloev,No Nickname,5.9,183.0,,Orthodox,24,7,0,False
Magomed Sultanakhmedov,No Nickname,6.2,185.0,,Southpaw,18,6,0,False
Justin Sumter,No Nickname,6.2,185.0,80.0,Southpaw,7,3,0,False
 Sumudaerji,The Tibetan Eagle,5.8,125.0,72.0,Southpaw,18,7,0,False
Rama Supandhi,Hellboy,5.5,125.0,66.0,Southpaw,8,4,0,False
Aji Susilo,No Nickname,5.1,155.0,,Orthodox,6,4,0,False
Baisangur Susurkaev,Hunter,6.2,185.0,79.0,Orthodox,10,0,0,False
Louie Sutherland,Vanilla Gorilla,6.3,264.0,76.0,Orthodox,10,3,0,False
