"Status","","'=","in Betrieb",""
"","","'=","genehmigt, noch nicht in Betrieb",""


"Zuständige Dienststelle","Standortgemeinde","Hersteller","Typbezeichnung des Herstellers","Generatorleistung [MW]","Nabenhöhe [m]","Rotordurchmesser [m]","Status","Inbetriebnahmedatum","Stilllegedatum","Ost","Nord","Herkunft der Daten","Stand der Daten"
"Landratsamt Ortenaukreis","Zell Unterharmersbach","Enercon","E 115","3,00","149,00","115,00","in Betrieb","21.09.2018",,"435626","5353917","LUBW      ","2025"
"Landratsamt Ortenaukreis","Gengenbach","Enercon","E-115","3,00","149,00","115,70","in Betrieb","29.06.2017",,"424524","5357819","LUBW      ","2025"
"Landratsamt Ortenaukreis","Gengenbach","Enercon","E-115","3,00","149,00","115,70","in Betrieb","31.05.2017",,"424430","5356332","LUBW      ","2025"
"Landratsamt Ortenaukreis","Gengenbach","Enercon","E-115","3,00","149,00","115,70","in Betrieb","31.05.2017",,"424487","5358679","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hohberg","Enercon","E-115","3,00","149,00","115,70","in Betrieb","18.05.2017",,"424265","5358121","LUBW      ","2025"
"Landratsamt Ortenaukreis","Gutach","Enercon","E-115","3,00","149,00","115,00","in Betrieb","13.02.2020",,"443882","5343430","LUBW      ","2025"
"Landratsamt Ortenaukreis","Seelbach","Enercon","Enercon E-138 EP3  E2","4,20","160,00","138,00","in Betrieb","07.02.2024",,"423984","5350758","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hausach","Enercon","E-138 EP3 E2","4,20","159,40","138,60","in Betrieb","17.03.2021",,"440260","5351141","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hausach","Enercon","E-138 EP3 E2","4,20","159,40","138,60","in Betrieb","25.04.2021",,"440062","5352678","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hausach","Enercon","E-138 EP3 E2","4,20","159,40","138,60","in Betrieb","25.04.2021",,"439750","5353433","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hausach","Enercon","E-138 EP3 E2","4,20","159,40","138,60","in Betrieb","01.06.2021",,"439339","5353752","LUBW      ","2025"
"Landratsamt Ortenaukreis","Ettenheim","Enercon","E 160 EP 5 E 3","5,56","166,60","160,00","in Betrieb","24.10.2025",,"417610","5346090","LUBW      ","2025"
"Landratsamt Ortenaukreis","Ettenheim","Enercon","E 160 EP 5 E 3","5,56","166,60","160,00","in Betrieb","24.10.2025",,"417762","5346935","LUBW      ","2025"
"Landratsamt Ortenaukreis","Schuttertal","Enercon GmbH","E 101","3,00","135,40","101,00","in Betrieb","01.11.2013",,"424328","5342797","LUBW      ","2025"
"Landratsamt Ortenaukreis","Gutach","Enercon","E 101","3,05","149,00","101,00","in Betrieb","20.10.2015",,"438180","5341223","LUBW      ","2025"
"Landratsamt Ortenaukreis","Gutach","Enercon","E 101","3,05","149,00","101,00","in Betrieb","05.10.2015",,"438570","5341714","LUBW      ","2025"
"Landratsamt Ortenaukreis","Gutach","Enercon","E 115","3,00","149,00","115,70","in Betrieb","16.09.2016",,"438402","5340696","LUBW      ","2025"
"Landratsamt Waldshut","Häusern","Vestas","V126","3,45","149,00","126,00","in Betrieb","12.09.2023",,"437911","5290631","LUBW      ","2025"
"Landratsamt Waldshut","Häusern","Vestas","V126","3,45","149,00","126,00","in Betrieb","12.09.2023",,"438241","5290518","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","NEG Micon Deutschland GmbH","NEG Micon NM750/48","0,75","60,00","48,20","in Betrieb","01.12.2000",,"539168","5361259","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","NEG Micon Deutschland GmbH","NEG Micon NM750/48","0,75","60,00","48,20","in Betrieb","01.12.2000",,"539128","5361066","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","NEG Micon Deutschland GmbH","Enercon E48/800","0,80","75,60","48,00","in Betrieb","18.04.2006",,"538889","5361034","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","Enercon","E-175 EP5","6,00","162,00","175,00","in Betrieb","09.09.2025",,"544796","5362618","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","Enercon","E-175 EP5","6,00","162,00","175,00","in Betrieb","29.08.2025",,"545521","5362711","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","Enercon","E-175 EP5","6,00","162,00","175,00","in Betrieb","23.09.2025",,"545192","5362212","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","Enercon","E-175 EP5","6,00","162,00","175,00","in Betrieb","03.09.2025",,"545716","5362307","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","Enercon","E-175 EP5","6,00","162,00","175,00","in Betrieb","27.09.2025",,"545004","5360879","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","Enercon","E-175 EP5","6,00","162,00","175,00","in Betrieb","27.09.2025",,"545549","5360982","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","NEG Micon Deutschland GmbH","NEG Micon NM750/48","0,75","60,00","48,00","in Betrieb","01.12.2000",,"541228","5361619","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","NEG Micon Deutschland GmbH","NEG Micon NM750/48","0,75","60,00","48,00","in Betrieb","01.12.2000",,"540746","5361404","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen","NEG Micon Deutschland GmbH","NEG Micon NM750/48","0,75","60,00","48,00","in Betrieb","01.12.2000",,"540728","5361194","LUBW      ","2025"
"Landratsamt Zollernalbkreis","Burladingen","NEG Micon Deutschland GmbH","NEG Micon NM 600/48","0,60","46,00","43,00","in Betrieb","04.12.1995",,"511034","5357462","LUBW      ","2025"
"Landratsamt Zollernalbkreis","Burladingen","NEG Micon Deutschland GmbH","NEG Micon NM 600/48","0,60","46,00","43,00","in Betrieb","04.12.1995",,"511224","5357244","LUBW      ","2025"
"Landratsamt Zollernalbkreis","Burladingen","NEG Micon Deutschland GmbH","NEG Micon NM 600/48","0,60","46,00","43,00","in Betrieb","04.12.1995",,"511379","5357347","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Westerheim","Repower Systems","Repower MD77","1,50","61,50","77,00","in Betrieb","01.12.2002",,"546379","5375653","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Westerheim","Repower Systems","Repower MD77","1,50","61,50","77,00","in Betrieb","01.12.2002",,"546966","5375728","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen-Ingstetten","NEG Micon","NM 48/750","0,75","70,00","48,00","in Betrieb","07.07.1999",,"546657","5359969","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen-Ingstetten","NEG Micon","NM 48/750","0,75","70,00","48,00","in Betrieb","01.07.1999",,"546641","5360145","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Amstetten-Dorf","DeWind","DeWind D4","0,60","70,00","48,00","in Betrieb","01.09.1998",,"562272","5379974","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Amstetten-Dorf","DeWind","DeWind D4","0,60","70,00","48,00","in Betrieb","01.09.1998",,"562317","5379698","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Amstetten-Dorf","DeWind","DeWind D4","0,60","70,00","48,00","in Betrieb","01.09.1998",,"562017","5379548","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Amstetten-Dorf","DeWind","DeWind D4","0,60","70,00","48,00","in Betrieb","01.09.1998",,"562219","5379411","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Westerheim","Südwind","Südwind S70","1,50","65,00","70,00","in Betrieb","01.10.2001",,"546472","5376054","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Amstetten-Dorf","AnBonus","AnBonus 1,3 MW/62","1,30","80,00","62,00","in Betrieb","01.11.2002",,"561892","5379801","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Lonsee-Ettlenschieß","Vestas","V90","2,00","125,00","90,00","in Betrieb","01.02.2012",,"569482","5379978","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Berghülen","Enercon","E82 ","2,00","98,30","82,00","in Betrieb","01.11.2009",,"555204","5366123","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Nellingen-Oppingen","Tacke ","TW 600a","0,60","60,00","46,00","in Betrieb","01.11.1999",,"560217","5376207","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Nellingen-Oppingen","Tacke","TW 600a","0,60","60,00","46,00","in Betrieb","01.11.1999",,"560468","5376134","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Lonsee-Ettlenschieß","Vestas","V47","0,66","76,00","47,00","in Betrieb","01.03.2002",,"569122","5380413","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Lonsee-Ettlenschieß","Vestas","V47","0,66","76,00","47,00","in Betrieb","01.03.2002",,"569355","5380421","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Lonsee-Ettlenschieß","Vestas","V47","0,66","76,00","47,00","in Betrieb","01.03.2002",,"569278","5380146","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Lonsee-Ettlenschieß","Vestas","V47","0,66","76,00","47,00","in Betrieb","01.03.2002",,"568931","5380183","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Berghülen","Enercon","E82 E2","2,00","138,38","82,00","in Betrieb","23.11.2012",,"556140","5366444","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Berghülen","Enercon","E82 E2","2,00","138,38","82,00","in Betrieb","30.11.2012",,"556417","5366747","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Berghülen","Enercon","E82 E2","2,00","138,38","82,00","in Betrieb","30.11.2012",,"556505","5366384","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Neenstetten","Repower Systems","Repower MM92","2,00","100,00","92,00","in Betrieb","12.01.2008",,"574404","5376313","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Neenstetten","Repower Systems","Repower MM92","2,00","100,00","92,00","in Betrieb","16.01.2008",,"574467","5376036","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Holzkirch","Repower Systems","Repower MM92","2,00","100,00","92,00","in Betrieb","26.01.2008",,"574387","5375769","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen-Ingstetten","NEG Micon","NM 750","0,75","70,00","48,00","in Betrieb","01.11.2000",,"546033","5360311","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen-Ingstetten","NEG Micon","NM 750","0,75","70,00","48,00","in Betrieb","01.11.2000",,"546048","5360044","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen-Ingstetten","NEG Micon","NM 750","0,75","70,00","48,00","in Betrieb","01.11.2000",,"546067","5359640","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Dornstadt-Tomerdingen","Vestas ","V82","1,50","93,60","82,00","in Betrieb","01.01.2007",,"564375","5369662","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Blaustein-Bermaringen","Vestas","V82","1,50","108,60","82,00","in Betrieb","01.01.2007",,"563561","5369213","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Blaustein-Bermaringen","Vestas","V82","1,50","108,60","82,00","in Betrieb","01.01.2007",,"564222","5369267","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Blaustein-Bermaringen","Vestas","V82","1,50","108,60","82,00","in Betrieb","01.01.2007",,"563818","5368927","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Laichingen-Suppingen","NEG Micon","NM 750/48","0,75","70,00","48,00","in Betrieb","01.09.2000",,"553519","5366909","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Laichingen-Suppingen","NEG Micon","NM 750/48","0,75","70,00","48,00","in Betrieb","01.09.2000",,"553482","5366714","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Blaubeuren-Seißen","Enercon","E40 /6.44","0,60","77,90","44,00","in Betrieb","29.10.2002",,"555931","5365341","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Dornstadt-Tomerdingen","Nordex","Nordex  N117/2400 PH141","2,40","140,60","116,80","in Betrieb","01.10.2013",,"564798","5369254","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Dornstadt-Tomerdingen","Nordex","Nordex  N117/2400 PH141","2,40","140,60","116,80","in Betrieb","01.10.2013",,"565169","5369006","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Blaustein-Bermaringen","Nordex","Nordex  N117/2400 PH141","2,40","140,60","116,80","in Betrieb","01.10.2013",,"564480","5368523","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Berghülen","Nordex","N117","2,40","140,60","116,80","in Betrieb","12.12.2017",,"555471","5365853","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Dornstadt","Nordex","N117","2,40","140,60","116,80","in Betrieb","19.05.2017",,"563724","5369692","LUBW      ","2025"
"Landratsamt Ortenaukreis","Mühlenbach","Enercon","E 101","3,05","149,00","101,00","in Betrieb","02.10.2015",,"438786","5342220","LUBW      ","2025"
"Landratsamt Ortenaukreis","Mühlenbach","Enercon","E 115","3,00","149,00","115,70","in Betrieb","24.06.2016",,"438514","5344386","LUBW      ","2025"
"Landratsamt Ortenaukreis","Mühlenbach","Enercon","E 115","3,00","149,00","115,70","in Betrieb","30.06.2016",,"438637","5343646","LUBW      ","2025"
"Landratsamt Ortenaukreis","Sasbachwalden","Enercon ","E 70","2,30","84,50","71,00","in Betrieb","28.10.2015",,"441153","5384119","LUBW      ","2025"
"Landratsamt Ortenaukreis","Fischerbach","Enercon","E-115","3,00","149,00","115,00","in Betrieb","18.09.2018",,"435417","5353523","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg","Jacobs","MD 77","1,50","100,00","77,00","in Betrieb","01.01.2003",,"447832","5336865","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg","Jacobs","MD 77","1,50","100,00","77,00","in Betrieb","01.01.2003",,"447877","5336500","LUBW      ","2025"
"Landratsamt Rottweil","Dornhan","NEG micon NM 82/1500",,"1,50","106,75","82,00","in Betrieb","01.01.2003",,"466683","5356850","LUBW      ","2025"
"Landratsamt Rottweil","Dunningen","ENERCON","E40/5.40","0,50","65,00","40,30","in Betrieb","01.01.2000",,"464558","5340983","LUBW      ","2025"
"Landratsamt Rottweil","Zimmern","NORDEX ","N50/800","0,80","68,00","50,00","in Betrieb","01.01.2000",,"467077","5336435","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg","ENERCON","66/18.70","1,80","98,00","70,00","in Betrieb","01.01.2002",,"448418","5337405","LUBW      ","2025"
"Landratsamt Rottweil","Sulz","VESTAS","V44","0,60","63,00","44,00","in Betrieb","01.01.2000",,"468589","5360348","LUBW      ","2025"
"Landratsamt Rottweil","Sulz","ENERCON","E-40/6.44","0,60","78,00","44,00","in Betrieb","01.01.2003",,"469335","5360552","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg","NEC Micon ","NM 900752","0,90","73,80","52,20","in Betrieb","01.01.2002",,"463505","5345186","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg","NEG Micon","NM 900/52","0,90","73,80","52,20","in Betrieb","01.01.2002",,"463390","5345926","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg","NEG Micon","NM 900/52","0,90","73,80","52,20","in Betrieb","01.01.2002",,"463442","5345624","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg","NEG Micon","NM 900/52","0,90","73,80","52,20","in Betrieb","01.01.2002",,"463750","5346344","LUBW      ","2025"
"Landratsamt Rottweil","Fluorn-Winzeln","REpower Systems AG","REpower MD 77","1,50","85,00","77,00","in Betrieb","01.01.2004",,"463297","5350187","LUBW      ","2025"
"Landratsamt Rottweil","Fluorn-Winzeln","REpower Systems AG","REpower MD 77","1,50","85,00","77,00","in Betrieb","01.01.2004",,"463441","5349944","LUBW      ","2025"
"Landratsamt Rottweil","Dunningen","ENERCON ","E-66/15.66","1,50","85,00","66,00","in Betrieb","01.01.2000",,"464869","5341043","LUBW      ","2025"
"Landratsamt Rottweil","Dunningen","ENERCON","E66/15.66","1,50","85,00","66,00","in Betrieb","01.01.2000",,"465268","5340835","LUBW      ","2025"
"Landratsamt Rottweil","Tennenbronn","Vestas","V90-2MW","2,00","105,00","90,00","in Betrieb","01.01.2005",,"452998","5335593","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg-Tennenbronn","Nordex","N117/2400","2,40","140,60","116,80","in Betrieb","27.06.2017",,"450794","5334919","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg","Vestas","V 136-4.2 MW","4,20","149,00","136,00","in Betrieb","31.05.2021",,"448986","5340216","LUBW      ","2025"
"Landratsamt Rottweil","Lauterbach","Vestas","V 136-4.2 MW","4,20","149,00","136,00","in Betrieb","20.05.2021",,"448604","5340463","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg-Tennenbronn","ENERCON","E-115","3,00","150,80","115,00","in Betrieb","30.12.2016",,"448631","5335974","LUBW      ","2025"
"Landratsamt Rottweil","Schramberg-Tennenbronn","ENERCON","E-115","3,00","150,80","115,00","in Betrieb","16.12.2016",,"448819","5335668","LUBW      ","2025"
"Landratsamt Tuttlingen","Geisingen","Vestas","Vestas V44H / 600 KW- 61,3 Turm","0,60","61,30","44,00","in Betrieb","08.10.1997",,"476404","5301823","LUBW      ","2025"
"Landratsamt Tuttlingen","Geisingen","Vestas","Vestas V44H  / 600 KW- 61,3 Turm","0,60","61,30","44,00","in Betrieb","08.10.1997",,"476714","5301852","LUBW      ","2025"
"Landratsamt Tuttlingen","Geisingen","Vestas","Vestas V44H / 600 KW- 61,3 Turm","0,60","61,30","44,00","in Betrieb","08.10.1997",,"476990","5301873","LUBW      ","2025"
"Landratsamt Tuttlingen","Tuttlingen (Eßlingen)","Vestas","V150-4.2MW","4,20","166,00","150,00","in Betrieb","26.07.2023",,"477521","5315031","LUBW      ","2025"
"Landratsamt Tuttlingen","Tuttlingen (Eßlingen)","Vestas","V150-4.2MW","4,20","166,00","150,00","in Betrieb","22.06.2023",,"477981","5314408","LUBW      ","2025"
"Landratsamt Tuttlingen","Immendingen(Immendingen)","Vestas","V150-4.2MW","4,20","166,00","150,00","in Betrieb","22.06.2023",,"478240","5314086","LUBW      ","2025"
"Landratsamt Tuttlingen","Immendingen(Immendingen)","Vestas","V150-4.2MW","4,20","166,00","150,00","in Betrieb","30.06.2023",,"478333","5313637","LUBW      ","2025"
"Landratsamt Tuttlingen","Immendingen(Immendingen)","Vestas","V150-4.2MW","4,20","166,00","150,00","in Betrieb","14.07.2023",,"478567","5313328","LUBW      ","2025"
"Landratsamt Tuttlingen","Immendingen","Vestas","V126","3,30","137,00","126,00","in Betrieb","04.11.2017",,"475735","5312542","LUBW      ","2025"
"Landratsamt Tuttlingen","Immendingen","Vestas","V126","3,30","137,00","126,00","in Betrieb","27.10.2017",,"475717","5312151","LUBW      ","2025"
"Landratsamt Tuttlingen","Immendingen","Vestas","V126","3,30","137,00","126,00","in Betrieb","19.10.2017",,"475608","5311738","LUBW      ","2025"
"Landratsamt Tuttlingen","Immendingen","Vestas","V126","3,30","137,00","126,00","in Betrieb","11.10.2017",,"475912","5311480","LUBW      ","2025"
"Landratsamt Tuttlingen","Immendingen","Vestas","V126","3,30","137,00","126,00","in Betrieb","20.10.2017",,"476332","5311287","LUBW      ","2025"
"Landratsamt Tuttlingen","Renquishausen","Plenum GmbH","Get 41","0,60","50,00","41,00","in Betrieb","04.10.1994",,"491252","5326076","LUBW      ","2025"
"Landratsamt Tuttlingen","Renquishausen","Plenum GmbH","Get 41","0,60","50,00","41,00","in Betrieb","04.10.1994",,"491412","5326314","LUBW      ","2025"
"Landratsamt Tuttlingen","Renquishausen","Plenum GmbH","Get 41","0,60","50,00","41,00","in Betrieb","04.10.1994",,"490546","5326125","LUBW      ","2025"
"Landratsamt Konstanz","Gemarkung Wiechs, Flurstück 2170","Nordex","N 131","3,30","134,00","131,00","in Betrieb","16.05.2017",,"472257","5291098","LUBW      ","2025"
"Landratsamt Konstanz","Gemarkung Wiechs, Flurstück 2296","Nordex","N 131","3,30","134,00","131,00","in Betrieb","23.05.2017",,"472685","5290662","LUBW      ","2025"
"Landratsamt Konstanz","Gemarkung Wiechs, Flurstück 2312/2313","Nordex ","N 131","3,30","134,00","131,00","in Betrieb","12.05.2017",,"472225","5290167","LUBW      ","2025"
"Landratsamt Lörrach","Fröhnd","Enercon GmbH"," E-70 E4","2,00","85,00","71,00","in Betrieb","01.06.2005",,"414079","5290809","LUBW      ","2025"
"Landratsamt Lörrach","Gersbach","Enercon","E-115","3,00","149,00","115,00","in Betrieb","29.12.2016",,"419456","5284427","LUBW      ","2025"
"Landratsamt Lörrach","Gersbach","Enercon","E-115","3,00","149,00","115,00","in Betrieb","22.12.2016",,"419561","5284872","LUBW      ","2025"
"Landratsamt Lörrach","Gersbach","Enercon","E-115","3,00","149,00","115,00","in Betrieb","23.12.2016",,"420134","5284585","LUBW      ","2025"
"Landratsamt Lörrach","Gersbach","Enercon","E-115","3,00","149,00","115,00","in Betrieb","31.01.2017",,"420124","5285358","LUBW      ","2025"
"Landratsamt Lörrach","Gersbach","Enercon","E-115","3,00","149,00","115,00","in Betrieb","28.12.2016",,"421022","5285744","LUBW      ","2025"
"Landratsamt Lörrach","Hasel","Vestas","V 126","3,30","149,00","126,00","in Betrieb","20.10.2017",,"418627","5280823","LUBW      ","2025"
"Landratsamt Lörrach","Hasel","Vestas","V 126","3,30","149,00","126,00","in Betrieb","29.10.2017",,"418636","5281179","LUBW      ","2025"
"Landratsamt Lörrach","Hasel","Vestas","V 126","3,30","149,00","126,00","in Betrieb","10.11.2017",,"418529","5281514","LUBW      ","2025"
"Landratsamt Waldshut","Bonndorf","Enercon GmbH","Enercon E48","0,80","77,70","44,00","in Betrieb","01.11.2006",,"452369","5296020","LUBW      ","2025"
"Landratsamt Waldshut","Bonndorf","Enercon GmbH","Enercon E40","0,50","65,00","20,00","in Betrieb","01.10.1999",,"451191","5297047","LUBW      ","2025"
"Landratsamt Enzkreis","Neuenbürg-Waldrennach","NORDEX, Rostock","NORDEX N149 4.5","4,50","164,00","149,00","in Betrieb","22.07.2024",,"470377","5407414","LUBW      ","2025"
"Landratsamt Freudenstadt","Bad Rippoldsau-Schapbach","Vestas","V 90","2,00","105,00","90,00","in Betrieb","01.07.2007",,"447145","5360829","LUBW      ","2025"
"Landratsamt Freudenstadt","Bad Rippoldsau-Schapbach","Vestas","V 90","2,00","105,00","90,00","in Betrieb","01.07.2007",,"447201","5361062","LUBW      ","2025"
"Landratsamt Freudenstadt","Bad Rippoldsau-Schapbach","Vestas","V 90","2,00","105,00","90,00","in Betrieb","01.07.2007",,"447144","5361293","LUBW      ","2025"
"Landratsamt Freudenstadt","Schopfloch","ENERCON","E-82 E2","2,00","138,38","82,00","in Betrieb","01.12.2012",,"467333","5361312","LUBW      ","2025"
"Landratsamt Freudenstadt","Glatten","ENERCON","E-40/6.44/E2","0,60","77,50","44,00","in Betrieb","01.11.2000",,"465247","5365871","LUBW      ","2025"
"Landratsamt Freudenstadt","Eutingen","Nordex","N-43 / 600","0,60","60,00","43,00","in Betrieb","01.11.1998",,"485722","5368443","LUBW      ","2025"
"Landratsamt Freudenstadt","Loßburg","Vestas","V52-850 KW","0,80","74,50","50,00","in Betrieb","01.07.2001",,"458921","5359977","LUBW      ","2025"
"Landratsamt Freudenstadt","Loßburg","Vestas","V52-850 KW","0,80","74,50","50,00","in Betrieb","01.07.2001",,"458950","5360186","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Vestas","V90","2,00","125,00","90,00","in Betrieb","01.07.2007",,"459868","5384250","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Vestas","V90","2,00","125,00","90,00","in Betrieb","01.07.2007",,"460080","5384013","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Vestas","V90","2,00","125,00","90,00","in Betrieb","01.07.2007",,"460318","5384275","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Vestas","V90","2,00","125,00","90,00","in Betrieb","01.07.2007",,"460421","5384001","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Vestas","V90","2,00","125,00","90,00","in Betrieb","01.07.2007",,"460026","5384528","LUBW      ","2025"
"Landratsamt Freudenstadt","Alpirsbach","Enercon ","Enercon E-70 E 4","2,30","113,50","71,00","in Betrieb","13.12.2013",,"461575","5353511","LUBW      ","2025"
"Landratsamt Freudenstadt","Bad Rippoldsau-Schapbach-Schapbach","ENERCON GmbH ","Enercon E-92","2,35","138,38","92,00","in Betrieb","27.11.2015",,"446977","5361564","LUBW      ","2025"
"Landratsamt Freudenstadt","Grömbach","VESTAS","V136","3,45","166,00","136,00","in Betrieb","29.01.2025",,"463873","5378190","LUBW      ","2025"
"Landratsamt Freudenstadt","Grömbach","VESTAS","V136","3,45","166,00","136,00","in Betrieb","29.01.2025",,"464349","5377850","LUBW      ","2025"
"Landratsamt Freudenstadt","Bad Rippoldsau-Schapbach, Gewann Füllebel","Enercon","E-138 EP3 E2","4,20","160,00","138,25","in Betrieb","30.01.2025",,"446595","5361827","LUBW      ","2025"
"Stadt Freiburg i.Br.","Freiburg","ENERCON","E-138 EP3 E2","4,20","160,00","138,00","in Betrieb","06.12.2024",,"416021","5307726","LUBW      ","2025"
"Stadt Freiburg i.Br.","Stadt Freiburg i. Br.","Enercon GmbH","E-138 EP3 E3","4,26","160,00","138,25","in Betrieb","21.03.2025",,"416450","5309610","LUBW      ","2025"
"Stadt Freiburg i.Br.","Stadt Freiburg i. Br.","Enercon GmbH","E-160 EP5 E3","5,56","166,00","160,00","in Betrieb","21.03.2025",,"417030","5309591","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","Lenzkirch","Nordex","S77","1,50","85,00","77,00","in Betrieb","01.01.2003",,"440935","5298346","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","St. Peter","Enercon","E-101","3,00","135,50","101,00","in Betrieb","01.12.2013",,"430467","5323321","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","St. Peter","Enercon","E-101","3,00","135,50","101,00","in Betrieb","01.12.2013",,"430099","5323373","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","St. Peter","Enercon","E-70 E4","2,30","113,50","71,00","in Betrieb","19.08.2010",,"430502","5322940","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","St. Peter","Enercon","E-70 E4","2,00","85,00","71,00","in Betrieb","17.11.2006",,"430762","5322473","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","St. Peter","Enercon","E-70 E4","2,00","85,00","71,00","in Betrieb","17.11.2006",,"430773","5322863","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","St. Peter","Enercon","E-40/6.44/E2","0,60","77,50","44,00","in Betrieb","01.01.2001",,"430877","5322147","LUBW      ","2025"
"Landratsamt Emmendingen","Herbolzheim","Tacke ","TW 600a","0,60","77,00","46,00","in Betrieb","31.07.1999",,"407401","5342308","LUBW      ","2025"
"Landratsamt Emmendingen","Freiamt","Enercon","E-66/18.70","1,80","86,00","70,00","in Betrieb","01.04.2002",,"421192","5338678","LUBW      ","2025"
"Landratsamt Emmendingen","Freiamt","Enercon","E-66/20.70 ","2,00","100,00","66,00","in Betrieb","01.10.2004",,"422284","5334856","LUBW      ","2025"
"Landratsamt Emmendingen","Simonswald","NEG-Micon","NM 60/1000","1,00","70,00","60,00","in Betrieb","01.12.2000",,"431364","5322316","LUBW      ","2025"
"Landratsamt Emmendingen","Simonswald","NEG-Micon","NM 60/1000","1,00","70,00","60,00","in Betrieb","01.12.2000",,"431532","5322152","LUBW      ","2025"
