Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id_x,Result_1,Result_2,Time Format,Referee,Method Details,Kd_1,Kd_2,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Total Str._1,Total Str._2,Td_1,Td_2,Td %_1,Td %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_1,Head_2,Body_1,Body_2,Leg_1,Leg_2,Distance_1,Distance_2,Clinch_1,Clinch_2,Ground_1,Ground_2,Event_Id_y
253e42894852b26a,win,Sergio Pettis,Brandon Moreno,0,0,76,45,0,4,0,0,Flyweight,U-DEC,5,5:00,f4a031ac205ac580,W,L,5 Rnd (5-5-5-5-5),John McCarthy,Derek Cleary46 - 49.Eric Colon46 - 48.Jeff Mullen46 - 48.,0,0,76 of 235,45 of 161,32%,27%,84 of 244,70 of 193,0 of 1,4 of 8,0%,50%,0,0,0,0,0:12,7:47,55 of 203,26 of 130,11 of 17,12 of 19,10 of 15,7 of 12,72 of 230,38 of 147,2 of 2,1 of 4,2 of 3,6 of 10,f4a031ac205ac580
d5598322f81db6c9,win,Alexa Grasso,Randa Markos,0,0,64,45,0,4,0,0,Women's Strawweight,S-DEC,3,5:00,f4a031ac205ac580,L,W,3 Rnd (5-5-5),Jerin Valel,Marcos Rosales28 - 29.Dave Tirelli29 - 28.Roy Silbert28 - 29.,0,0,45 of 113,64 of 157,39%,40%,71 of 141,121 of 224,4 of 11,0 of 0,36%,---,0,0,1,1,3:56,2:10,40 of 106,44 of 133,5 of 7,7 of 10,0 of 0,13 of 14,29 of 91,47 of 137,6 of 9,13 of 16,10 of 13,4 of 4,f4a031ac205ac580
cd54325a9a538837,win,Niko Price,Alan Jouban,1,0,10,5,0,0,0,0,Welterweight,KO/TKO Punch,1,1:44,f4a031ac205ac580,L,W,3 Rnd (5-5-5),Gary Copeland,Punch to Head In Clinch,0,1,5 of 9,10 of 19,55%,52%,5 of 9,10 of 19,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:05,3 of 7,6 of 15,1 of 1,1 of 1,1 of 1,3 of 3,5 of 9,6 of 13,0 of 0,0 of 0,0 of 0,4 of 6,f4a031ac205ac580
2f9b9ef5f6833aa1,win,Humberto Bandenay,Martin Bravo,1,0,5,1,0,0,0,0,Featherweight,KO/TKO Kick,1,0:26,f4a031ac205ac580,L,W,3 Rnd (5-5-5),Jerin Valel,Kick to Head At Distance,0,1,1 of 3,5 of 7,33%,71%,1 of 3,5 of 7,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,0 of 1,3 of 5,1 of 1,1 of 1,0 of 1,1 of 1,1 of 3,3 of 5,0 of 0,0 of 0,0 of 0,2 of 2,f4a031ac205ac580
c8f619a71b714ec7,win,Sam Alvey,Rashad Evans,0,0,40,17,0,2,0,0,Middleweight,S-DEC,3,5:00,f4a031ac205ac580,W,L,3 Rnd (5-5-5),John McCarthy,Derek Cleary28 - 29.Jeff Mullen29 - 28.Eric Colon28 - 29.,0,0,40 of 87,17 of 45,45%,37%,51 of 99,28 of 58,0 of 0,2 of 8,---,25%,0,0,0,0,0:05,4:27,24 of 69,8 of 32,16 of 18,5 of 9,0 of 0,4 of 4,20 of 62,15 of 43,20 of 25,2 of 2,0 of 0,0 of 0,f4a031ac205ac580
48f7e64b548806cd,win,Alejandro Perez,Andre Soukhamthath,0,3,44,43,1,0,0,0,Bantamweight,S-DEC,3,5:00,f4a031ac205ac580,W,L,3 Rnd (5-5-5),Kevin MacDonald,Jeff Mullen28 - 29.Miguel Jimenez29 - 28.Roy Silbert28 - 29.,0,3,44 of 141,43 of 107,31%,40%,97 of 195,44 of 108,1 of 6,0 of 0,16%,---,0,0,0,0,2:13,0:08,22 of 107,26 of 86,6 of 9,9 of 11,16 of 25,8 of 10,38 of 128,42 of 102,3 of 7,1 of 5,3 of 6,0 of 0,f4a031ac205ac580
a3e4322f55454897,win,Jack Hermansson,Brad Scott,0,0,38,0,1,0,0,1,Middleweight,KO/TKO Punch,1,3:50,f4a031ac205ac580,L,W,3 Rnd (5-5-5),Bladimir Puga,Punch to Head On Ground,0,0,0 of 4,38 of 54,0%,70%,0 of 4,49 of 65,0 of 0,1 of 1,---,100%,1,0,0,0,0:00,2:32,0 of 3,35 of 49,0 of 1,0 of 1,0 of 0,3 of 4,0 of 4,4 of 6,0 of 0,0 of 0,0 of 0,34 of 48,f4a031ac205ac580
02732ebb104793d2,win,Dustin Ortiz,Hector Sandoval,1,0,8,1,0,0,0,0,Flyweight,KO/TKO Punch,1,0:15,f4a031ac205ac580,W,L,3 Rnd (5-5-5),Jerin Valel,Punch to Head In Clinch,1,0,8 of 10,1 of 6,80%,16%,8 of 10,1 of 6,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,7 of 9,1 of 6,1 of 1,0 of 0,0 of 0,0 of 0,4 of 6,1 of 6,0 of 0,0 of 0,4 of 4,0 of 0,f4a031ac205ac580
19348172178f42ed,win,Rani Yahya,Henry Briones,0,0,3,0,1,0,2,0,Bantamweight,SUB Kimura,1,2:01,f4a031ac205ac580,L,W,3 Rnd (5-5-5),Kevin MacDonald,Kimura From Side Control,0,0,0 of 0,3 of 4,---,75%,9 of 10,14 of 15,0 of 0,1 of 2,---,50%,0,2,0,0,0:00,1:39,0 of 0,1 of 2,0 of 0,0 of 0,0 of 0,2 of 2,0 of 0,2 of 3,0 of 0,0 of 0,0 of 0,1 of 1,f4a031ac205ac580
0b89c88d506da083,win,Jose Quinonez,Diego Rivas,0,0,59,27,1,1,0,2,Bantamweight,U-DEC,3,5:00,f4a031ac205ac580,W,L,3 Rnd (5-5-5),John McCarthy,Miguel Jimenez27 - 30.Jeff Mullen27 - 30.Marcos Rosales27 - 30.,0,0,59 of 112,27 of 76,52%,35%,70 of 125,29 of 78,1 of 4,1 of 1,25%,100%,0,2,0,1,2:56,0:16,34 of 81,11 of 51,11 of 17,6 of 12,14 of 14,10 of 13,48 of 92,25 of 74,1 of 4,1 of 1,10 of 16,1 of 1,f4a031ac205ac580
a3723f0f672b0912,win,Joseph Morales,Robert Sanchez,1,0,12,2,0,1,1,0,Flyweight,SUB Rear Naked Choke,1,3:56,f4a031ac205ac580,W,L,3 Rnd (5-5-5),Bladimir Puga,Rear Naked Choke,1,0,12 of 22,2 of 6,54%,33%,15 of 26,12 of 19,0 of 0,1 of 1,---,100%,1,0,0,0,1:01,2:22,12 of 22,2 of 5,0 of 0,0 of 1,0 of 0,0 of 0,1 of 4,1 of 3,1 of 2,0 of 0,10 of 16,1 of 3,f4a031ac205ac580
e02fca0d258283ce,win,Jordan Rinaldi,Alvaro Herrera Mendoza,0,0,6,2,0,0,1,1,Lightweight,SUB Von Flue Choke,1,2:01,f4a031ac205ac580,L,W,3 Rnd (5-5-5),Gary Copeland,Von Flue Choke From Side Control,0,0,2 of 7,6 of 12,28%,50%,2 of 7,7 of 13,0 of 0,0 of 0,---,---,1,1,0,0,0:00,0:23,2 of 7,3 of 5,0 of 0,0 of 3,0 of 0,3 of 4,2 of 7,6 of 12,0 of 0,0 of 0,0 of 0,0 of 0,f4a031ac205ac580
5ab286735ccee803,ncnc,Daniel Cormier,Jon Jones,0,1,58,95,0,0,0,0,Light Heavyweight,Overturned Kick,3,3:01,ff9578cdbfabd323,NC,NC,5 Rnd (5-5-5-5-5),John McCarthy,Failed Drug Test by Jones,0,1,58 of 140,95 of 165,41%,57%,60 of 142,95 of 165,0 of 3,0 of 3,0%,0%,0,0,0,0,0:00,0:16,29 of 99,33 of 74,12 of 16,32 of 43,17 of 25,30 of 48,46 of 123,76 of 142,12 of 17,4 of 6,0 of 0,15 of 17,ff9578cdbfabd323
30553d630491094a,win,Tyron Woodley,Demian Maia,1,0,57,28,0,0,0,0,Welterweight,U-DEC,5,5:00,ff9578cdbfabd323,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Marcos Rosales45 - 50.Sal D'amato46 - 49.Wade Vierra46 - 49.,1,0,57 of 153,28 of 89,37%,31%,57 of 153,29 of 90,0 of 0,0 of 21,---,0%,0,0,0,0,0:06,0:53,40 of 131,23 of 83,13 of 18,2 of 3,4 of 4,3 of 3,56 of 152,26 of 87,1 of 1,2 of 2,0 of 0,0 of 0,ff9578cdbfabd323
79817ab0129c5598,win,Cristiane Justino,Tonya Evinger,1,0,74,32,0,1,0,0,Women's Featherweight,KO/TKO Knees,3,1:56,ff9578cdbfabd323,W,L,5 Rnd (5-5-5-5-5),Mike Beltran,Knees to Head In Clinch,1,0,74 of 143,32 of 85,51%,37%,75 of 144,34 of 87,0 of 1,1 of 4,0%,25%,0,0,0,0,0:40,0:48,38 of 99,13 of 54,15 of 22,9 of 17,21 of 22,10 of 14,58 of 115,28 of 78,11 of 22,4 of 7,5 of 6,0 of 0,ff9578cdbfabd323
b8c967c742d3c107,win,Robbie Lawler,Donald Cerrone,0,0,77,82,0,1,0,0,Welterweight,U-DEC,3,5:00,ff9578cdbfabd323,W,L,3 Rnd (5-5-5),John McCarthy,Derek Cleary28 - 29.Marcos Rosales28 - 29.Mike Bell28 - 29.,0,0,77 of 156,82 of 166,49%,49%,85 of 164,99 of 185,0 of 1,1 of 10,0%,10%,0,0,0,0,0:21,1:33,47 of 116,50 of 127,28 of 37,26 of 32,2 of 3,6 of 7,35 of 101,56 of 125,42 of 55,25 of 40,0 of 0,1 of 1,ff9578cdbfabd323
49694c2d00c581ed,win,Volkan Oezdemir,Jimi Manuwa,0,0,12,2,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,0:42,ff9578cdbfabd323,L,W,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,0,0,2 of 4,12 of 19,50%,63%,2 of 4,13 of 20,0 of 0,0 of 0,---,---,0,0,0,0,0:15,0:02,0 of 2,10 of 17,1 of 1,1 of 1,1 of 1,1 of 1,0 of 2,3 of 7,2 of 2,8 of 9,0 of 0,1 of 3,ff9578cdbfabd323
dffad417175400ba,win,Ricardo Lamas,Jason Knight,0,0,42,8,1,0,0,0,Featherweight,KO/TKO Punches,1,4:34,ff9578cdbfabd323,W,L,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground,0,0,42 of 62,8 of 35,67%,22%,43 of 63,18 of 45,1 of 1,0 of 1,100%,0%,0,0,0,0,2:57,0:00,37 of 55,7 of 33,2 of 4,1 of 1,3 of 3,0 of 1,25 of 40,5 of 26,7 of 9,2 of 7,10 of 13,1 of 2,ff9578cdbfabd323
ac9e19a4075f6557,win,Aljamain Sterling,Renan Barao,0,0,71,19,1,2,0,0,Catch Weight,U-DEC,3,5:00,ff9578cdbfabd323,W,L,3 Rnd (5-5-5),Herb Dean,Wade Vierra28 - 29.Derek Cleary27 - 29.Marcos Rosales26 - 30.,0,0,71 of 121,19 of 85,58%,22%,112 of 166,65 of 138,1 of 1,2 of 3,100%,66%,0,0,0,0,5:40,4:33,41 of 81,10 of 65,15 of 23,6 of 13,15 of 17,3 of 7,36 of 82,9 of 70,7 of 8,2 of 2,28 of 31,8 of 13,ff9578cdbfabd323
4924d7a980f4cde2,win,Brian Ortega,Renato Moicano,0,0,65,109,0,2,1,0,Featherweight,SUB Guillotine Choke,3,2:59,ff9578cdbfabd323,W,L,3 Rnd (5-5-5),Jason Herzog,Guillotine Choke After Drop to Guard,0,0,65 of 220,109 of 252,29%,43%,65 of 220,111 of 254,0 of 2,2 of 2,0%,100%,1,0,0,0,0:00,0:20,49 of 198,91 of 229,14 of 19,8 of 13,2 of 3,10 of 10,64 of 217,109 of 252,1 of 3,0 of 0,0 of 0,0 of 0,ff9578cdbfabd323
3d95b4f94ccffa96,win,Calvin Kattar,Andre Fili,0,0,75,73,2,0,0,0,Featherweight,U-DEC,3,5:00,ff9578cdbfabd323,L,W,3 Rnd (5-5-5),John McCarthy,Guilherme Bravo27 - 30.Mike Bell27 - 30.Brandon Saucedo27 - 30.,0,0,73 of 202,75 of 160,36%,46%,75 of 205,80 of 166,0 of 2,2 of 3,0%,66%,0,0,0,0,0:00,0:36,51 of 173,55 of 137,9 of 14,8 of 10,13 of 15,12 of 13,70 of 193,66 of 143,3 of 9,1 of 5,0 of 0,8 of 12,ff9578cdbfabd323
e80a8338d86e730b,win,Aleksandra Albu,Kailin Curran,0,0,82,86,5,1,0,0,Women's Strawweight,U-DEC,3,5:00,ff9578cdbfabd323,L,W,3 Rnd (5-5-5),Herb Dean,Sal D'amato28 - 29.Marcos Rosales28 - 29.Wade Vierra28 - 29.,0,0,86 of 157,82 of 181,54%,45%,153 of 232,109 of 221,1 of 3,5 of 8,33%,62%,0,0,1,0,5:39,2:30,62 of 127,60 of 150,17 of 22,20 of 29,7 of 8,2 of 2,60 of 118,47 of 138,13 of 19,20 of 25,13 of 20,15 of 18,ff9578cdbfabd323
4f4806952ba2a72c,win,Jarred Brooks,Eric Shelton,0,0,27,31,5,1,1,1,Flyweight,S-DEC,3,5:00,ff9578cdbfabd323,L,W,3 Rnd (5-5-5),Mike Beltran,Wade Vierra28 - 29.Guilherme Bravo29 - 28.Brandon Saucedo28 - 29.,0,0,31 of 87,27 of 80,35%,33%,65 of 123,32 of 87,1 of 2,5 of 8,50%,62%,1,1,0,0,0:37,3:39,26 of 79,15 of 66,5 of 8,7 of 9,0 of 0,5 of 5,19 of 73,20 of 72,1 of 2,2 of 3,11 of 12,5 of 5,ff9578cdbfabd323
3636e085c098dbda,win,Drew Dober,Joshua Burkman,1,0,15,11,0,0,0,0,Lightweight,KO/TKO Punch,1,3:04,ff9578cdbfabd323,L,W,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,0,1,11 of 18,15 of 29,61%,51%,11 of 18,20 of 34,0 of 1,0 of 1,0%,0%,0,0,0,0,0:00,1:07,4 of 7,5 of 17,4 of 6,4 of 6,3 of 5,6 of 6,7 of 14,9 of 21,4 of 4,5 of 7,0 of 0,1 of 1,ff9578cdbfabd323
5be97c1fa222093d,win,Chris Weidman,Kelvin Gastelum,0,1,36,26,7,0,2,0,Middleweight,SUB Arm Triangle,3,3:45,9f3d6ddef3d3cccc,W,L,5 Rnd (5-5-5-5-5),John McCarthy,Arm Triangle On Ground,0,1,36 of 76,26 of 47,47%,55%,75 of 124,28 of 50,7 of 13,0 of 0,53%,---,2,0,0,0,7:35,0:07,25 of 59,21 of 42,6 of 12,4 of 4,5 of 5,1 of 1,24 of 59,14 of 34,6 of 9,2 of 3,6 of 8,10 of 10,9f3d6ddef3d3cccc
8028d5de087755dc,win,Darren Elkins,Dennis Bermudez,0,0,70,69,3,1,2,0,Featherweight,S-DEC,3,5:00,9f3d6ddef3d3cccc,L,W,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby28 - 29.Bryan Miner29 - 28.Dave Tirelli28 - 29.,0,0,69 of 160,70 of 154,43%,45%,101 of 194,99 of 189,1 of 6,3 of 10,16%,30%,0,2,0,0,2:38,4:04,39 of 126,42 of 119,18 of 21,24 of 31,12 of 13,4 of 4,47 of 125,34 of 107,22 of 34,33 of 44,0 of 1,3 of 3,9f3d6ddef3d3cccc
76d6789779d3721c,win,Patrick Cummins,Gian Villante,0,0,86,72,1,0,0,0,Light Heavyweight,S-DEC,3,5:00,9f3d6ddef3d3cccc,W,L,3 Rnd (5-5-5),John McCarthy,Jeff Mullen28 - 29.Sal D'amato29 - 28.Dave Tirelli28 - 29.,0,0,86 of 182,72 of 196,47%,36%,92 of 188,85 of 210,1 of 11,0 of 0,9%,---,0,0,0,0,3:04,0:00,70 of 163,66 of 189,7 of 9,3 of 4,9 of 10,3 of 3,74 of 164,67 of 189,12 of 18,0 of 1,0 of 0,5 of 6,9f3d6ddef3d3cccc
7c23770c639dcd22,win,Jimmie Rivera,Thomas Almeida,2,0,70,72,2,0,0,0,Bantamweight,U-DEC,3,5:00,9f3d6ddef3d3cccc,W,L,3 Rnd (5-5-5),Dan Miragliotta,Cardo Urso28 - 29.Doug Crosby26 - 30.Bryan Miner27 - 30.,2,0,70 of 160,72 of 167,43%,43%,75 of 165,72 of 167,2 of 6,0 of 0,33%,---,0,0,0,0,1:48,0:16,38 of 114,36 of 121,17 of 29,13 of 20,15 of 17,23 of 26,58 of 146,67 of 160,8 of 10,5 of 7,4 of 4,0 of 0,9f3d6ddef3d3cccc
657fd7ab7bdf9f15,win,Elizeu Zaleski dos Santos,Lyman Good,0,0,83,75,1,1,0,0,Welterweight,S-DEC,3,5:00,9f3d6ddef3d3cccc,L,W,3 Rnd (5-5-5),Todd Ronald Anderson,Doug Crosby27 - 30.Cardo Urso29 - 28.Jeff Mullen27 - 30.,0,0,75 of 165,83 of 219,45%,37%,89 of 182,84 of 220,1 of 1,1 of 7,100%,14%,0,0,0,0,0:36,1:11,57 of 146,56 of 181,15 of 16,13 of 22,3 of 3,14 of 16,54 of 140,67 of 198,20 of 24,16 of 21,1 of 1,0 of 0,9f3d6ddef3d3cccc
7e2bc09d866b3bd7,win,Eryk Anders,Rafael Natal,1,0,23,14,1,0,0,0,Middleweight,KO/TKO Punch,1,2:54,9f3d6ddef3d3cccc,L,W,3 Rnd (5-5-5),Keith Peterson,Punch to Head In Clinch,0,1,14 of 23,23 of 29,60%,79%,15 of 24,23 of 29,0 of 1,1 of 2,0%,50%,0,0,0,0,0:00,0:46,8 of 16,22 of 28,2 of 3,1 of 1,4 of 4,0 of 0,13 of 20,10 of 13,1 of 3,2 of 2,0 of 0,11 of 14,9f3d6ddef3d3cccc
d0e5487f55c57ad2,win,Alex Oliveira,Ryan LaFlare,1,0,8,5,0,0,1,0,Welterweight,KO/TKO Punch,2,1:50,9f3d6ddef3d3cccc,L,W,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,0,1,5 of 14,8 of 21,35%,38%,8 of 17,8 of 21,0 of 2,0 of 1,0%,0%,0,1,0,0,4:19,0:01,2 of 10,4 of 17,3 of 4,1 of 1,0 of 0,3 of 3,2 of 11,6 of 18,0 of 0,2 of 2,3 of 3,0 of 1,9f3d6ddef3d3cccc
4f07c6724682cd00,win,Chase Sherman,Damian Grabowski,0,0,111,68,0,0,0,0,Heavyweight,U-DEC,3,5:00,9f3d6ddef3d3cccc,L,W,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato27 - 30.Cardo Urso26 - 30.Dave Tirelli27 - 30.,0,0,68 of 188,111 of 228,36%,48%,69 of 190,112 of 229,0 of 5,0 of 0,0%,---,0,0,0,0,0:01,0:12,40 of 150,61 of 168,15 of 19,21 of 26,13 of 19,29 of 34,58 of 173,97 of 211,10 of 15,14 of 17,0 of 0,0 of 0,9f3d6ddef3d3cccc
bcf842992f9accdc,win,Jeremy Kennedy,Kyle Bochniak,0,0,41,23,8,0,0,0,Featherweight,U-DEC,3,5:00,9f3d6ddef3d3cccc,L,W,3 Rnd (5-5-5),Todd Ronald Anderson,Sal D'amato27 - 30.Bryan Miner27 - 30.Jeff Mullen28 - 29.,0,0,23 of 54,41 of 94,42%,43%,43 of 76,59 of 118,0 of 0,8 of 14,---,57%,0,0,0,0,0:00,11:38,13 of 43,30 of 82,3 of 3,6 of 7,7 of 8,5 of 5,22 of 51,13 of 44,0 of 0,7 of 11,1 of 3,21 of 39,9f3d6ddef3d3cccc
573908b71b361312,win,Marlon Vera,Brian Kelleher,0,0,5,8,0,1,2,0,Bantamweight,SUB Armbar,1,2:18,9f3d6ddef3d3cccc,L,W,3 Rnd (5-5-5),Keith Peterson,Armbar On Ground,0,0,8 of 16,5 of 15,50%,33%,14 of 22,5 of 15,1 of 3,0 of 0,33%,---,0,2,0,0,1:03,0:07,2 of 7,2 of 11,3 of 3,2 of 3,3 of 6,1 of 1,5 of 12,4 of 14,3 of 4,1 of 1,0 of 0,0 of 0,9f3d6ddef3d3cccc
d83ae4a2e117b775,win,Junior Albini,Timothy Johnson,1,0,21,19,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:51,9f3d6ddef3d3cccc,L,W,3 Rnd (5-5-5),John McCarthy,Punch to Head In Clinch,0,1,19 of 41,21 of 35,46%,60%,25 of 50,28 of 42,0 of 0,0 of 0,---,---,0,0,0,0,1:21,0:01,7 of 24,11 of 23,2 of 5,9 of 11,10 of 12,1 of 1,8 of 26,12 of 24,11 of 15,7 of 8,0 of 0,2 of 3,9f3d6ddef3d3cccc
9f114a219523bf7d,win,Shane Burgos,Godofredo Pepey,3,0,102,51,1,0,0,0,Featherweight,U-DEC,3,5:00,9f3d6ddef3d3cccc,W,L,3 Rnd (5-5-5),Keith Peterson,Doug Crosby26 - 30.Sal D'amato26 - 30.Cardo Urso28 - 29.,3,0,102 of 197,51 of 177,51%,28%,144 of 243,52 of 178,1 of 1,0 of 14,100%,0%,0,0,0,0,0:57,1:31,87 of 179,40 of 159,9 of 12,9 of 16,6 of 6,2 of 2,77 of 164,49 of 174,13 of 16,2 of 3,12 of 17,0 of 0,9f3d6ddef3d3cccc
b2297232b9310ba5,win,Chris Wade,Frankie Perez,0,0,23,22,3,3,2,0,Lightweight,U-DEC,3,5:00,9f3d6ddef3d3cccc,L,W,3 Rnd (5-5-5),Todd Ronald Anderson,Sal D'amato28 - 29.Jeff Mullen28 - 29.Dave Tirelli27 - 30.,0,0,22 of 63,23 of 43,34%,53%,53 of 99,51 of 79,3 of 5,3 of 8,60%,37%,0,2,0,1,3:17,8:15,6 of 40,16 of 31,7 of 13,6 of 8,9 of 10,1 of 4,12 of 50,12 of 30,2 of 4,2 of 2,8 of 9,9 of 11,9f3d6ddef3d3cccc
8417a20d56fe6776,win,Santiago Ponzinibbio,Gunnar Nelson,1,0,7,5,0,0,0,0,Welterweight,KO/TKO Punches,1,1:22,d7907a9a968e4d29,L,W,5 Rnd (5-5-5-5-5),Leon Roberts,Punches to Head At Distance,0,1,5 of 7,7 of 12,71%,58%,5 of 7,7 of 12,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,4 of 6,7 of 12,0 of 0,0 of 0,1 of 1,0 of 0,5 of 7,4 of 9,0 of 0,0 of 0,0 of 0,3 of 3,d7907a9a968e4d29
b7f6d05d3afbb266,win,Cynthia Calvillo,Joanne Wood,0,0,54,63,2,0,2,0,Women's Strawweight,U-DEC,3,5:00,d7907a9a968e4d29,L,W,3 Rnd (5-5-5),Marc Goddard,Pawel Harasim27 - 30.Maciej Motylewski27 - 30.Howard Hughes28 - 29.,0,0,63 of 176,54 of 111,35%,48%,68 of 181,62 of 119,0 of 0,2 of 5,---,40%,0,2,1,0,0:17,1:03,19 of 105,21 of 51,18 of 37,24 of 36,26 of 34,9 of 24,61 of 172,48 of 103,2 of 4,4 of 5,0 of 0,2 of 3,d7907a9a968e4d29
c62a90c19af6a0e2,win,Paul Felder,Stevie Ray,1,0,23,5,0,0,0,0,Lightweight,KO/TKO Elbow,1,3:57,d7907a9a968e4d29,L,W,3 Rnd (5-5-5),Grant Waterman,Elbow to Head From Guard,0,1,5 of 9,23 of 35,55%,65%,11 of 15,28 of 41,0 of 1,0 of 0,0%,---,0,0,0,0,1:45,1:05,2 of 6,14 of 24,2 of 2,7 of 9,1 of 1,2 of 2,2 of 4,4 of 7,3 of 5,7 of 10,0 of 0,12 of 18,d7907a9a968e4d29
86892d114b204bf3,win,Jack Marshman,Ryan Janes,0,0,75,83,0,0,0,0,Middleweight,U-DEC,3,5:00,d7907a9a968e4d29,W,L,3 Rnd (5-5-5),Rich Mitchell,Mark Collett28 - 29.Pawel Harasim28 - 29.Howard Hughes28 - 29.,0,0,75 of 217,83 of 189,34%,43%,83 of 225,119 of 227,0 of 0,0 of 0,---,---,0,0,0,0,0:00,1:44,55 of 178,58 of 152,11 of 29,21 of 32,9 of 10,4 of 5,73 of 214,68 of 171,2 of 3,15 of 18,0 of 0,0 of 0,d7907a9a968e4d29
0f8b2f7299b5e114,win,Khalil Rountree Jr.,Paul Craig,1,0,15,17,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,4:56,d7907a9a968e4d29,W,L,3 Rnd (5-5-5),Leon Roberts,Punch to Head At Distance,1,0,15 of 47,17 of 29,31%,58%,15 of 47,17 of 29,0 of 0,0 of 1,---,0%,0,0,0,0,0:04,0:00,14 of 43,1 of 6,1 of 4,3 of 4,0 of 0,13 of 19,13 of 42,17 of 29,0 of 0,0 of 0,2 of 5,0 of 0,d7907a9a968e4d29
a77950d6a0a451f4,win,Justin Willis,James Mulheron,0,0,52,36,3,0,0,0,Heavyweight,U-DEC,3,5:00,d7907a9a968e4d29,L,W,3 Rnd (5-5-5),Marc Goddard,Pawel Harasim27 - 30.Maciej Motylewski27 - 30.Paul Sutherland27 - 30.,0,0,36 of 114,52 of 91,31%,57%,56 of 136,72 of 114,0 of 0,3 of 4,---,75%,0,0,0,0,0:40,3:25,15 of 85,40 of 73,18 of 25,7 of 11,3 of 4,5 of 7,30 of 104,40 of 77,6 of 10,2 of 3,0 of 0,10 of 11,d7907a9a968e4d29
1ccde17f48fb709e,win,Danny Roberts,Bobby Nash,1,0,24,25,0,2,0,0,Welterweight,KO/TKO Punch,2,3:59,d7907a9a968e4d29,W,L,3 Rnd (5-5-5),Rich Mitchell,Punch to Head At Distance,1,0,24 of 65,25 of 63,36%,39%,29 of 71,46 of 91,0 of 1,2 of 5,0%,40%,0,0,0,0,0:10,3:01,14 of 46,15 of 45,7 of 14,5 of 12,3 of 5,5 of 6,18 of 54,18 of 53,5 of 8,7 of 10,1 of 3,0 of 0,d7907a9a968e4d29
8fd14eb227688467,win,Alexandre Pantoja,Neil Seery,1,0,119,82,1,0,1,0,Flyweight,SUB Rear Naked Choke,3,2:31,d7907a9a968e4d29,W,L,3 Rnd (5-5-5),Grant Waterman,Rear Naked Choke,1,0,119 of 227,82 of 183,52%,44%,131 of 239,90 of 192,1 of 1,0 of 2,100%,0%,1,0,0,0,4:26,0:04,57 of 145,72 of 170,38 of 54,7 of 9,24 of 28,3 of 4,83 of 182,68 of 160,35 of 44,12 of 19,1 of 1,2 of 4,d7907a9a968e4d29
7e7fba47f511f8ad,win,Galore Bofando,Charlie Ward,0,0,10,3,1,0,0,0,Welterweight,KO/TKO Slam,1,2:10,d7907a9a968e4d29,L,W,3 Rnd (5-5-5),Marc Goddard,Slam to   On Ground,0,0,3 of 12,10 of 25,25%,40%,4 of 13,10 of 25,0 of 1,1 of 1,0%,100%,0,0,0,0,0:08,0:03,2 of 9,6 of 18,1 of 2,2 of 4,0 of 1,2 of 3,3 of 9,8 of 21,0 of 3,0 of 0,0 of 0,2 of 4,d7907a9a968e4d29
a0909aab15ba53c5,win,Danny Henry,Daniel Teymur,1,0,93,69,1,0,2,0,Lightweight,U-DEC,3,5:00,d7907a9a968e4d29,W,L,3 Rnd (5-5-5),Grant Waterman,Pawel Harasim28 - 29.Howard Hughes28 - 29.Mark Collett26 - 29.,1,0,93 of 174,69 of 129,53%,53%,153 of 243,78 of 139,1 of 3,0 of 2,33%,0%,2,0,0,0,5:53,2:30,69 of 139,44 of 99,18 of 29,8 of 8,6 of 6,17 of 22,49 of 118,50 of 102,6 of 8,12 of 18,38 of 48,7 of 9,d7907a9a968e4d29
2fef7ac78df0cccc,win,Brett Johns,Albert Morales,0,0,56,28,3,0,1,0,Bantamweight,U-DEC,3,5:00,d7907a9a968e4d29,W,L,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge27 - 30.Maciej Motylewski27 - 30.Paul Sutherland25 - 30.,0,0,56 of 104,28 of 115,53%,24%,172 of 231,63 of 157,3 of 5,0 of 0,60%,---,1,0,0,0,11:34,0:00,52 of 98,20 of 107,2 of 4,2 of 2,2 of 2,6 of 6,19 of 54,23 of 109,0 of 0,0 of 0,37 of 50,5 of 6,d7907a9a968e4d29
