Schweizer Nährwertdatenbank – Generische Lebensmittel V6.5 (27.06.2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korrigierte Version vom 17.08.2023 (Korrektur: Nährstoff ""Zink"", Lebensmittel 13420 ""Bier, alkoholfrei"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule (kJ)",Herleitung des Wertes,Quelle,"Energie, Kalorien (kcal)",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,Retinol (µg),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E (α-Tocopherol) (mg),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
858,4693,1001529,"Rösti (Fertig-Rösti), ungebraten",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",,pro 100g essbarer Anteil,629,Automatisierte Berechnung,,150,Automatisierte Berechnung,,5.7,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,4.2,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,20.7,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,19.5,Berechnung anhand von Zutaten,,2.7,Berechnung anhand von Zutaten,,2.6,Berechnung anhand von Zutaten,,1.3,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,68.2,Automatisierte Berechnung,,1,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,6,Automatisierte Berechnung,,6,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.06,Berechnung anhand von Zutaten,,0.16,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.45,Berechnung anhand von Zutaten,,17.3,Berechnung anhand von Zutaten,,0.43,Berechnung anhand von Zutaten,,20.9,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.61,Berechnung anhand von Zutaten,,460,Berechnung anhand von Zutaten,,500,Berechnung anhand von Zutaten,,810,Berechnung anhand von Zutaten,,6.8,Berechnung anhand von Zutaten,,30,Berechnung anhand von Zutaten,,66,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,5.4,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,k.A.,,,Ja
1022,4258,,"Rotkohl, gedünstet (ohne Zugabe von Fett und Salz)",Rotkraut;Blaukraut,Gemüse/Gemüse gekocht (inkl. Konserven),,pro 100g essbarer Anteil,104,Automatisierte Berechnung,,25,Automatisierte Berechnung,,0.2,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,3.7,Berechnung anhand von Zutaten,,3.4,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,2.3,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,92.6,Automatisierte Berechnung,,2,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,13,Automatisierte Berechnung,,13,Berechnung anhand von Zutaten,,0.06,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,0.13,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,12.9,Berechnung anhand von Zutaten,,0.28,Berechnung anhand von Zutaten,,25.4,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.45,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,4.6,Berechnung anhand von Zutaten,,18,Berechnung anhand von Zutaten,,31,Berechnung anhand von Zutaten,,8.3,Berechnung anhand von Zutaten,,25,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,2.6,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,Ja
364,4100,1000827,"Rotkohl, roh",Rotkraut;Blaukraut,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,121,Automatisierte Berechnung,,29,Automatisierte Berechnung,,0.2,Schätzung,3188,0,Schätzung,3188,0,Schätzung,3188,0.1,Schätzung,3188,0,Schätzung,3201,4.3,Schätzung,2277,3.9,Schätzung,2277,0.1,Schätzung,1640,2.6,-,2277;3205,1.1,Schätzung,2277,0,Automatisierte Berechnung,,0,Schätzung,3201,89.5,-,2277;3196,3,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Schätzung,3201,16,Automatisierte Berechnung,,16,-,123;1640;1693;2581,0.08,-,1669;1693;2277;2581,0.04,Schätzung,1640,0.17,-,1669;1693;2277;2581,0,Schätzung,3201,0.12,Schätzung,2277,23.2,-,2277;2581,0.37,-,1669;1693;2277;2581,52.7,-,1640;1669;1693;2277,0,Schätzung,3201,0.49,-,43;2277,280,-,2277;3196,5.8,-,2277;3196,21,-,2277;2610,34,-,2277;3196,11,-,2277;3196,28,-,2277;3196,0.4,-,2277;3196,2.9,Schätzung,36;1640,0.2,-,1640;2277;3196,0.5,-,1640;2610,Ja
829,4114,1001498,Ruchbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,991,Automatisierte Berechnung,,234,Automatisierte Berechnung,,1.2,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,44.3,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,43.5,Berechnung anhand von Zutaten,,4.1,Berechnung anhand von Zutaten,,9.5,Berechnung anhand von Zutaten,,1.6,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,41.8,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0.23,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.12,Berechnung anhand von Zutaten,,20.5,Berechnung anhand von Zutaten,,0.33,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.27,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,630,Berechnung anhand von Zutaten,,970,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,38,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,1.6,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,3.4,-,1544,Nein
14077,,,Ruchbrot (mit jodiertem Kochsalz),,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,991,Automatisierte Berechnung,,234,Automatisierte Berechnung,,1.2,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,44.3,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,43.5,Berechnung anhand von Zutaten,,4.1,Berechnung anhand von Zutaten,,9.5,Berechnung anhand von Zutaten,,1.6,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,41.8,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0.23,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.12,Berechnung anhand von Zutaten,,20.5,Berechnung anhand von Zutaten,,0.33,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.27,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,620,Berechnung anhand von Zutaten,,970,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,38,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,1.6,Berechnung anhand von Zutaten,,40,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,3.4,-,1544,Nein
468,4736,1000951,"Rucola, roh",Rauke,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,119,Automatisierte Berechnung,,28,Automatisierte Berechnung,,0.7,-,36,0.1,-,5,0.1,-,5,0.3,-,5,0,-,5,2.1,-,36,2.1,-,5,Sp.,-,5,1.6,-,36,2.6,-,36,0.1,Automatisierte Berechnung,,0,-,36,91.7,-,36,397,Automatisierte Berechnung,,198,Automatisierte Berechnung,,0,Schätzung,1698,2381,Automatisierte Berechnung,,2244,-,130;2579,0.08,-,36;2579,0.09,-,36,0.14,-,36;2579,0,-,22,0.3,-,36,97,-,5,0.23,-,22;2579,62.5,-,5;2579,0,-,5,0.43,-,5,370,-,36,27,-,36,Sp.,-,22,160,-,36,Sp.,-,22,52,-,5,1.5,-,36,Sp.,-,22,0.4,-,36,k.A.,,,Nein
916,4161,1001589,Rüeblitorte,Rüeblicake;Rüeblikuchen,"Süssigkeiten/Kuchen, Torten und Cake",,pro 100g essbarer Anteil,1270,Automatisierte Berechnung,,303,Automatisierte Berechnung,,16.4,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,9.2,Berechnung anhand von Zutaten,,3.5,Berechnung anhand von Zutaten,,92,Berechnung anhand von Zutaten,,25.8,Berechnung anhand von Zutaten,,19.6,Berechnung anhand von Zutaten,,5.6,Berechnung anhand von Zutaten,,3.9,Berechnung anhand von Zutaten,,11.1,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,43.9,Automatisierte Berechnung,,307,Automatisierte Berechnung,,165,Automatisierte Berechnung,,23,Berechnung anhand von Zutaten,,1703,Automatisierte Berechnung,,1703,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.32,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.34,Berechnung anhand von Zutaten,,0.62,Berechnung anhand von Zutaten,,35.9,Berechnung anhand von Zutaten,,0.72,Berechnung anhand von Zutaten,,2.8,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,7.09,Berechnung anhand von Zutaten,,310,Berechnung anhand von Zutaten,,65,Berechnung anhand von Zutaten,,98,Berechnung anhand von Zutaten,,100,Berechnung anhand von Zutaten,,71,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,k.A.,,,Ja
1604,,,"Rührei mit Champignons, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,529,Automatisierte Berechnung,,127,Automatisierte Berechnung,,9,Berechnung anhand von Zutaten,,3.1,Berechnung anhand von Zutaten,,3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,251,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,9.8,Berechnung anhand von Zutaten,,0.7,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,79.5,Automatisierte Berechnung,,90,Automatisierte Berechnung,,90,Automatisierte Berechnung,,89,Berechnung anhand von Zutaten,,8,Automatisierte Berechnung,,8,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.26,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,0.61,Berechnung anhand von Zutaten,,36.6,Berechnung anhand von Zutaten,,1.71,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,2.2,Berechnung anhand von Zutaten,,0.85,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,270,Berechnung anhand von Zutaten,,390,Berechnung anhand von Zutaten,,59,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,170,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,32,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,k.A.,,,Ja
1605,,,"Rührei mit Käse, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,651,Automatisierte Berechnung,,157,Automatisierte Berechnung,,11.6,Berechnung anhand von Zutaten,,4.3,Berechnung anhand von Zutaten,,3.8,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,297,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,11.8,Berechnung anhand von Zutaten,,0.9,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,75.3,Automatisierte Berechnung,,116,Automatisierte Berechnung,,115,Automatisierte Berechnung,,113,Berechnung anhand von Zutaten,,12,Automatisierte Berechnung,,12,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.26,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,1.12,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,39.8,Berechnung anhand von Zutaten,,1.69,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,2.2,Berechnung anhand von Zutaten,,1.01,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,340,Berechnung anhand von Zutaten,,490,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,210,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,36,Berechnung anhand von Zutaten,,1.2,Berechnung anhand von Zutaten,,k.A.,,,Ja
1603,,,"Rührei mit Kräutern, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,585,Automatisierte Berechnung,,141,Automatisierte Berechnung,,10,Berechnung anhand von Zutaten,,3.5,Berechnung anhand von Zutaten,,3.4,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,279,Berechnung anhand von Zutaten,,1.9,Berechnung anhand von Zutaten,,1.6,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,10.6,Berechnung anhand von Zutaten,,0.8,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,77.1,Automatisierte Berechnung,,168,Automatisierte Berechnung,,133,Automatisierte Berechnung,,99,Berechnung anhand von Zutaten,,416,Automatisierte Berechnung,,416,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.26,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,0.18,Berechnung anhand von Zutaten,,49,Berechnung anhand von Zutaten,,1.61,Berechnung anhand von Zutaten,,16.3,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,1.25,Berechnung anhand von Zutaten,,230,Berechnung anhand von Zutaten,,310,Berechnung anhand von Zutaten,,440,Berechnung anhand von Zutaten,,82,Berechnung anhand von Zutaten,,15,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,1.9,Berechnung anhand von Zutaten,,33,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,k.A.,,,Ja
1606,,,"Rührei mit Schinken, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,597,Automatisierte Berechnung,,143,Automatisierte Berechnung,,9.7,Berechnung anhand von Zutaten,,3.4,Berechnung anhand von Zutaten,,3.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,268,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,12.8,Berechnung anhand von Zutaten,,1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,76.2,Automatisierte Berechnung,,94,Automatisierte Berechnung,,94,Automatisierte Berechnung,,93,Berechnung anhand von Zutaten,,8,Automatisierte Berechnung,,8,Berechnung anhand von Zutaten,,0.16,Berechnung anhand von Zutaten,,0.25,Berechnung anhand von Zutaten,,0.11,Berechnung anhand von Zutaten,,0.95,Berechnung anhand von Zutaten,,0.92,Berechnung anhand von Zutaten,,35.2,Berechnung anhand von Zutaten,,1.58,Berechnung anhand von Zutaten,,9.1,Berechnung anhand von Zutaten,,1.9,Berechnung anhand von Zutaten,,0.91,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,420,Berechnung anhand von Zutaten,,600,Berechnung anhand von Zutaten,,62,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,210,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,31,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,18,Berechnung anhand von Zutaten,,Ja
1602,,,"Rührei, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,613,Automatisierte Berechnung,,147,Automatisierte Berechnung,,10.8,Berechnung anhand von Zutaten,,3.8,Berechnung anhand von Zutaten,,3.7,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,303,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,11.2,Berechnung anhand von Zutaten,,0.8,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,76.7,Automatisierte Berechnung,,109,Automatisierte Berechnung,,108,Automatisierte Berechnung,,107,Berechnung anhand von Zutaten,,9,Automatisierte Berechnung,,9,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.26,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,1.09,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,40.6,Berechnung anhand von Zutaten,,1.73,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,2.3,Berechnung anhand von Zutaten,,1.02,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,330,Berechnung anhand von Zutaten,,460,Berechnung anhand von Zutaten,,69,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,190,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,35,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,Ja
901,4658,1001574,"Rührteigcake ""Gleichschwer""",,"Süssigkeiten/Kuchen, Torten und Cake",,pro 100g essbarer Anteil,1800,Automatisierte Berechnung,,430,Automatisierte Berechnung,,24.7,Berechnung anhand von Zutaten,,13.7,Berechnung anhand von Zutaten,,6.1,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,158,Berechnung anhand von Zutaten,,44.7,Berechnung anhand von Zutaten,,26.6,Berechnung anhand von Zutaten,,17.9,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,6.9,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,23.2,Automatisierte Berechnung,,256,Automatisierte Berechnung,,248,Automatisierte Berechnung,,240,Berechnung anhand von Zutaten,,97,Automatisierte Berechnung,,97,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.38,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,24.2,Berechnung anhand von Zutaten,,0.83,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,0.96,Berechnung anhand von Zutaten,,99,Berechnung anhand von Zutaten,,68,Berechnung anhand von Zutaten,,98,Berechnung anhand von Zutaten,,21,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,94,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,7.3,Berechnung anhand von Zutaten,,Ja
1607,,,"Russischer Salat, zubereitet",,Gerichte/Salate,,pro 100g essbarer Anteil,815,Automatisierte Berechnung,,197,Automatisierte Berechnung,,15.9,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,11.4,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,49,Berechnung anhand von Zutaten,,9.8,Berechnung anhand von Zutaten,,1.9,Berechnung anhand von Zutaten,,7.7,Berechnung anhand von Zutaten,,2.2,Berechnung anhand von Zutaten,,2.4,Berechnung anhand von Zutaten,,0.3,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,69.6,Automatisierte Berechnung,,136,Automatisierte Berechnung,,77,Automatisierte Berechnung,,17,Berechnung anhand von Zutaten,,713,Automatisierte Berechnung,,713,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.13,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,22.8,Berechnung anhand von Zutaten,,0.42,Berechnung anhand von Zutaten,,11.3,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,4.51,Berechnung anhand von Zutaten,,250,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,250,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,18,Berechnung anhand von Zutaten,,65,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,7.3,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,k.A.,,,Ja
875,3671,1001547,"Sablé, Butter",,Süssigkeiten/Guetzli,,pro 100g essbarer Anteil,1980,Automatisierte Berechnung,,474,Automatisierte Berechnung,,26.2,Berechnung anhand von Zutaten,,15.5,Berechnung anhand von Zutaten,,6.1,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,69,Berechnung anhand von Zutaten,,53.1,Berechnung anhand von Zutaten,,17.8,Berechnung anhand von Zutaten,,34.9,Berechnung anhand von Zutaten,,1.6,Berechnung anhand von Zutaten,,5.9,Berechnung anhand von Zutaten,,0.1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,13.8,Automatisierte Berechnung,,227,Automatisierte Berechnung,,218,Automatisierte Berechnung,,210,Berechnung anhand von Zutaten,,98,Automatisierte Berechnung,,98,Berechnung anhand von Zutaten,,0.06,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.02,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.15,Berechnung anhand von Zutaten,,2.5,Berechnung anhand von Zutaten,,0.12,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,0.68,Berechnung anhand von Zutaten,,90,Berechnung anhand von Zutaten,,44,Berechnung anhand von Zutaten,,89,Berechnung anhand von Zutaten,,7.9,Berechnung anhand von Zutaten,,7.5,Berechnung anhand von Zutaten,,37,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,Ja
783,3570,1001434,Salametti,,Fleisch- und Wurstwaren/Rohwurstware,,pro 100g essbarer Anteil,1420,Automatisierte Berechnung,,343,Automatisierte Berechnung,,31.4,Berechnung anhand von Zutaten,,11.8,Berechnung anhand von Zutaten,,14.7,Berechnung anhand von Zutaten,,3.3,Berechnung anhand von Zutaten,,59,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,14.8,Berechnung anhand von Zutaten,,2.8,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,53.5,Automatisierte Berechnung,,5,Automatisierte Berechnung,,5,Automatisierte Berechnung,,5,Berechnung anhand von Zutaten,,2,Automatisierte Berechnung,,2,Berechnung anhand von Zutaten,,0.46,Berechnung anhand von Zutaten,,0.17,Berechnung anhand von Zutaten,,0.28,Berechnung anhand von Zutaten,,1.9,Berechnung anhand von Zutaten,,3.95,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,0.41,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.52,Berechnung anhand von Zutaten,,250,Berechnung anhand von Zutaten,,1120,Berechnung anhand von Zutaten,,1650,Berechnung anhand von Zutaten,,3,Berechnung anhand von Zutaten,,16,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,k.A.,,,Nein
