Schweizer Nährwertdatenbank – Generische Lebensmittel V6.5 (27.06.2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korrigierte Version vom 17.08.2023 (Korrektur: Nährstoff ""Zink"", Lebensmittel 13420 ""Bier, alkoholfrei"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule (kJ)",Herleitung des Wertes,Quelle,"Energie, Kalorien (kcal)",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,Retinol (µg),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E (α-Tocopherol) (mg),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
1580,,,"Gemüsegratin, gebacken",,Gerichte/Kuchen und Gratins,,pro 100g essbarer Anteil,242,Automatisierte Berechnung,,58,Automatisierte Berechnung,,3.9,Berechnung anhand von Zutaten,,2.3,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,9,Berechnung anhand von Zutaten,,2.3,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,2.6,Berechnung anhand von Zutaten,,0.3,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,89.2,Automatisierte Berechnung,,39,Automatisierte Berechnung,,34,Automatisierte Berechnung,,30,Berechnung anhand von Zutaten,,54,Automatisierte Berechnung,,54,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.73,Berechnung anhand von Zutaten,,28.9,Berechnung anhand von Zutaten,,0.28,Berechnung anhand von Zutaten,,25.2,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.24,Berechnung anhand von Zutaten,,290,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,80,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,67,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,4.1,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,k.A.,,,Ja
1666,,,"Gemüselasagne, zubereitet",,Gerichte/Italienische Gerichte,,pro 100g essbarer Anteil,556,Automatisierte Berechnung,,133,Automatisierte Berechnung,,7.6,Berechnung anhand von Zutaten,,4.4,Berechnung anhand von Zutaten,,2,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,11.2,Berechnung anhand von Zutaten,,2.4,Berechnung anhand von Zutaten,,8.7,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,4.4,Berechnung anhand von Zutaten,,1.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,75.8,Automatisierte Berechnung,,81,Automatisierte Berechnung,,71,Automatisierte Berechnung,,61,Berechnung anhand von Zutaten,,118,Automatisierte Berechnung,,118,Berechnung anhand von Zutaten,,0.02,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.12,Berechnung anhand von Zutaten,,0.34,Berechnung anhand von Zutaten,,5.5,Berechnung anhand von Zutaten,,0.16,Berechnung anhand von Zutaten,,7.3,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.44,Berechnung anhand von Zutaten,,120,Berechnung anhand von Zutaten,,470,Berechnung anhand von Zutaten,,760,Berechnung anhand von Zutaten,,120,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,94,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,5.6,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,k.A.,,,Ja
739,3836,1001334,Gerstenflocken,,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime",,pro 100g essbarer Anteil,1410,Automatisierte Berechnung,,333,Automatisierte Berechnung,,1.5,-,1528,0.3,-,1528,0.1,-,1528,0.7,-,1528,0,-,1528,66.1,-,1528,2.2,-,1528,63.6,-,1528,10.3,-,1528,8.5,-,1640,0,Automatisierte Berechnung,,0,Schätzung,1648,12.4,-,1528,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,1648,0,Automatisierte Berechnung,,0,-,1528,0.2,-,1528,0.08,-,1528,0.29,-,1528,0,-,1528,3.1,-,1528,19,-,1528,0.49,-,1528,0,-,1528,0,-,1528,0.25,-,1528,160,-,1528,3,-,1528,20,-,1528,16,-,1528,66,-,1528,190,-,1528,2,-,1528,1,-,1528,1.3,-,1528,2.8,Schätzung,,Nein
1587,,,"Gerstotto, gekocht",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte",,pro 100g essbarer Anteil,571,Automatisierte Berechnung,,135,Automatisierte Berechnung,,2.2,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,24.6,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,21.8,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,3.5,Berechnung anhand von Zutaten,,0.8,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,68.2,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,3,Automatisierte Berechnung,,3,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.02,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,6.7,Berechnung anhand von Zutaten,,0.06,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,59,Berechnung anhand von Zutaten,,340,Berechnung anhand von Zutaten,,540,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,23,Berechnung anhand von Zutaten,,71,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,k.A.,,,Ja
13318,,,"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien,,pro 100g essbarer Anteil,633,Automatisierte Berechnung,,150,Automatisierte Berechnung,,3.8,Berechnung anhand von Zutaten,,1.2,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,81,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,28.9,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,67.2,Automatisierte Berechnung,,5,Automatisierte Berechnung,,5,Automatisierte Berechnung,,4,Berechnung anhand von Zutaten,,3,Automatisierte Berechnung,,3,Berechnung anhand von Zutaten,,0.33,Berechnung anhand von Zutaten,,0.18,Berechnung anhand von Zutaten,,0.49,Berechnung anhand von Zutaten,,0.84,Berechnung anhand von Zutaten,,6.75,Berechnung anhand von Zutaten,,4.9,Berechnung anhand von Zutaten,,0.94,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0.36,Berechnung anhand von Zutaten,,370,Berechnung anhand von Zutaten,,62,Berechnung anhand von Zutaten,,83,Berechnung anhand von Zutaten,,8.6,Berechnung anhand von Zutaten,,26,Berechnung anhand von Zutaten,,230,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,1.9,Berechnung anhand von Zutaten,,3,Berechnung anhand von Zutaten,,k.A.,,,Nein
1104,4028,,"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh",,Fleisch und Innereien/Kalb;Fleisch und Innereien/Schwein;Fleisch und Innereien/Rind;Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,498,Automatisierte Berechnung,,118,Automatisierte Berechnung,,3.3,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,59,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,22,Berechnung anhand von Zutaten,,0.1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,74.6,Automatisierte Berechnung,,4,Automatisierte Berechnung,,4,Automatisierte Berechnung,,4,Berechnung anhand von Zutaten,,3,Automatisierte Berechnung,,3,Berechnung anhand von Zutaten,,0.35,Berechnung anhand von Zutaten,,0.14,Berechnung anhand von Zutaten,,0.54,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,6.01,Berechnung anhand von Zutaten,,4.7,Berechnung anhand von Zutaten,,0.83,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,0.31,Berechnung anhand von Zutaten,,340,Berechnung anhand von Zutaten,,53,Berechnung anhand von Zutaten,,60,Berechnung anhand von Zutaten,,6.4,Berechnung anhand von Zutaten,,22,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,2.3,Berechnung anhand von Zutaten,,k.A.,,,Nein
1696,,,Getreideflocken (Durchschnitt),,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime",,pro 100g essbarer Anteil,1470,Automatisierte Berechnung,,348,Automatisierte Berechnung,,3.2,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,64,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,62,Berechnung anhand von Zutaten,,9.7,Berechnung anhand von Zutaten,,10.8,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,12.9,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,4,Automatisierte Berechnung,,4,Berechnung anhand von Zutaten,,0.32,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.27,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,2.78,Berechnung anhand von Zutaten,,38.4,Berechnung anhand von Zutaten,,0.71,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.55,Berechnung anhand von Zutaten,,250,Berechnung anhand von Zutaten,,7.4,Berechnung anhand von Zutaten,,34,Berechnung anhand von Zutaten,,26,Berechnung anhand von Zutaten,,94,Berechnung anhand von Zutaten,,280,Berechnung anhand von Zutaten,,3.6,Berechnung anhand von Zutaten,,2.3,Berechnung anhand von Zutaten,,2.2,Berechnung anhand von Zutaten,,k.A.,,,Nein
13448,,,Getreideriegel mit Schokoladeüberzug,,Süssigkeiten/Riegel,,pro 100g essbarer Anteil,1920,Automatisierte Berechnung,,459,Automatisierte Berechnung,,20.2,Berechnung anhand von Zutaten,,10.9,Berechnung anhand von Zutaten,,6.6,Berechnung anhand von Zutaten,,2,Berechnung anhand von Zutaten,,4,Berechnung anhand von Zutaten,,58,Berechnung anhand von Zutaten,,37.1,Berechnung anhand von Zutaten,,19.9,Berechnung anhand von Zutaten,,5.7,Berechnung anhand von Zutaten,,8.5,Berechnung anhand von Zutaten,,0.4,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,6.4,Berechnung anhand von Zutaten,,29,Automatisierte Berechnung,,24,Automatisierte Berechnung,,20,Berechnung anhand von Zutaten,,57,Automatisierte Berechnung,,57,Berechnung anhand von Zutaten,,0.17,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.14,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.08,Berechnung anhand von Zutaten,,21.9,Berechnung anhand von Zutaten,,0.36,Berechnung anhand von Zutaten,,2.5,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.04,Berechnung anhand von Zutaten,,450,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,190,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,65,Berechnung anhand von Zutaten,,210,Berechnung anhand von Zutaten,,2.2,Berechnung anhand von Zutaten,,7.1,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,k.A.,,,Ja
13488,,,"Getreideriegel, ohne Ueberzug und Füllung",,Süssigkeiten/Riegel,,pro 100g essbarer Anteil,1750,Automatisierte Berechnung,,416,Automatisierte Berechnung,,12.8,Berechnung anhand von Zutaten,,5.4,Berechnung anhand von Zutaten,,4.5,Berechnung anhand von Zutaten,,2.2,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,64.2,Berechnung anhand von Zutaten,,32.1,Berechnung anhand von Zutaten,,31.4,Berechnung anhand von Zutaten,,6,Berechnung anhand von Zutaten,,7.9,Berechnung anhand von Zutaten,,0.4,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,8.4,Berechnung anhand von Zutaten,,8,Automatisierte Berechnung,,4,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,49,Automatisierte Berechnung,,49,Berechnung anhand von Zutaten,,0.18,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.17,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.41,Berechnung anhand von Zutaten,,23.3,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.13,Berechnung anhand von Zutaten,,260,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,280,Berechnung anhand von Zutaten,,28,Berechnung anhand von Zutaten,,58,Berechnung anhand von Zutaten,,170,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,k.A.,,,Ja
10406,,,Gipfeli (Durchschnitt),,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",,pro 100g essbarer Anteil,1670,Automatisierte Berechnung,,400,Automatisierte Berechnung,,22,Berechnung anhand von Zutaten,,12.8,Berechnung anhand von Zutaten,,5.1,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,70,Berechnung anhand von Zutaten,,41.1,Berechnung anhand von Zutaten,,2.7,Berechnung anhand von Zutaten,,38,Berechnung anhand von Zutaten,,3.4,Berechnung anhand von Zutaten,,7.8,Berechnung anhand von Zutaten,,1.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,26.4,Automatisierte Berechnung,,189,Automatisierte Berechnung,,182,Automatisierte Berechnung,,176,Berechnung anhand von Zutaten,,81,Automatisierte Berechnung,,81,Berechnung anhand von Zutaten,,0.12,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.11,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.63,Berechnung anhand von Zutaten,,21.9,Berechnung anhand von Zutaten,,0.36,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,0.72,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,460,Berechnung anhand von Zutaten,,730,Berechnung anhand von Zutaten,,33,Berechnung anhand von Zutaten,,24,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,2.8,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,2.8,Berechnung anhand von Zutaten,,Ja
507,4735,1001009,Glarner Schabziger,Glarner Kräuterkäse,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,559,Automatisierte Berechnung,,132,Automatisierte Berechnung,,0.5,-,186,0.3,-,186,0.1,-,186,0,-,186,2,-,186,Sp.,-,186,Sp.,-,1408,0,-,186,0,-,22,31.6,Schätzung,1662,4.3,Automatisierte Berechnung,,0,-,22,58.3,-,186,3,Automatisierte Berechnung,,3,Automatisierte Berechnung,,3,Schätzung,51,1,Automatisierte Berechnung,,1,Schätzung,51,0.01,-,186,0.28,-,186,0.05,-,186,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,140,-,186,1740,-,186,Sp.,-,22,860,-,186,34,-,186,560,-,186,0.2,-,186,Sp.,-,22,3.9,-,186,k.A.,,,Nein
483,4346,1000969,Gorgonzola,,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1480,Automatisierte Berechnung,,357,Automatisierte Berechnung,,31.2,-,5,18.7,-,3,7.4,-,3,1.4,-,3,94,-,3,0.1,-,5,0.1,-,5,0,-,22,0,-,22,19,-,1640,3.6,Automatisierte Berechnung,,0,-,22,42.4,-,5,190,Automatisierte Berechnung,,182,Automatisierte Berechnung,,175,-,81,88,Automatisierte Berechnung,,88,Schätzung,1698,0.01,-,5,0.36,-,5;1659,0.07,-,5,0.9,-,9;1659,0.32,-,9,52,-,5,1.41,-,9;1659,Sp.,-,5,0.6,-,5;1659,0.54,-,5,140,-,5,1450,-,5,1800,-,9,610,-,5,20,-,9,360,-,5,0.3,-,5,40,-,9,2.5,-,5,k.A.,,,Nein
13882,,,"Granatapfel, roh",,Früchte/Früchte frisch,,pro 100g essbarer Anteil,342,Automatisierte Berechnung,,81,Automatisierte Berechnung,,1.2,-,2277,0.1,-,2277,0.1,-,2277,1,-,2277,0,Schätzung,2580,14.3,-,2277,13.3,-,2277,Sp.,-,2277,2.3,-,2277,1.4,-,2277,0,Automatisierte Berechnung,,0,Schätzung,2580,79.4,-,2277,2,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Schätzung,2580,12,Automatisierte Berechnung,,12,-,2277,0.06,-,2277;2279,0.02,-,1528;2279,0.03,-,2277;2279,0,Schätzung,2580,0.24,-,2277;2279,8.8,-,2277,0.31,-,2277;2279,10.8,-,2277;2279,0,-,1528;2580,0.08,-,2277,230,-,2277,2,-,1528,44,-,2277,9.5,-,2277,12,-,2277,27,-,2277,0.2,-,2277,1.5,-,1528,0.2,-,2277,0.5,-,1699,Nein
388,4556,1000851,"Grapefruit (weiss oder rot), roh",Pampelmuse,Früchte/Früchte frisch,,pro 100g essbarer Anteil,177,Automatisierte Berechnung,,42,Automatisierte Berechnung,,0.5,-,1705,Sp.,-,2277,Sp.,-,2277,Sp.,-,2277,0,Schätzung,2580,8,-,2277,6.6,-,2277,Sp.,-,2277,0.9,-,1705,0.9,Automatisierte Berechnung,1705,0,Automatisierte Berechnung,,0,Schätzung,2580,88.6,-,1705,66,Automatisierte Berechnung,,33,Automatisierte Berechnung,,0,Schätzung,1698,396,Automatisierte Berechnung,,351,-,95;1670;1705;2279,0.06,-,1670;1705;2279,0.02,-,1670;2279,0.03,-,1670;1705;2279,0,Schätzung,2580,0.2,-,1670;1705;2279,23,-,1705;2279,0.22,-,1670;1705;2279,36,-,1670;1705;2279,0,Schätzung,2580,0.27,Automatisierte Berechnung,1705,130,-,1705,1,-,1705,12,-,1705,23,-,1705,8,-,1705,18,-,1705,0.1,-,1705,0.3,-,1705,0.1,-,1705,<0.2,-,1705,Nein
530,4615,1001044,"Greyerzer, vollfett",Gruyère,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1640,Automatisierte Berechnung,,396,Automatisierte Berechnung,,32,-,177,19.2,-,177,7.5,-,177,1.5,-,177,96,-,177,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,26.4,Schätzung,1662,1.5,Automatisierte Berechnung,,0,-,22,36,-,177,310,Automatisierte Berechnung,,300,Automatisierte Berechnung,,290,Schätzung,51,119,Automatisierte Berechnung,,119,-,1528,0.02,-,177,0.37,-,177;1659,0.13,-,177,1.45,-,177;1659,0.2,-,177,10,-,177,0.47,-,177;1659,Sp.,-,22,0.7,-,177;1659,0.35,-,177,90,-,177,590,-,1075,900,-,177,900,-,177,35,-,177,600,-,177,0.4,-,177,11,-,1333;1399,4.2,-,177,k.A.,,,Nein
1509,,,"Griessbrei, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)",,Süssigkeiten/Cremen und Pudding;Gerichte/Müesli und Brei,,pro 100g essbarer Anteil,392,Automatisierte Berechnung,,93,Automatisierte Berechnung,,3,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,11.8,Berechnung anhand von Zutaten,,4.8,Berechnung anhand von Zutaten,,6.9,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,4.6,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,80.3,Automatisierte Berechnung,,36,Automatisierte Berechnung,,34,Automatisierte Berechnung,,33,Berechnung anhand von Zutaten,,15,Automatisierte Berechnung,,15,Berechnung anhand von Zutaten,,0.02,Berechnung anhand von Zutaten,,0.19,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,0.15,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,7.3,Berechnung anhand von Zutaten,,0.36,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,170,Berechnung anhand von Zutaten,,73,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,k.A.,,,Nein
1510,,,"Griessbrei, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)",,Süssigkeiten/Cremen und Pudding;Gerichte/Müesli und Brei,,pro 100g essbarer Anteil,392,Automatisierte Berechnung,,93,Automatisierte Berechnung,,3,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,11.8,Berechnung anhand von Zutaten,,4.8,Berechnung anhand von Zutaten,,6.9,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,4.6,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,80.3,Automatisierte Berechnung,,36,Automatisierte Berechnung,,34,Automatisierte Berechnung,,33,Berechnung anhand von Zutaten,,15,Automatisierte Berechnung,,15,Berechnung anhand von Zutaten,,0.02,Berechnung anhand von Zutaten,,0.19,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,0.15,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,7.3,Berechnung anhand von Zutaten,,0.36,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,170,Berechnung anhand von Zutaten,,73,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,k.A.,,,Nein
